[2026-05-11 11:05:22] #0001/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:25:12] #0227/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-11 11:25:15] #0228/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:25:17] #0229/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:25:27] #0230/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:25:30] #0231/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:25:34] #0232/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:25:36] #0233/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:25:48] #0234/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:25:51] #0235/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:25:58] #0236/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:26:00] #0237/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:09] #0238/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:11] #0239/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:14] #0240/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:18] #0241/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:26:21] #0242/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:24] #0243/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:26:30] #0244/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:38] #0245/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-11 11:26:43] #0246/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:45] #0247/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:47] #0248/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:50] #0249/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:52] #0250/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:26:54] #0251/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:26:57] #0252/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:05] #0253/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:27:09] #0254/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:11] #0255/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:20] #0256/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:23] #0257/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:35] #0258/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:27:38] #0259/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:40] #0260/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:45] #0261/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:47] #0262/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:51] #0263/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:53] #0264/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:27:56] #0265/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:28:00] #0266/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:28:02] #0267/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:28:06] #0268/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:28:09] #0269/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:28:18] #0271/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:28:20] #0272/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:28:29] #0273/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:28:37] #0274/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 11:28:48] #0275/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-11 11:28:56] #0276/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:29:00] #0277/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:03] #0278/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:05] #0279/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:07] #0280/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:09] #0281/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:12] #0282/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:15] #0283/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:18] #0284/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:20] #0285/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:24] #0286/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:28] #0287/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:34] #0288/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:40] #0289/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-11 11:29:43] #0290/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:29:46] #0291/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 11:29:48] #0292/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-11 11:29:58] #0294/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:00] #0295/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:03] #0296/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:30:06] #0297/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:09] #0298/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:14] #0299/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:30:16] #0300/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:30:17] #0301/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:26] #0302/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 11:30:29] #0303/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:32] #0304/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:30:42] #0305/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-11 11:30:47] #0306/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:30:52] #0307/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:54] #0308/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:30:56] #0309/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:31:07] #0310/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-11 11:31:09] #0311/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:31:12] #0312/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:31:16] #0313/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:31:23] #0314/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-11 11:31:30] #0315/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:31:35] #0316/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:31:44] #0317/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-11 11:31:47] #0318/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 11:31:50] #0319/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:31:59] #0320/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-11 11:32:02] #0321/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:04] #0322/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:08] #0323/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:13] #0324/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:16] #0325/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:32:20] #0326/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:23] #0327/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:29] #0328/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:32:31] #0329/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:54] #0332/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:32:57] #0333/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.940 conf=0.700 gap=0.600
[2026-05-11 11:33:03] #0334/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:05] #0335/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:07] #0336/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:33:10] #0337/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:33:12] #0338/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:33:20] #0339/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:21] #0340/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:24] #0341/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:27] #0342/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:33:30] #0343/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:32] #0344/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:39] #0345/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:33:43] #0346/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:33:45] #0347/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:48] #0348/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:33:51] #0349/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 11:33:54] #0350/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:33:58] #0351/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:34:00] #0352/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:34:02] #0353/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:34:07] #0354/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:34:10] #0355/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:34:13] #0356/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 11:34:15] #0357/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:34:31] #0358/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:34:50] #0359/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-11 11:34:55] #0360/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:34:57] #0361/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 11:35:03] #0362/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.293 conf=0.940 gap=0.920
[2026-05-11 11:35:06] #0363/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:09] #0364/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:22] #0365/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-11 11:35:27] #0366/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:30] #0367/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:33] #0368/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:35:39] #0369/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:41] #0370/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:47] #0371/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:51] #0372/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:35:54] #0373/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:36:04] #0374/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:36:15] #0375/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-11 11:36:31] #0377/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:36:33] #0378/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:36:36] #0379/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:36:53] #0381/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:36:57] #0382/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:37:15] #0384/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:37:18] #0385/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:37:24] #0386/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:37:32] #0387/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:37:41] #0388/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.293 conf=0.940 gap=0.920
[2026-05-11 11:37:49] #0389/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:37:51] #0390/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:38:01] #0391/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:38:10] #0392/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:38:18] #0393/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-11 11:38:36] #0395/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:38:39] #0396/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:38:46] #0397/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:38:49] #0398/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:38:57] #0399/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:38:59] #0400/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:39:01] #0401/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:39:04] #0402/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 11:39:17] #0403/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:39:19] #0404/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:39:25] #0405/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:39:27] #0406/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:39:41] #0407/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-11 11:39:51] #0408/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-11 11:40:05] #0410/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:13] #0411/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:16] #0412/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:21] #0413/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:25] #0414/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:29] #0415/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:42] #0417/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:44] #0418/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:40:47] #0419/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:40:59] #0421/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:41:03] #0422/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:41:06] #0423/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:41:08] #0424/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:41:22] #0425/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:41:32] #0426/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:41:35] #0427/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 11:41:39] #0428/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:41:54] #0430/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:41:56] #0431/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:42:04] #0432/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:42:25] #0434/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-11 11:42:27] #0435/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:42:38] #0436/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 11:42:41] #0437/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 11:42:45] #0438/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:42:48] #0439/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:42:50] #0440/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 11:42:57] #0441/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:42:59] #0442/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:43:03] #0443/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 11:43:30] #0445/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:43:38] #0446/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.293 conf=0.940 gap=0.920
[2026-05-11 11:43:45] #0447/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:43:49] #0448/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:43:50] #0449/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:43:52] #0450/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:43:57] #0451/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:44:06] #0452/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 11:44:07] #0453/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:44:10] #0454/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
