[2026-05-11 11:02:48] #0001/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 13:28:02] #0337/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:28:15] #0338/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:29:19] #0341/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.859 | conf=0.735 | gap=0.612
[2026-05-11 13:31:40] #0346/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:31:52] #0347/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:33:34] #0350/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:34:31] #0353/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:34:51] #0354/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 13:36:24] #0357/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:36:49] #0358/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:37:12] #0359/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:37:38] #0360/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 13:37:48] #0361/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:38:25] #0362/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:39:08] #0364/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:39:37] #0365/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.880 | gap=0.800
[2026-05-11 13:40:06] #0366/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.775 | conf=0.612 | gap=0.255
[2026-05-11 13:41:14] #0369/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:41:26] #0370/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 13:42:11] #0372/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:43:17] #0375/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:43:42] #0376/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 13:44:36] #0378/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=1.253 | conf=0.657 | gap=0.505
[2026-05-11 13:45:07] #0379/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:36] #0380/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:45:50] #0381/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 13:48:14] #0387/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:49:07] #0389/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:50:27] #0391/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:50:56] #0393/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 13:52:11] #0396/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:53:32] #0400/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 13:56:41] #0407/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 13:57:07] #0408/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 13:57:31] #0409/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.642 | conf=0.850 | gap=0.800
[2026-05-11 13:57:55] #0410/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:58:06] #0411/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:58:16] #0412/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 13:58:43] #0413/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 14:00:17] #0416/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 14:00:29] #0417/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 14:01:09] #0419/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:03:06] #0424/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-11 14:03:34] #0425/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:05:02] #0429/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 14:05:12] #0430/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.593 | conf=0.850 | gap=0.770
[2026-05-11 14:06:00] #0432/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:07:39] #0436/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:08:13] #0438/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 14:09:37] #0441/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:10:42] #0443/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 14:11:33] #0445/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:13:37] #0450/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 14:14:02] #0451/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.255 | conf=0.929 | gap=0.859
[2026-05-11 14:14:14] #0452/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:14:28] #0453/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 14:14:57] #0454/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:15:27] #0455/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:15:39] #0456/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 14:16:47] #0459/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 14:17:20] #0460/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:18:00] #0461/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:18:41] #0463/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 14:19:13] #0464/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:19:41] #0465/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 14:20:06] #0466/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:20:21] #0467/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 14:21:57] #0471/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 14:22:42] #0472/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 14:24:10] #0474/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 14:24:21] #0475/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 14:24:47] #0476/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:25:17] #0477/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 14:25:55] #0478/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:28:32] #0483/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 14:30:28] #0487/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 14:30:57] #0488/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.332 | conf=0.929 | gap=0.899
[2026-05-11 14:31:10] #0489/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:32:16] #0492/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 14:33:36] #0495/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.707 | conf=0.720 | gap=0.470
[2026-05-11 14:34:22] #0497/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 14:35:14] #0499/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-11 14:35:25] #0500/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:35:53] #0501/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 14:36:20] #0502/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 14:37:57] #0505/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:38:32] #0506/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 14:39:36] #0509/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:40:04] #0510/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:42:13] #0514/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.316 | conf=0.920 | gap=0.850
[2026-05-11 14:43:14] #0516/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:43:46] #0517/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:44:14] #0518/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 14:46:06] #0522/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:46:16] #0523/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:47:17] #0525/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 14:47:49] #0526/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 14:48:44] #0528/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 14:49:32] #0530/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:51:16] #0533/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:52:18] #0536/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 14:52:44] #0537/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.646 | conf=0.750 | gap=0.520
[2026-05-11 14:54:11] #0540/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.480 | conf=0.859 | gap=0.737
[2026-05-11 14:54:59] #0542/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.628 | conf=0.820 | gap=0.700
[2026-05-11 14:55:27] #0543/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-11 14:55:41] #0544/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 14:56:06] #0545/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 14:57:22] #0548/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:58:20] #0550/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:58:43] #0551/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 14:59:16] #0552/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:59:46] #0553/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 15:00:01] #0554/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 15:00:51] #0556/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 15:01:53] #0558/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:02:18] #0559/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 15:02:33] #0560/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 15:03:22] #0562/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:03:37] #0563/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.623 | conf=0.828 | gap=0.727
[2026-05-11 15:03:53] #0564/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:04:21] #0565/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 15:04:48] #0566/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:05:04] #0567/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.480 | conf=0.859 | gap=0.737
[2026-05-11 15:05:20] #0568/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:05:47] #0569/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 15:06:21] #0570/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.459 | conf=0.850 | gap=0.710
[2026-05-11 15:06:54] #0571/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:07:09] #0572/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.965 | conf=0.650 | gap=0.430
[2026-05-11 15:08:37] #0576/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 15:09:07] #0577/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.463 | conf=0.867 | gap=0.765
[2026-05-11 15:10:06] #0579/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:10:55] #0581/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:11:11] #0582/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 15:12:04] #0584/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.673 | conf=0.750 | gap=0.530
[2026-05-11 15:13:10] #0587/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.316 | conf=0.920 | gap=0.850
[2026-05-11 15:15:23] #0592/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:15:37] #0593/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.485 | conf=0.880 | gap=0.800
[2026-05-11 15:16:49] #0596/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:17:39] #0597/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 15:18:29] #0599/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.430 | conf=0.876 | gap=0.773
[2026-05-11 15:18:42] #0600/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:54] #0601/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.922 | conf=0.700 | gap=0.550
[2026-05-11 15:19:57] #0603/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.316 | conf=0.920 | gap=0.850
[2026-05-11 15:20:34] #0605/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:22:05] #0608/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 15:23:35] #0611/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 15:23:50] #0612/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:24:05] #0613/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:25:02] #0615/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 15:26:02] #0617/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 15:26:59] #0619/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 15:27:16] #0620/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:28:17] #0622/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 15:29:32] #0624/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:30:12] #0626/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:31:56] #0630/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:32:10] #0631/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 15:32:44] #0632/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.309 | conf=0.920 | gap=0.850
[2026-05-11 15:32:58] #0633/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:33:24] #0634/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 15:34:01] #0635/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 15:34:35] #0636/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:35:08] #0637/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:35:42] #0638/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 15:36:15] #0639/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:36:45] #0640/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 15:37:02] #0641/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=1.016 | conf=0.650 | gap=0.450
[2026-05-11 15:37:31] #0642/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 15:37:58] #0643/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 15:38:11] #0644/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:38:46] #0645/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:39:19] #0646/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 15:40:40] #0649/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 15:41:29] #0650/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:41:41] #0651/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:41:58] #0652/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 15:43:51] #0655/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:44:23] #0656/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.860 | conf=0.720 | gap=0.520
[2026-05-11 15:44:51] #0657/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 15:45:08] #0658/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 15:45:28] #0659/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.740 | conf=0.750 | gap=0.550
[2026-05-11 15:46:23] #0661/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:47:18] #0663/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-11 15:48:16] #0665/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:48:30] #0666/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 15:50:58] #0671/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-11 15:51:54] #0673/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 15:52:52] #0675/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 15:53:52] #0677/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 15:54:20] #0678/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 15:55:26] #0680/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:55:47] #0681/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.169 | conf=0.960 | gap=0.919
[2026-05-11 15:57:11] #0684/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 15:58:07] #0686/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 15:59:00] #0688/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:59:34] #0689/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 16:00:48] #0692/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:02:03] #0695/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 16:02:33] #0696/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.161 | conf=0.970 | gap=0.950
[2026-05-11 16:03:23] #0697/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 16:04:50] #0700/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.309 | conf=0.920 | gap=0.850
