[2026-05-11 11:05:29] #0001/00818 | true=Walk-circle(13) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:07:24] #0207/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 13:08:20] #0208/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:08:48] #0209/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:09:44] #0210/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:10:18] #0211/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:10:52] #0212/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.531 | conf=0.850 | gap=0.730
[2026-05-11 13:11:17] #0213/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:11:47] #0214/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.985 | conf=0.780 | gap=0.730
[2026-05-11 13:12:21] #0215/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.407 | conf=0.550 | gap=0.400
[2026-05-11 13:12:50] #0216/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.624 | conf=0.850 | gap=0.800
[2026-05-11 13:13:16] #0217/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:13:48] #0218/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:14:43] #0219/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.898 | conf=0.600 | gap=0.300
[2026-05-11 13:15:15] #0220/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:15:46] #0221/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:16:38] #0222/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.035 | conf=0.720 | gap=0.600
[2026-05-11 13:17:05] #0223/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:17:30] #0224/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 13:17:58] #0225/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:18:30] #0226/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:18:53] #0227/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:19:24] #0228/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-11 13:19:53] #0229/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:20:16] #0230/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:20:51] #0231/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.110 | conf=0.700 | gap=0.620
[2026-05-11 13:21:25] #0232/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 13:22:20] #0233/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:22:50] #0234/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:23:14] #0235/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:23:47] #0236/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:25:10] #0238/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 13:25:48] #0239/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 13:26:19] #0240/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=1.029 | conf=0.550 | gap=0.200
[2026-05-11 13:26:46] #0241/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=1.135 | conf=0.700 | gap=0.620
[2026-05-11 13:27:13] #0242/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:27:36] #0243/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:28:05] #0244/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 13:28:30] #0245/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.936 | conf=0.700 | gap=0.580
[2026-05-11 13:28:55] #0246/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:29:41] #0247/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 13:30:08] #0248/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:30:35] #0249/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 13:30:59] #0250/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:30] #0251/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:31:58] #0252/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:32:30] #0253/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 13:33:09] #0254/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 13:33:41] #0255/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:34:11] #0256/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:34:42] #0257/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:35:12] #0258/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:35:46] #0259/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:36:52] #0261/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:37:27] #0262/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 13:37:55] #0263/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 13:38:21] #0264/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 13:38:51] #0265/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:40:00] #0266/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 13:40:55] #0268/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 13:41:23] #0269/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 13:41:51] #0270/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 13:42:20] #0271/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:42:48] #0272/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:43:14] #0273/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 13:43:51] #0274/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.278 | conf=0.550 | gap=0.400
[2026-05-11 13:44:16] #0275/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:44:52] #0276/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 13:45:39] #0277/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.894 | conf=0.750 | gap=0.630
[2026-05-11 13:46:10] #0278/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:47:17] #0280/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 13:48:03] #0281/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.830 | gap=0.770
[2026-05-11 13:48:35] #0282/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:49:01] #0283/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:49:31] #0284/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.970 | conf=0.700 | gap=0.520
[2026-05-11 13:49:56] #0285/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:50:31] #0286/00818 | true=Walk-circle(13) | pred=Table-tennis(17) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:51:05] #0287/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.823 | conf=0.714 | gap=0.510
[2026-05-11 13:51:32] #0288/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 13:52:22] #0290/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:52:47] #0291/00818 | true=Walk-circle(13) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:53:19] #0292/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:53:47] #0293/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:54:14] #0294/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:54:41] #0295/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 13:55:14] #0296/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:55:57] #0297/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:56:59] #0299/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.701 | conf=0.820 | gap=0.750
[2026-05-11 13:57:30] #0300/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:58:20] #0301/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:58:36] #0302/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 13:59:11] #0303/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:00:02] #0304/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 14:00:33] #0305/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 14:01:43] #0307/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.580 | conf=0.850 | gap=0.750
[2026-05-11 14:02:10] #0308/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 14:02:39] #0309/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 14:03:12] #0310/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 14:03:40] #0311/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:04:08] #0312/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:05:01] #0313/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:06:32] #0315/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 14:07:14] #0316/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:07:43] #0317/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.998 | conf=0.700 | gap=0.550
[2026-05-11 14:08:18] #0318/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 14:08:48] #0319/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:09:20] #0320/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:09:49] #0321/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:10:53] #0323/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 14:11:19] #0324/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.197 | conf=0.960 | gap=0.939
[2026-05-11 14:11:44] #0325/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 14:12:15] #0326/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 14:12:31] #0327/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:13:03] #0328/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 14:13:37] #0329/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:14:13] #0330/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:14:39] #0331/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 14:15:12] #0332/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 14:15:35] #0333/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=1.099 | conf=0.650 | gap=0.520
[2026-05-11 14:16:37] #0335/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:17:02] #0336/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:17:34] #0337/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-11 14:17:50] #0338/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 14:18:21] #0339/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 14:19:00] #0340/00818 | true=Walk-circle(13) | pred=Walk-backwards(12) | ✗ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 14:19:14] #0341/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:19:45] #0342/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.860 | conf=0.780 | gap=0.700
[2026-05-11 14:20:26] #0343/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 14:21:05] #0344/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:21:35] #0345/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.830 | gap=0.770
[2026-05-11 14:22:03] #0346/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:22:58] #0347/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 14:23:37] #0348/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:24:04] #0349/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 14:24:34] #0350/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=1.091 | conf=0.579 | gap=0.368
[2026-05-11 14:25:05] #0351/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:26:09] #0352/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 14:26:46] #0353/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 14:27:14] #0354/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 14:27:52] #0355/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:28:40] #0356/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 14:29:12] #0357/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-11 14:29:47] #0358/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:30:16] #0359/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:30:51] #0360/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:31:22] #0361/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:31:51] #0362/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:32:25] #0363/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:32:57] #0364/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:33:52] #0365/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-11 14:34:26] #0366/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:34:58] #0367/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:35:22] #0368/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:35:56] #0369/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 14:36:30] #0370/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:37:01] #0371/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:37:40] #0372/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.128 | conf=0.650 | gap=0.500
[2026-05-11 14:38:16] #0373/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 14:38:50] #0374/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:39:30] #0375/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:40:00] #0376/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:40:37] #0377/00818 | true=Walk-circle(13) | pred=Walk-backwards(12) | ✗ | ent=1.239 | conf=0.550 | gap=0.300
[2026-05-11 14:41:31] #0378/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:42:02] #0379/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.798 | conf=0.800 | gap=0.720
[2026-05-11 14:42:41] #0380/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:43:17] #0381/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:44:12] #0382/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.201 | conf=0.600 | gap=0.450
[2026-05-11 14:44:48] #0383/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:45:14] #0384/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=0.990 | conf=0.579 | gap=0.263
[2026-05-11 14:45:48] #0385/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:46:38] #0386/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.827 | conf=0.700 | gap=0.450
[2026-05-11 14:47:17] #0387/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:47:50] #0388/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:48:39] #0389/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:49:08] #0390/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 14:49:34] #0391/00818 | true=Walk-circle(13) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:50:00] #0392/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:50:37] #0393/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-11 14:51:06] #0394/00818 | true=Walk-circle(13) | pred=Table-tennis(17) | ✗ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-11 14:51:33] #0395/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.480 | conf=0.895 | gap=0.863
[2026-05-11 14:52:01] #0396/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-11 14:52:32] #0397/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 14:53:12] #0398/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:53:54] #0399/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:54:29] #0400/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 14:56:02] #0402/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:56:58] #0403/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-11 14:57:37] #0404/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-11 14:58:10] #0405/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
