[2026-05-11 11:02:36] Class 2 (Talk-sit) 软标签生成开始
[2026-05-11 11:02:36]   QUICK=False LIMIT=50
[2026-05-11 11:02:36]   温度=0.8 (from api_config)
[2026-05-11 11:02:36]   本类: 5799窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:36]   实际生成: 5799 窗口
[2026-05-11 11:03:05] #0001/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 01:51:58] #1559/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 01:52:29] #1560/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 01:52:29]   [1560/5799] acc=234/1560=15.0% filtered=687/1560
[2026-05-12 01:55:05] #1561/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:55:55] #1562/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 01:56:23] #1563/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:57:09] #1564/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:57:42] #1565/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=2.003 | conf=0.450 | gap=0.330
[2026-05-12 01:58:39] #1566/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 01:59:05] #1567/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 01:59:46] #1568/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 02:00:12] #1569/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.884 | conf=0.720 | gap=0.600
[2026-05-12 02:00:51] #1570/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 02:01:21] #1571/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-12 02:01:57] #1572/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 02:02:34] #1573/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.512 | conf=0.650 | gap=0.600
[2026-05-12 02:03:10] #1574/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.556 | conf=0.579 | gap=0.526
[2026-05-12 02:04:19] #1575/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=1.714 | conf=0.400 | gap=0.050
[2026-05-12 02:05:18] #1576/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:06:23] #1577/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=2.163 | conf=0.350 | gap=0.200
[2026-05-12 02:07:01] #1578/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 02:07:55] #1579/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:08:33] #1580/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:08:33]   [1580/5799] acc=237/1580=15.0% filtered=702/1580
[2026-05-12 02:09:23] #1581/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:10:25] #1582/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:11:17] #1583/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 02:12:18] #1584/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.737 | gap=0.526
[2026-05-12 02:12:43] #1585/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-12 02:14:01] #1586/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 02:14:39] #1587/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.575 | conf=0.600 | gap=0.500
[2026-05-12 02:15:28] #1588/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=1.960 | conf=0.300 | gap=0.050
[2026-05-12 02:15:54] #1589/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:17:22] #1590/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:18:15] #1591/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-12 02:18:46] #1592/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:19:50] #1593/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 02:20:46] #1594/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.171 | conf=0.750 | gap=0.710
[2026-05-12 02:21:52] #1595/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:22:23] #1596/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:23:09] #1597/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:23:36] #1598/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:24:15] #1599/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 02:24:43] #1600/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 02:24:43]   [1600/5799] acc=241/1600=15.1% filtered=720/1600
[2026-05-12 02:25:58] #1601/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 02:26:48] #1602/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 02:27:52] #1603/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:28:25] #1604/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 02:29:01] #1605/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 02:29:52] #1606/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:30:23] #1607/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.254 | conf=0.950 | gap=0.933
[2026-05-12 02:31:17] #1608/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 02:31:37] #1609/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 02:32:20] #1610/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.203 | conf=0.713 | gap=0.594
[2026-05-12 02:32:54] #1611/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:33:21] #1612/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:34:51] #1613/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.764 | conf=0.400 | gap=0.150
[2026-05-12 02:35:23] #1614/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 02:36:06] #1615/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.226 | conf=0.700 | gap=0.600
[2026-05-12 02:36:39] #1616/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 02:37:05] #1617/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 02:37:46] #1618/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:38:21] #1619/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 02:38:54] #1620/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.590 | conf=0.850 | gap=0.760
[2026-05-12 02:38:54]   [1620/5799] acc=248/1620=15.3% filtered=739/1620
[2026-05-12 02:40:11] #1621/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 02:40:45] #1622/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.189 | conf=0.743 | gap=0.663
[2026-05-12 02:41:32] #1623/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 02:42:04] #1624/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 02:42:28] #1625/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 02:42:59] #1626/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:43:31] #1627/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 02:44:00] #1628/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 02:44:46] #1629/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:45:07] #1630/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:45:55] #1631/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 02:46:23] #1632/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 02:46:52] #1633/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:47:34] #1634/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 02:48:26] #1635/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:48:51] #1636/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 02:49:17] #1637/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 02:49:47] #1638/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.349 | conf=0.700 | gap=0.620
[2026-05-12 02:50:47] #1639/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 02:51:15] #1640/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.081 | conf=0.707 | gap=0.606
[2026-05-12 02:51:15]   [1640/5799] acc=252/1640=15.4% filtered=759/1640
[2026-05-12 02:51:44] #1641/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:52:09] #1642/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:53:01] #1643/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.473 | conf=0.657 | gap=0.606
[2026-05-12 02:53:34] #1644/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-12 02:54:02] #1645/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:54:32] #1646/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:55:24] #1647/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.556 | conf=0.579 | gap=0.526
[2026-05-12 02:56:12] #1648/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 02:57:09] #1649/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:57:43] #1650/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.260 | conf=0.612 | gap=0.408
[2026-05-12 02:58:19] #1651/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.884 | conf=0.722 | gap=0.611
[2026-05-12 02:58:34] #1652/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.666 | conf=0.350 | gap=0.100
[2026-05-12 02:59:51] #1653/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:00:23] #1654/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 03:00:54] #1655/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 03:01:17] #1656/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:02:09] #1657/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.526 | conf=0.650 | gap=0.570
[2026-05-12 03:02:54] #1658/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-12 03:03:45] #1659/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.499 | conf=0.550 | gap=0.300
[2026-05-12 03:04:15] #1660/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 03:04:15]   [1660/5799] acc=257/1660=15.5% filtered=776/1660
[2026-05-12 03:05:05] #1661/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.686 | conf=0.612 | gap=0.561
[2026-05-12 03:05:45] #1662/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.063 | conf=0.600 | gap=0.400
[2026-05-12 03:06:20] #1663/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 03:07:02] #1664/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:08:08] #1665/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.475 | conf=0.900 | gap=0.850
[2026-05-12 03:08:46] #1666/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 03:09:20] #1667/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 03:09:56] #1668/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-12 03:10:37] #1669/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.369 | conf=0.700 | gap=0.650
[2026-05-12 03:11:25] #1670/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:12:52] #1671/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:13:57] #1672/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.519 | conf=0.579 | gap=0.474
[2026-05-12 03:14:29] #1673/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:15:09] #1674/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.554 | conf=0.579 | gap=0.474
[2026-05-12 03:15:44] #1675/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.879 | conf=0.632 | gap=0.368
[2026-05-12 03:16:45] #1676/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 03:17:16] #1677/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=2.082 | conf=0.368 | gap=0.263
[2026-05-12 03:17:42] #1678/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:18:52] #1679/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:19:21] #1680/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:19:21]   [1680/5799] acc=260/1680=15.5% filtered=792/1680
[2026-05-12 03:20:15] #1681/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.841 | conf=0.550 | gap=0.500
[2026-05-12 03:21:02] #1682/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:23:50] #1683/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:24:25] #1684/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.242 | conf=0.947 | gap=0.916
[2026-05-12 03:25:13] #1685/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 03:26:02] #1686/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:26:27] #1687/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:28:23] #1688/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.042 | conf=0.750 | gap=0.650
[2026-05-12 03:28:53] #1689/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:29:22] #1690/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 03:30:08] #1691/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:30:30] #1692/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:31:50] #1693/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:32:35] #1694/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 03:32:57] #1695/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:33:24] #1696/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:34:28] #1697/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:35:06] #1698/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.370 | conf=0.918 | gap=0.867
[2026-05-12 03:35:45] #1699/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:36:32] #1700/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:36:32]   [1700/5799] acc=261/1700=15.4% filtered=811/1700
[2026-05-12 03:37:33] #1701/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.349 | conf=0.889 | gap=0.778
[2026-05-12 03:39:36] #1702/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:40:03] #1703/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:40:31] #1704/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:41:09] #1705/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.684 | conf=0.778 | gap=0.667
[2026-05-12 03:41:35] #1706/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:42:19] #1707/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 03:42:52] #1708/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.389 | conf=0.895 | gap=0.811
[2026-05-12 03:43:36] #1709/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:43:57] #1710/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-12 03:44:48] #1711/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.448 | conf=0.550 | gap=0.400
[2026-05-12 03:46:06] #1712/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.974 | conf=0.667 | gap=0.500
[2026-05-12 03:46:34] #1713/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:47:06] #1714/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:47:52] #1715/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.213 | conf=0.959 | gap=0.939
[2026-05-12 03:49:17] #1716/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:49:50] #1717/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-12 03:50:24] #1718/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 03:51:01] #1719/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.383 | conf=0.550 | gap=0.350
[2026-05-12 03:52:05] #1720/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.139 | conf=0.550 | gap=0.250
[2026-05-12 03:52:05]   [1720/5799] acc=266/1720=15.5% filtered=831/1720
[2026-05-12 03:52:31] #1721/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 03:52:56] #1722/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 03:53:48] #1723/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:54:22] #1724/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:54:47] #1725/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 03:55:39] #1726/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-12 03:57:03] #1727/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.332 | conf=0.929 | gap=0.899
[2026-05-12 03:57:33] #1728/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:58:09] #1729/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-12 03:58:43] #1730/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.792 | conf=0.539 | gap=0.392
[2026-05-12 03:59:59] #1731/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 04:00:45] #1732/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 04:01:22] #1733/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:02:06] #1734/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.740 | conf=0.750 | gap=0.550
[2026-05-12 04:02:37] #1735/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 04:03:04] #1736/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:04:36] #1737/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:05:01] #1738/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:05:29] #1739/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 04:06:46] #1740/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:06:46]   [1740/5799] acc=268/1740=15.4% filtered=850/1740
