[2026-05-11 23:14:57] #0002/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 03:14:50] #0570/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.140 conf=0.650 gap=0.540
[2026-05-12 03:15:40] #0572/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:16:22] #0574/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.017 conf=0.550 gap=0.190
[2026-05-12 03:17:51] #0576/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 03:18:23] #0577/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.950 conf=0.650 gap=0.390
[2026-05-12 03:18:57] #0579/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:21:37] #0583/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.858 conf=0.720 gap=0.520
[2026-05-12 03:23:45] #0587/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:24:49] #0590/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.829 conf=0.750 gap=0.590
[2026-05-12 03:25:10] #0592/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.284 conf=0.350 gap=0.000
[2026-05-12 03:25:45] #0594/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 03:26:16] #0595/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 03:27:34] #0598/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:27:51] #0599/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 03:28:09] #0600/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:30:29] #0603/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:31:22] #0606/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.071 conf=0.450 gap=0.000
[2026-05-12 03:35:28] #0611/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:37:36] #0614/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:38:13] #0616/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:40:49] #0623/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.120 conf=0.650 gap=0.500
[2026-05-12 03:42:30] #0626/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.632 conf=0.750 gap=0.520
[2026-05-12 03:43:02] #0628/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 03:43:28] #0630/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.231 conf=0.350 gap=0.000
[2026-05-12 03:43:35] #0631/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 03:45:19] #0635/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 03:47:34] #0640/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.721 conf=0.750 gap=0.550
[2026-05-12 03:48:09] #0642/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 03:48:19] #0643/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:48:54] #0644/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.459 conf=0.850 gap=0.710
[2026-05-12 03:49:02] #0645/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 03:50:53] #0650/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 03:51:02] #0651/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.935 conf=0.700 gap=0.500
[2026-05-12 03:53:00] #0656/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:53:16] #0657/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:54:43] #0661/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 03:55:53] #0665/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:56:57] #0666/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 03:58:06] #0669/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:58:47] #0670/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 03:59:09] #0671/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:59:43] #0672/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 04:01:01] #0674/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:02:19] #0677/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.933 conf=0.620 gap=0.340
[2026-05-12 04:02:45] #0678/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:03:03] #0680/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 04:03:21] #0681/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:05:22] #0685/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 04:07:08] #0691/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 04:09:16] #0696/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.035 conf=0.550 gap=0.200
[2026-05-12 04:09:46] #0697/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.352 conf=0.400 gap=0.050
[2026-05-12 04:13:04] #0702/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:14:34] #0707/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 04:14:49] #0708/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:15:03] #0709/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.240 conf=0.350 gap=0.050
[2026-05-12 04:17:13] #0714/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.897 conf=0.750 gap=0.650
[2026-05-12 04:18:25] #0718/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:20:16] #0721/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 04:20:52] #0722/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:21:05] #0723/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.134 conf=0.450 gap=0.020
[2026-05-12 04:21:24] #0724/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.030 conf=0.500 gap=0.200
[2026-05-12 04:21:59] #0727/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.780 conf=0.700 gap=0.450
[2026-05-12 04:22:10] #0728/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.245 conf=0.450 gap=0.110
[2026-05-12 04:22:34] #0729/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.015 conf=0.650 gap=0.450
[2026-05-12 04:23:27] #0732/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.990 conf=0.700 gap=0.560
[2026-05-12 04:24:36] #0737/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.165 conf=0.550 gap=0.250
[2026-05-12 04:25:31] #0739/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 04:26:10] #0741/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 04:26:41] #0743/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 04:27:00] #0744/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:28:13] #0746/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 04:30:37] #0751/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:31:10] #0752/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:32:48] #0756/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:33:32] #0758/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 04:33:53] #0759/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:34:21] #0760/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.867 conf=0.700 gap=0.520
[2026-05-12 04:34:33] #0761/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 04:34:50] #0762/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 04:36:33] #0765/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.971 conf=0.550 gap=0.180
[2026-05-12 04:36:45] #0766/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 04:36:59] #0767/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.607 conf=0.850 gap=0.770
[2026-05-12 04:37:27] #0768/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.829 conf=0.750 gap=0.590
[2026-05-12 04:37:53] #0769/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.993 conf=0.700 gap=0.580
[2026-05-12 04:38:50] #0773/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.240 conf=0.350 gap=0.050
[2026-05-12 04:40:10] #0775/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:42:35] #0782/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:43:06] #0783/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:43:50] #0786/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.054 conf=0.620 gap=0.400
[2026-05-12 04:45:09] #0792/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:45:33] #0794/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 04:46:39] #0797/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 04:47:18] #0799/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:47:40] #0800/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 04:48:03] #0801/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.813 conf=0.700 gap=0.450
[2026-05-12 04:49:15] #0805/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.924 conf=0.700 gap=0.500
[2026-05-12 04:49:28] #0806/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:50:03] #0808/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 04:51:29] #0811/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:52:39] #0814/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:54:28] #0818/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:54:33] #0819/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.231 conf=0.350 gap=0.000
[2026-05-12 04:55:26] #0821/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.909 conf=0.720 gap=0.540
[2026-05-12 04:56:58] #0825/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.916 conf=0.720 gap=0.600
[2026-05-12 04:59:52] #0833/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 05:00:02] #0834/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:00:15] #0835/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:00:36] #0836/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.235 conf=0.450 gap=0.150
[2026-05-12 05:01:22] #0838/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.929 conf=0.720 gap=0.590
[2026-05-12 05:02:26] #0840/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:03:27] #0842/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 05:04:09] #0843/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.858 conf=0.650 gap=0.350
[2026-05-12 05:05:12] #0844/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.935 conf=0.700 gap=0.500
[2026-05-12 05:07:22] #0848/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:08:13] #0851/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:08:45] #0852/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:10:16] #0856/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:12:53] #0862/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:13:41] #0863/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:14:14] #0865/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 05:17:14] #0872/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:17:28] #0873/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.924 conf=0.700 gap=0.500
[2026-05-12 05:18:19] #0875/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 05:20:18] #0879/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:21:08] #0882/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 05:22:32] #0886/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:22:57] #0888/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 05:23:26] #0890/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:23:48] #0891/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:24:01] #0892/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:24:51] #0895/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:25:05] #0896/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 05:25:07] #0897/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 05:25:10] #0898/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:28:57] #0907/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:29:35] #0909/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.635 conf=0.850 gap=0.800
[2026-05-12 05:30:37] #0913/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:31:36] #0915/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.390 conf=0.350 gap=0.000
[2026-05-12 05:32:29] #0917/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 05:37:15] #0927/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:38:09] #0929/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 05:38:25] #0930/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 05:38:39] #0931/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:39:50] #0933/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:40:41] #0936/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.007 conf=0.650 gap=0.410
[2026-05-12 05:41:09] #0938/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.638 conf=0.800 gap=0.650
[2026-05-12 05:41:48] #0940/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:43:00] #0941/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.829 conf=0.750 gap=0.590
[2026-05-12 05:44:21] #0944/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.623 conf=0.850 gap=0.780
[2026-05-12 05:44:35] #0946/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:44:45] #0947/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 05:44:55] #0948/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.067 conf=0.550 gap=0.220
[2026-05-12 05:45:33] #0950/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.980 conf=0.700 gap=0.540
[2026-05-12 05:47:31] #0956/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:47:46] #0957/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 05:47:57] #0958/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 05:50:34] #0964/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:50:51] #0965/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.058 conf=0.620 gap=0.360
[2026-05-12 05:50:57] #0966/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 05:54:47] #0976/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:55:36] #0978/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:57:44] #0981/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 05:58:39] #0983/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 05:59:54] #0987/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:01:12] #0990/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 06:02:51] #0996/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:03:48] #1000/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 06:04:37] #1002/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 06:04:53] #1003/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:05:15] #1004/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.945 conf=0.650 gap=0.450
[2026-05-12 06:06:18] #1007/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.201 conf=0.450 gap=0.050
[2026-05-12 06:06:22] #1008/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.305 conf=0.350 gap=0.050
[2026-05-12 06:07:00] #1011/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 06:09:36] #1015/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:10:21] #1017/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 06:11:34] #1020/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 06:12:28] #1023/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.951 conf=0.650 gap=0.470
[2026-05-12 06:12:38] #1024/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 06:15:59] #1033/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 06:16:42] #1034/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:16:53] #1035/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 06:17:26] #1037/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.214 conf=0.450 gap=0.100
[2026-05-12 06:17:39] #1038/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.322 conf=0.420 gap=0.080
[2026-05-12 06:19:39] #1042/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.077 conf=0.650 gap=0.450
[2026-05-12 06:20:56] #1045/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 06:21:10] #1046/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:21:51] #1048/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:24:47] #1054/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:24:59] #1055/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 06:25:16] #1056/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 06:26:27] #1059/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 06:29:58] #1064/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:30:06] #1065/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 06:30:25] #1066/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.361 conf=0.450 gap=0.200
[2026-05-12 06:31:28] #1068/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.978 conf=0.720 gap=0.600
[2026-05-12 06:31:36] #1069/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.966 conf=0.650 gap=0.400
[2026-05-12 06:33:27] #1072/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 06:33:40] #1073/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.209 conf=0.450 gap=0.050
[2026-05-12 06:35:12] #1077/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 06:35:26] #1078/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.818 conf=0.720 gap=0.500
[2026-05-12 06:35:42] #1079/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:35:55] #1080/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 06:36:24] #1081/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.125 conf=0.650 gap=0.500
[2026-05-12 06:36:36] #1082/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 06:36:46] #1083/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 06:36:59] #1084/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 06:40:27] #1095/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 06:42:08] #1099/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.620 gap=0.330
[2026-05-12 06:43:07] #1101/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 06:43:15] #1102/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 06:44:12] #1106/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 06:44:44] #1108/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 06:45:54] #1112/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 06:47:32] #1116/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.375 conf=0.350 gap=0.050
[2026-05-12 06:47:54] #1118/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 06:49:48] #1123/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 06:49:58] #1124/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.165 conf=0.550 gap=0.250
[2026-05-12 06:51:38] #1127/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.159 conf=0.450 gap=0.050
[2026-05-12 06:51:49] #1128/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 06:55:06] #1136/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 06:56:58] #1139/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.720 gap=0.470
