[2026-05-11 11:05:05] #0001/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 12:20:25] #0250/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:21:15] #0252/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:21:37] #0253/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:22:51] #0256/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:23:05] #0257/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 12:23:15] #0258/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:23:29] #0259/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:23:45] #0260/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:23:58] #0261/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:24:11] #0262/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:24:19] #0263/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:24:45] #0264/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 12:24:56] #0265/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:25:08] #0266/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 12:25:20] #0267/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:25:30] #0268/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:25:45] #0269/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:25:53] #0270/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:26:03] #0271/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:26:17] #0272/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:26:49] #0274/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:27:01] #0275/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:27:12] #0276/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:27:38] #0277/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 12:27:55] #0278/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 12:28:06] #0279/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:28:14] #0280/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:28:33] #0281/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:28:49] #0282/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:29:29] #0284/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:29:43] #0285/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:29:51] #0286/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:30:00] #0287/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:30:31] #0288/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:30:43] #0289/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:30:56] #0290/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:31:17] #0291/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:31:31] #0292/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:31:42] #0293/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:31:57] #0294/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:32:23] #0295/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 12:32:38] #0296/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 12:32:52] #0297/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:33:05] #0298/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:33:17] #0299/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:33:29] #0300/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 12:33:54] #0301/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:34:17] #0302/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:34:59] #0304/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:35:13] #0305/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:37:13] #0309/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:37:46] #0311/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:37:58] #0312/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:38:05] #0313/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 12:38:14] #0314/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:38:27] #0315/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:38:52] #0316/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:39:30] #0318/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:39:40] #0319/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:39:55] #0320/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:40:06] #0321/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:40:18] #0322/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:40:32] #0323/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 12:41:06] #0325/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:41:25] #0326/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:41:33] #0327/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:41:45] #0328/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:41:53] #0329/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:42:06] #0330/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.168 | conf=0.960 | gap=0.920
[2026-05-11 12:42:21] #0331/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:42:30] #0332/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:42:39] #0333/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:44:20] #0337/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:44:30] #0338/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 12:44:42] #0339/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 12:45:26] #0341/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:45:54] #0342/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:46:07] #0343/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:46:57] #0345/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:47:08] #0346/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:47:17] #0347/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:47:38] #0348/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:47:49] #0349/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 12:48:23] #0351/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:48:33] #0352/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:49:03] #0353/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:49:15] #0354/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 12:49:31] #0355/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:49:41] #0356/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:49:54] #0357/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:50:05] #0358/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:50:12] #0359/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:50:29] #0360/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:50:43] #0361/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:50:56] #0362/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:51:29] #0364/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:51:42] #0365/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:51:52] #0366/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:52:06] #0367/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:52:20] #0368/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:52:29] #0369/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:52:40] #0370/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 12:52:52] #0371/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:53:28] #0373/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:53:41] #0374/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:53:56] #0375/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:55:05] #0377/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:55:21] #0378/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:55:45] #0379/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 12:56:09] #0380/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 12:56:21] #0381/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:56:35] #0382/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 12:56:46] #0383/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:57:02] #0384/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 12:57:12] #0385/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:57:23] #0386/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:57:34] #0387/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 12:57:45] #0388/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:57:53] #0389/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:58:13] #0390/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 12:58:26] #0391/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 12:58:38] #0392/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:59:14] #0394/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 12:59:25] #0395/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:59:32] #0396/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:59:42] #0397/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:59:55] #0398/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:00:08] #0399/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:00:21] #0400/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:00:33] #0401/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:00:44] #0402/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:00:57] #0403/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:01:09] #0404/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:01:21] #0405/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:01:46] #0406/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:01:56] #0407/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:02:08] #0408/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:02:19] #0409/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:02:29] #0410/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:02:57] #0411/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:03:26] #0412/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:03:39] #0413/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:03:52] #0414/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 13:04:38] #0416/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:04:49] #0417/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:04:58] #0418/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:05:41] #0420/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:05:54] #0421/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:06:05] #0422/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:07:03] #0424/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:07:35] #0426/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:07:47] #0427/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:07:58] #0428/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:08:16] #0429/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:08:28] #0430/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:08:42] #0431/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:09:09] #0432/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:09:24] #0433/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:09:32] #0434/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:10:07] #0436/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:10:16] #0437/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:11:09] #0440/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:11:52] #0442/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:12:06] #0443/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:12:14] #0444/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:12:26] #0445/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:13:07] #0447/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:13:15] #0448/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:13:28] #0449/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:13:50] #0450/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:14:01] #0451/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:14:12] #0452/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:14:32] #0453/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:15:08] #0455/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:15:20] #0456/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:15:32] #0457/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 13:16:10] #0459/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:16:21] #0460/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:16:29] #0461/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:17:07] #0463/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:17:18] #0464/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:17:59] #0466/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:18:10] #0467/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:18:22] #0468/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:19:10] #0470/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:19:21] #0471/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:19:35] #0472/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:19:46] #0473/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:20:10] #0474/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:20:20] #0475/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:20:32] #0476/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:20:43] #0477/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:21:24] #0479/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:22:57] #0483/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:23:06] #0484/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:23:15] #0485/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:23:25] #0486/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:23:35] #0487/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:24:10] #0489/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:24:33] #0490/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:24:40] #0491/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:21] #0493/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:25:50] #0495/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:26:02] #0496/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:26:12] #0497/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:26:24] #0498/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:26:36] #0499/01916 | true=Run(14) | pred=Run(14) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
