[2026-05-11 11:03:26] Class 7 (Pick) 软标签生成开始
[2026-05-11 11:03:26]   QUICK=False LIMIT=50
[2026-05-11 11:03:26]   温度=0.8 (from api_config)
[2026-05-11 11:03:26]   本类: 4275窗口 (仅加载本类, 内存友好)
[2026-05-11 11:03:26]   实际生成: 4275 窗口
[2026-05-11 11:03:56] #0001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 12:43:56] #0191/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 12:44:11] #0192/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:44:41] #0193/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:45:20] #0194/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.752 | conf=0.300 | gap=0.050
[2026-05-11 12:46:00] #0195/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:46:27] #0196/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 12:46:40] #0197/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.769 | conf=0.800 | gap=0.730
[2026-05-11 12:46:52] #0198/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:47:03] #0199/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 12:47:39] #0200/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 12:47:39]   [200/4275] acc=125/200=62.5% filtered=192/200
[2026-05-11 12:48:11] #0201/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 12:48:42] #0202/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 12:48:53] #0203/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:49:38] #0204/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.666 | conf=0.800 | gap=0.650
[2026-05-11 12:50:16] #0205/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:50:58] #0206/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 12:51:11] #0207/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:51:39] #0208/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:52:15] #0209/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-11 12:52:30] #0210/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.527 | conf=0.400 | gap=0.150
[2026-05-11 12:53:08] #0211/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:53:46] #0212/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:54:09] #0213/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:54:43] #0214/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 12:54:57] #0215/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-11 12:55:33] #0216/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.407 | conf=0.550 | gap=0.400
[2026-05-11 12:56:03] #0217/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 12:56:34] #0218/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.370 | conf=0.918 | gap=0.867
[2026-05-11 12:56:45] #0219/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:57:13] #0220/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 12:57:13]   [220/4275] acc=138/220=62.7% filtered=210/220
[2026-05-11 12:57:38] #0221/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:59:02] #0222/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 12:59:30] #0223/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 12:59:54] #0224/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:00:22] #0225/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 13:00:48] #0226/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:01:10] #0227/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:01:34] #0228/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.593 | conf=0.850 | gap=0.770
[2026-05-11 13:02:04] #0229/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.825 | conf=0.684 | gap=0.474
[2026-05-11 13:02:52] #0230/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:03:07] #0231/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 13:03:57] #0232/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.722 | conf=0.800 | gap=0.680
[2026-05-11 13:04:22] #0233/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:05:09] #0234/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:05:48] #0235/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.304 | conf=0.550 | gap=0.400
[2026-05-11 13:06:16] #0236/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-11 13:06:46] #0237/04275 | true=Pick(7) | pred=Stand(0) | ✗ | ent=1.989 | conf=0.350 | gap=0.150
[2026-05-11 13:07:10] #0238/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:07:47] #0239/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 13:08:42] #0240/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 13:08:42]   [240/4275] acc=148/240=61.7% filtered=228/240
[2026-05-11 13:09:05] #0241/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:09:35] #0242/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:10:04] #0243/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:10:19] #0244/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:10:59] #0245/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 13:11:29] #0246/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 13:11:54] #0247/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.032 | conf=0.750 | gap=0.700
[2026-05-11 13:12:28] #0248/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:12:58] #0249/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.797 | conf=0.550 | gap=0.470
[2026-05-11 13:13:13] #0250/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:13:25] #0251/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:13:36] #0252/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:14:06] #0253/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:14:17] #0254/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 13:14:45] #0255/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:15:05] #0256/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 13:15:18] #0257/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:15:47] #0258/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 13:16:19] #0259/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.120 | conf=0.650 | gap=0.500
[2026-05-11 13:16:47] #0260/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:16:47]   [260/4275] acc=160/260=61.5% filtered=247/260
[2026-05-11 13:17:01] #0261/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.303 | conf=0.500 | gap=0.250
[2026-05-11 13:17:34] #0262/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-11 13:17:52] #0263/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.144 | conf=0.650 | gap=0.500
[2026-05-11 13:18:49] #0264/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.451 | conf=0.550 | gap=0.400
[2026-05-11 13:19:12] #0265/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:19:37] #0266/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 13:20:06] #0267/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.870 | conf=0.800 | gap=0.750
[2026-05-11 13:20:18] #0268/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 13:20:30] #0269/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 13:20:56] #0270/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 13:21:18] #0271/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:21:46] #0272/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.908 | conf=0.300 | gap=0.100
[2026-05-11 13:22:17] #0273/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 13:22:32] #0274/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:23:27] #0275/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:23:55] #0276/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:24:10] #0277/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 13:24:24] #0278/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.140 | conf=0.968 | gap=0.937
[2026-05-11 13:24:52] #0279/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.351 | conf=0.924 | gap=0.891
[2026-05-11 13:25:03] #0280/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:03]   [280/4275] acc=176/280=62.9% filtered=265/280
[2026-05-11 13:25:16] #0281/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:25:40] #0282/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:26:18] #0283/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:27:01] #0284/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:27:26] #0285/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.659 | conf=0.780 | gap=0.600
[2026-05-11 13:27:53] #0286/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:28:06] #0287/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:28:31] #0288/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:28:52] #0289/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:29:24] #0290/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.653 | conf=0.400 | gap=0.200
[2026-05-11 13:29:47] #0291/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:29:58] #0292/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:30:29] #0293/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:30:42] #0294/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:31:11] #0295/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 13:31:31] #0296/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:31:59] #0297/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:32:31] #0298/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.593 | conf=0.720 | gap=0.440
[2026-05-11 13:32:42] #0299/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:33:12] #0300/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:33:12]   [300/4275] acc=189/300=63.0% filtered=284/300
[2026-05-11 13:33:49] #0301/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:34:13] #0302/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.588 | conf=0.529 | gap=0.412
[2026-05-11 13:34:55] #0303/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.665 | conf=0.850 | gap=0.800
[2026-05-11 13:35:24] #0304/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 13:35:58] #0305/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.624 | conf=0.850 | gap=0.800
[2026-05-11 13:36:30] #0306/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 13:37:02] #0307/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-11 13:37:30] #0308/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 13:37:55] #0309/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:38:17] #0310/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.462 | conf=0.611 | gap=0.556
[2026-05-11 13:38:43] #0311/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:39:15] #0312/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 13:39:41] #0313/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:40:15] #0314/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 13:40:41] #0315/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:41:24] #0316/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.100 | conf=0.979 | gap=0.959
[2026-05-11 13:42:03] #0317/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:42:34] #0318/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:42:45] #0319/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:43:16] #0320/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.192 | conf=0.720 | gap=0.670
[2026-05-11 13:43:16]   [320/4275] acc=200/320=62.5% filtered=302/320
[2026-05-11 13:43:41] #0321/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:44:07] #0322/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:44:37] #0323/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.940 | gap=0.900
[2026-05-11 13:44:59] #0324/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:45:10] #0325/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.910 | conf=0.722 | gap=0.567
[2026-05-11 13:45:58] #0326/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-11 13:46:42] #0327/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:47:13] #0328/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:47:27] #0329/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:48:41] #0330/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:49:07] #0331/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 13:49:50] #0332/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 13:50:23] #0333/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:50:41] #0334/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.869 | conf=0.800 | gap=0.750
[2026-05-11 13:51:08] #0335/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 13:51:28] #0336/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:51:54] #0337/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 13:52:17] #0338/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:52:33] #0339/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:53:02] #0340/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:53:02]   [340/4275] acc=210/340=61.8% filtered=321/340
[2026-05-11 13:53:15] #0341/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 13:53:44] #0342/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.355 | conf=0.700 | gap=0.650
[2026-05-11 13:54:14] #0343/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:55:00] #0344/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 13:55:27] #0345/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:55:57] #0346/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.029 | conf=0.750 | gap=0.670
[2026-05-11 13:56:22] #0347/04275 | true=Pick(7) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:57:00] #0348/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:57:11] #0349/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 13:57:49] #0350/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.183 | conf=0.550 | gap=0.400
[2026-05-11 13:58:13] #0351/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:58:29] #0352/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 13:59:00] #0353/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:59:26] #0354/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:00:03] #0355/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.814 | conf=0.820 | gap=0.770
[2026-05-11 14:00:42] #0356/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.052 | conf=0.720 | gap=0.640
[2026-05-11 14:01:07] #0357/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:01:19] #0358/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 14:01:32] #0359/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 14:02:04] #0360/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:02:04]   [360/4275] acc=223/360=61.9% filtered=340/360
[2026-05-11 14:02:17] #0361/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 14:02:44] #0362/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:02:59] #0363/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:03:16] #0364/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.530 | conf=0.778 | gap=0.556
[2026-05-11 14:03:44] #0365/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.100 | conf=0.980 | gap=0.959
[2026-05-11 14:04:15] #0366/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.608 | conf=0.450 | gap=0.300
[2026-05-11 14:04:48] #0367/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.081 | conf=0.611 | gap=0.400
[2026-05-11 14:05:21] #0368/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-11 14:05:35] #0369/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:06:10] #0370/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 14:06:42] #0371/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.824 | conf=0.600 | gap=0.250
[2026-05-11 14:07:08] #0372/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:07:35] #0373/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:07:58] #0374/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.309 | conf=0.939 | gap=0.919
[2026-05-11 14:08:31] #0375/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.514 | conf=0.900 | gap=0.880
[2026-05-11 14:09:16] #0376/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.036 | conf=0.700 | gap=0.550
[2026-05-11 14:09:43] #0377/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:10:14] #0378/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 14:10:51] #0379/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 14:11:52] #0380/04275 | true=Pick(7) | pred=Walk-backwards(12) | ✗ | ent=1.333 | conf=0.500 | gap=0.300
[2026-05-11 14:11:52]   [380/4275] acc=229/380=60.3% filtered=357/380
[2026-05-11 14:12:30] #0381/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
