[2026-05-11 11:03:56] #0001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 20:20:00] #0978/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:20:14] #0979/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 20:21:59] #0982/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 20:22:18] #0983/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:22:35] #0984/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:23:08] #0985/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 20:23:20] #0986/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.850 | gap=0.780
[2026-05-11 20:24:13] #0988/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:25:35] #0991/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:26:46] #0993/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 20:27:39] #0995/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 20:28:07] #0996/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:30:34] #1000/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:32:41] #1004/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.203 | conf=0.948 | gap=0.897
[2026-05-11 20:33:53] #1006/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:34:07] #1007/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.140 | conf=0.968 | gap=0.937
[2026-05-11 20:34:37] #1008/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 20:36:00] #1010/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-11 20:36:34] #1011/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.818 | conf=0.720 | gap=0.500
[2026-05-11 20:38:10] #1013/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:38:21] #1014/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 20:38:41] #1015/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 20:39:13] #1016/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:39:50] #1017/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 20:40:26] #1018/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 20:41:01] #1019/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.683 | conf=0.850 | gap=0.800
[2026-05-11 20:42:11] #1021/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-11 20:42:47] #1022/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.843 | conf=0.820 | gap=0.790
[2026-05-11 20:44:28] #1025/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 20:45:08] #1026/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 20:46:23] #1028/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:46:52] #1029/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:48:37] #1032/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:49:14] #1033/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-11 20:50:33] #1035/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 20:51:23] #1036/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:52:27] #1037/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-11 20:54:09] #1039/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.970 | conf=0.700 | gap=0.520
[2026-05-11 20:54:41] #1040/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:56:08] #1042/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 20:56:40] #1043/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 20:58:29] #1046/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 20:59:14] #1047/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:01:48] #1051/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:02:25] #1052/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 21:02:58] #1053/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 21:09:32] #1063/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-11 21:11:37] #1066/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 21:13:12] #1069/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 21:13:44] #1070/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:15:05] #1072/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 21:15:18] #1073/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 21:15:55] #1074/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 21:16:12] #1075/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.706 | conf=0.820 | gap=0.720
[2026-05-11 21:16:43] #1076/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 21:17:21] #1077/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:17:51] #1078/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 21:18:06] #1079/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 21:19:23] #1081/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.286 | conf=0.743 | gap=0.723
[2026-05-11 21:20:40] #1083/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 21:21:08] #1084/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:21:49] #1085/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 21:22:51] #1086/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 21:23:20] #1087/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 21:24:52] #1089/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 21:27:02] #1093/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:27:42] #1094/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 21:27:57] #1095/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=2.033 | conf=0.150 | gap=0.000
[2026-05-11 21:28:12] #1096/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 21:30:18] #1099/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 21:31:11] #1101/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 21:31:39] #1102/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 21:31:54] #1103/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:32:29] #1104/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 21:32:44] #1105/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 21:33:03] #1106/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 21:33:20] #1107/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 21:34:07] #1108/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.534 | conf=0.859 | gap=0.758
[2026-05-11 21:37:00] #1113/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 21:37:40] #1115/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.948 | conf=0.700 | gap=0.550
[2026-05-11 21:39:53] #1119/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 21:42:11] #1123/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 21:42:26] #1124/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 21:42:38] #1125/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:42:55] #1126/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 21:44:35] #1130/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:45:33] #1132/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 21:45:48] #1133/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:46:32] #1135/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 21:47:25] #1137/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:48:13] #1138/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.431 | conf=0.900 | gap=0.840
[2026-05-11 21:48:27] #1139/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:51:39] #1144/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 21:53:00] #1146/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-11 21:53:34] #1147/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 21:56:17] #1151/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.429 | conf=0.650 | gap=0.570
[2026-05-11 21:57:06] #1152/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 22:00:22] #1156/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 22:02:20] #1159/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.834 | conf=0.750 | gap=0.600
[2026-05-11 22:04:22] #1160/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.124 | conf=0.720 | gap=0.670
[2026-05-11 22:06:03] #1163/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 22:06:35] #1164/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 22:07:07] #1165/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 22:08:56] #1167/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 22:09:39] #1168/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 22:10:23] #1169/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:10:52] #1170/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 22:12:49] #1173/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 22:13:05] #1174/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 22:14:32] #1176/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 22:15:19] #1177/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 22:16:04] #1178/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:16:19] #1179/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 22:16:37] #1180/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:16:53] #1181/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 22:17:47] #1182/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 22:18:00] #1183/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 22:18:36] #1184/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-11 22:19:42] #1186/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 22:20:25] #1187/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 22:21:04] #1188/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 22:21:20] #1189/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:22:39] #1190/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 22:24:15] #1192/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.909 | gap=0.859
[2026-05-11 22:25:24] #1194/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.514 | conf=0.900 | gap=0.880
[2026-05-11 22:25:41] #1195/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:26:52] #1197/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.293 | conf=0.650 | gap=0.550
[2026-05-11 22:27:29] #1198/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 22:29:06] #1201/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.431 | conf=0.920 | gap=0.900
[2026-05-11 22:30:53] #1204/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:31:09] #1205/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:31:24] #1206/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 22:32:09] #1208/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.847 | conf=0.539 | gap=0.461
[2026-05-11 22:32:26] #1209/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 22:33:48] #1211/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:36:04] #1213/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 22:36:38] #1214/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 22:36:50] #1215/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 22:38:45] #1218/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.591 | conf=0.880 | gap=0.850
[2026-05-11 22:40:26] #1220/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.534 | conf=0.820 | gap=0.660
[2026-05-11 22:40:44] #1221/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:41:29] #1222/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 22:42:03] #1223/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 22:43:06] #1224/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 22:43:39] #1225/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 22:44:47] #1227/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.362 | conf=0.567 | gap=0.361
[2026-05-11 22:45:31] #1228/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.810 | conf=0.820 | gap=0.780
[2026-05-11 22:46:40] #1230/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 22:47:25] #1231/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 22:53:18] #1239/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.552 | conf=0.820 | gap=0.670
[2026-05-11 22:55:27] #1242/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.374 | conf=0.876 | gap=0.753
[2026-05-11 22:57:02] #1244/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 22:58:25] #1246/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 22:59:00] #1247/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:59:17] #1248/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 22:59:52] #1249/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 23:00:56] #1250/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 23:01:15] #1251/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-11 23:02:12] #1253/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 23:06:49] #1258/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 23:07:09] #1259/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.678 | conf=0.825 | gap=0.742
[2026-05-11 23:07:32] #1260/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 23:07:48] #1261/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:09:24] #1263/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.798 | conf=0.820 | gap=0.770
[2026-05-11 23:10:06] #1264/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.327 | conf=0.450 | gap=0.150
[2026-05-11 23:11:02] #1266/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.589 | conf=0.842 | gap=0.758
[2026-05-11 23:12:21] #1268/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.538 | conf=0.880 | gap=0.830
[2026-05-11 23:13:44] #1270/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 23:14:21] #1271/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 23:15:26] #1272/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 23:16:43] #1273/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.907 | conf=0.737 | gap=0.632
[2026-05-11 23:17:33] #1274/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-11 23:18:58] #1275/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 23:20:44] #1278/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 23:21:03] #1279/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 23:23:50] #1282/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 23:24:01] #1283/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:25:44] #1286/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 23:26:01] #1287/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.321 | conf=0.930 | gap=0.890
[2026-05-11 23:27:01] #1288/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 23:30:23] #1291/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 23:30:57] #1292/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-11 23:33:16] #1295/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 23:33:54] #1296/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-11 23:34:21] #1297/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 23:34:41] #1298/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 23:34:56] #1299/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 23:35:58] #1300/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-11 23:37:40] #1303/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:38:41] #1304/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:40:45] #1307/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 23:42:05] #1308/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 23:43:55] #1311/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.354 | conf=0.644 | gap=0.556
[2026-05-11 23:44:36] #1312/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 23:45:39] #1313/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 23:48:16] #1315/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 23:48:30] #1316/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 23:48:53] #1317/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 23:54:28] #1322/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 23:54:42] #1323/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 23:56:47] #1324/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
