[2026-05-12 10:27:50] #0001/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 13:43:14] #0520/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:43:25] #0521/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.836 conf=0.650 gap=0.350
[2026-05-12 13:43:35] #0522/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 13:44:03] #0523/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 13:44:23] #0524/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:44:44] #0525/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.466 conf=0.880 gap=0.800
[2026-05-12 13:45:10] #0526/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 13:45:34] #0527/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 13:45:50] #0528/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:46:11] #0529/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.635 conf=0.820 gap=0.700
[2026-05-12 13:46:34] #0530/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 13:46:46] #0531/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.863 conf=0.700 gap=0.500
[2026-05-12 13:47:27] #0532/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.466 conf=0.880 gap=0.800
[2026-05-12 13:47:57] #0533/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 13:48:52] #0536/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.038 conf=0.650 gap=0.450
[2026-05-12 13:49:06] #0537/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 13:49:17] #0538/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:49:58] #0539/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.550 conf=0.850 gap=0.750
[2026-05-12 13:50:13] #0540/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 13:50:25] #0541/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.962 conf=0.600 gap=0.300
[2026-05-12 13:51:08] #0543/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.712 conf=0.720 gap=0.470
[2026-05-12 13:51:36] #0544/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.610 conf=0.820 gap=0.690
[2026-05-12 13:52:05] #0545/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 13:52:56] #0546/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 13:53:20] #0547/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 13:53:41] #0548/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:54:19] #0549/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:54:33] #0550/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.821 conf=0.650 gap=0.350
[2026-05-12 13:54:53] #0551/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 13:55:13] #0552/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:55:26] #0553/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:55:55] #0554/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:56:09] #0555/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 13:56:33] #0556/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 13:57:00] #0557/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:57:18] #0558/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 13:57:42] #0559/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.720 gap=0.540
[2026-05-12 13:58:07] #0560/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.610 conf=0.820 gap=0.690
[2026-05-12 13:58:27] #0561/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 13:58:52] #0562/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 13:59:12] #0563/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:59:35] #0564/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:00:10] #0566/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 14:00:35] #0567/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.589 conf=0.820 gap=0.680
[2026-05-12 14:00:57] #0568/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:01:25] #0569/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:01:36] #0570/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.947 conf=0.620 gap=0.340
[2026-05-12 14:01:48] #0571/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 14:02:01] #0572/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 14:02:14] #0573/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.673 conf=0.750 gap=0.530
[2026-05-12 14:02:48] #0575/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 14:03:16] #0576/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:03:29] #0577/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 14:03:43] #0578/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 14:03:56] #0579/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 14:04:12] #0580/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.007 conf=0.650 gap=0.450
[2026-05-12 14:04:45] #0581/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:04:56] #0582/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.645 conf=0.800 gap=0.650
[2026-05-12 14:05:10] #0583/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.771 conf=0.700 gap=0.450
[2026-05-12 14:05:34] #0584/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:05:53] #0585/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 14:06:04] #0586/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.860 conf=0.620 gap=0.320
[2026-05-12 14:06:20] #0587/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.613 conf=0.820 gap=0.700
[2026-05-12 14:06:51] #0588/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 14:07:03] #0589/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.600 gap=0.250
[2026-05-12 14:07:27] #0590/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 14:07:57] #0591/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:08:20] #0592/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.866 conf=0.700 gap=0.500
[2026-05-12 14:08:44] #0593/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:08:57] #0594/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.654 conf=0.780 gap=0.600
[2026-05-12 14:09:10] #0595/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 14:09:24] #0596/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 14:09:38] #0597/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 14:10:06] #0599/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 14:10:24] #0600/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:10:37] #0601/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.769 conf=0.620 gap=0.270
[2026-05-12 14:10:51] #0602/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 14:11:30] #0603/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.918 conf=0.650 gap=0.400
[2026-05-12 14:11:58] #0605/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 14:12:10] #0606/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.890 conf=0.550 gap=0.150
[2026-05-12 14:12:25] #0607/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:12:39] #0608/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 14:13:17] #0609/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.613 conf=0.820 gap=0.700
[2026-05-12 14:13:32] #0610/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 14:13:45] #0611/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 14:13:56] #0612/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 14:14:20] #0613/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 14:14:48] #0614/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 14:15:07] #0615/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 14:15:33] #0616/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.596 conf=0.820 gap=0.680
[2026-05-12 14:15:49] #0617/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 14:16:29] #0618/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:16:57] #0619/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:17:21] #0620/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 14:17:36] #0621/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 14:18:03] #0622/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 14:18:19] #0623/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:18:45] #0624/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:18:55] #0625/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 14:19:06] #0626/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:19:28] #0627/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:19:56] #0628/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 14:20:23] #0630/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:20:46] #0631/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:21:31] #0632/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 14:21:44] #0633/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.821 conf=0.650 gap=0.350
[2026-05-12 14:21:59] #0634/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 14:22:39] #0635/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:22:56] #0637/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.795 conf=0.680 gap=0.430
[2026-05-12 14:23:08] #0638/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.871 conf=0.600 gap=0.250
[2026-05-12 14:23:19] #0639/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 14:23:32] #0640/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 14:23:45] #0641/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.332 conf=0.920 gap=0.870
[2026-05-12 14:24:30] #0643/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 14:24:59] #0644/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.635 conf=0.820 gap=0.700
[2026-05-12 14:25:32] #0645/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.579 conf=0.820 gap=0.670
[2026-05-12 14:25:58] #0646/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:26:10] #0647/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.550 conf=0.850 gap=0.750
[2026-05-12 14:26:24] #0648/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:26:40] #0649/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:26:52] #0650/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:27:07] #0651/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 14:27:31] #0652/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 14:27:37] #0653/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:27:56] #0654/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:28:10] #0655/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.952 conf=0.650 gap=0.400
[2026-05-12 14:28:29] #0656/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:29:00] #0657/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.962 conf=0.600 gap=0.300
[2026-05-12 14:29:24] #0658/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.589 conf=0.820 gap=0.680
[2026-05-12 14:29:34] #0659/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.717 conf=0.750 gap=0.550
[2026-05-12 14:29:57] #0660/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 14:30:31] #0661/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 14:30:46] #0662/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.852 conf=0.700 gap=0.500
[2026-05-12 14:31:09] #0663/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:31:38] #0664/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.490
[2026-05-12 14:31:51] #0665/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.780 conf=0.700 gap=0.450
[2026-05-12 14:32:01] #0666/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.962 conf=0.600 gap=0.300
[2026-05-12 14:32:15] #0667/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 14:32:57] #0669/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 14:33:09] #0670/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 14:33:23] #0671/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 14:33:37] #0672/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.169 conf=0.960 gap=0.919
[2026-05-12 14:33:57] #0673/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 14:34:25] #0674/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 14:34:39] #0675/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:34:52] #0676/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.030 conf=0.550 gap=0.200
[2026-05-12 14:35:20] #0677/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.500
[2026-05-12 14:35:49] #0678/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 14:36:05] #0679/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 14:36:33] #0680/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.345 conf=0.920 gap=0.860
[2026-05-12 14:37:01] #0681/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:37:14] #0682/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 14:37:37] #0683/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.766 conf=0.750 gap=0.570
[2026-05-12 14:38:03] #0684/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:38:14] #0685/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.095 conf=0.550 gap=0.250
[2026-05-12 14:38:47] #0686/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 14:39:09] #0687/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:39:22] #0688/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.937 conf=0.650 gap=0.400
[2026-05-12 14:39:34] #0689/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 14:40:05] #0690/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 14:40:20] #0691/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 14:40:44] #0692/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.589 conf=0.820 gap=0.680
[2026-05-12 14:40:59] #0693/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 14:41:29] #0694/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 14:41:57] #0695/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 14:42:20] #0697/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 14:42:35] #0698/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 14:43:04] #0699/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.550 conf=0.850 gap=0.750
[2026-05-12 14:43:29] #0700/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.594 conf=0.820 gap=0.680
[2026-05-12 14:44:07] #0701/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 14:44:35] #0702/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:44:46] #0703/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.776 conf=0.700 gap=0.450
[2026-05-12 14:45:11] #0704/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.720 conf=0.780 gap=0.630
[2026-05-12 14:45:39] #0705/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 14:46:02] #0706/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:46:19] #0707/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:46:34] #0708/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.688 conf=0.720 gap=0.470
[2026-05-12 14:46:47] #0709/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 14:47:17] #0710/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:47:29] #0711/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 14:47:58] #0712/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:48:12] #0713/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 14:48:27] #0714/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.596 conf=0.820 gap=0.680
[2026-05-12 14:48:43] #0715/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:49:01] #0716/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 14:49:18] #0717/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.963 conf=0.620 gap=0.340
[2026-05-12 14:49:28] #0718/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:49:43] #0719/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.069 conf=0.550 gap=0.250
[2026-05-12 14:49:58] #0720/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.069 conf=0.550 gap=0.250
[2026-05-12 14:50:13] #0721/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.550 conf=0.850 gap=0.750
[2026-05-12 14:50:38] #0722/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:50:54] #0723/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 14:51:09] #0724/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 14:51:35] #0725/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 14:51:50] #0726/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 14:52:13] #0727/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:52:40] #0729/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 14:53:06] #0730/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 14:53:12] #0731/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:53:29] #0732/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.786 conf=0.750 gap=0.570
[2026-05-12 14:54:21] #0734/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.548 conf=0.850 gap=0.750
[2026-05-12 14:54:46] #0735/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.550 conf=0.850 gap=0.750
[2026-05-12 14:55:13] #0736/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 14:56:15] #0737/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.893 conf=0.550 gap=0.150
[2026-05-12 14:56:37] #0738/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:56:52] #0739/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.105 conf=0.550 gap=0.250
[2026-05-12 14:57:22] #0741/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 14:57:34] #0742/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 14:57:49] #0743/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 14:58:33] #0744/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:58:43] #0745/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 14:58:56] #0746/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 14:59:08] #0747/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 14:59:19] #0748/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.756 conf=0.720 gap=0.490
