[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 03:12:12] #0773/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:12:18] #0774/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 03:12:33] #0775/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:12:37] #0776/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.530 gap=0.230
[2026-05-12 03:13:39] #0777/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:14:08] #0779/03743 | true=walking | pred=walking | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 03:14:11] #0780/03743 | true=walking | pred=walking | ✓ | ent=1.168 conf=0.500 gap=0.200
[2026-05-12 03:15:17] #0782/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:15:50] #0783/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:16:06] #0784/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 03:17:00] #0786/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:17:04] #0787/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:17:22] #0788/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:18:22] #0790/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 03:18:42] #0791/03743 | true=walking | pred=walking | ✓ | ent=1.067 conf=0.450 gap=0.150
[2026-05-12 03:18:55] #0792/03743 | true=walking | pred=walking | ✓ | ent=0.918 conf=0.740 gap=0.640
[2026-05-12 03:19:15] #0793/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 03:19:22] #0794/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:19:35] #0795/03743 | true=walking | pred=walking | ✓ | ent=0.851 conf=0.690 gap=0.440
[2026-05-12 03:19:59] #0797/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 03:20:17] #0798/03743 | true=walking | pred=walking | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 03:20:28] #0799/03743 | true=walking | pred=walking | ✓ | ent=0.661 conf=0.840 gap=0.760
[2026-05-12 03:20:31] #0800/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 03:20:42] #0801/03743 | true=walking | pred=walking | ✓ | ent=1.031 conf=0.600 gap=0.300
[2026-05-12 03:20:45] #0802/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 03:21:02] #0803/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 03:21:50] #0805/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 03:21:53] #0806/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:22:39] #0807/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:23:09] #0808/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 03:23:12] #0809/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 03:24:12] #0811/03743 | true=walking | pred=walking | ✓ | ent=1.373 conf=0.500 gap=0.250
[2026-05-12 03:24:15] #0812/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 03:24:32] #0813/03743 | true=walking | pred=walking | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 03:24:36] #0814/03743 | true=walking | pred=walking | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 03:24:40] #0815/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:24:53] #0816/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 03:25:40] #0818/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:25:53] #0819/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 03:26:05] #0820/03743 | true=walking | pred=walking | ✓ | ent=1.197 conf=0.620 gap=0.470
[2026-05-12 03:26:13] #0822/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 03:26:44] #0823/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:27:58] #0826/03743 | true=walking | pred=walking | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 03:28:05] #0827/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 03:28:35] #0829/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:28:55] #0830/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:29:28] #0832/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 03:29:48] #0834/03743 | true=walking | pred=walking | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 03:30:00] #0835/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 03:30:29] #0836/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:30:56] #0838/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:30:59] #0839/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 03:31:24] #0840/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:31:27] #0841/03743 | true=walking | pred=walking | ✓ | ent=0.773 conf=0.790 gap=0.690
[2026-05-12 03:31:31] #0842/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:31:46] #0843/03743 | true=walking | pred=walking | ✓ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 03:31:50] #0844/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 03:31:53] #0845/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 03:31:56] #0846/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:32:06] #0847/03743 | true=walking | pred=walking | ✓ | ent=0.985 conf=0.650 gap=0.400
[2026-05-12 03:32:18] #0848/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:32:20] #0849/03743 | true=walking | pred=walking | ✓ | ent=0.502 conf=0.890 gap=0.840
[2026-05-12 03:32:34] #0850/03743 | true=walking | pred=walking | ✓ | ent=0.879 conf=0.550 gap=0.150
[2026-05-12 03:33:22] #0852/03743 | true=walking | pred=walking | ✓ | ent=0.876 conf=0.680 gap=0.460
[2026-05-12 03:35:00] #0856/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:35:12] #0857/03743 | true=walking | pred=walking | ✓ | ent=0.813 conf=0.760 gap=0.610
[2026-05-12 03:35:16] #0858/03743 | true=walking | pred=walking | ✓ | ent=0.983 conf=0.720 gap=0.600
[2026-05-12 03:35:19] #0859/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:35:56] #0861/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:36:00] #0862/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:37:45] #0864/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 03:37:48] #0865/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 03:38:00] #0866/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:38:14] #0867/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:39:05] #0870/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:39:33] #0871/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 03:39:37] #0872/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:40:06] #0873/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 03:40:09] #0874/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:40:25] #0875/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:41:36] #0877/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:41:38] #0878/03743 | true=walking | pred=walking | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 03:41:42] #0879/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 03:41:57] #0881/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 03:42:34] #0883/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:43:08] #0885/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:43:40] #0887/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:44:15] #0889/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 03:44:18] #0890/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:44:22] #0891/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:44:55] #0893/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 03:45:05] #0894/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:45:22] #0895/03743 | true=walking | pred=walking | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:45:25] #0896/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 03:46:04] #0897/03743 | true=walking | pred=walking | ✓ | ent=0.978 conf=0.700 gap=0.550
[2026-05-12 03:46:33] #0898/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:46:45] #0899/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:47:00] #0900/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:47:04] #0901/03743 | true=walking | pred=walking | ✓ | ent=0.984 conf=0.710 gap=0.560
[2026-05-12 03:47:07] #0902/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 03:47:11] #0903/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 03:47:20] #0904/03743 | true=walking | pred=walking | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 03:47:34] #0905/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 03:47:45] #0906/03743 | true=walking | pred=walking | ✓ | ent=0.986 conf=0.700 gap=0.550
[2026-05-12 03:48:02] #0907/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 03:48:22] #0908/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 03:49:10] #0910/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:49:16] #0911/03743 | true=walking | pred=walking | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 03:49:19] #0912/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 03:49:49] #0914/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 03:50:03] #0915/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 03:50:59] #0917/03743 | true=walking | pred=walking | ✓ | ent=1.080 conf=0.650 gap=0.500
[2026-05-12 03:51:14] #0918/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:51:41] #0920/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.830 gap=0.730
[2026-05-12 03:51:46] #0921/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 03:53:13] #0923/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:53:17] #0924/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:53:35] #0925/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 03:53:55] #0926/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:54:55] #0927/03743 | true=walking | pred=walking | ✓ | ent=0.968 conf=0.730 gap=0.630
[2026-05-12 03:55:12] #0928/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:56:01] #0930/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:56:10] #0931/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 03:56:39] #0932/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:57:11] #0933/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:57:44] #0934/03743 | true=walking | pred=walking | ✓ | ent=0.600 conf=0.860 gap=0.810
[2026-05-12 03:57:48] #0935/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:57:52] #0936/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 03:58:11] #0937/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 03:58:15] #0938/03743 | true=walking | pred=walking | ✓ | ent=1.312 conf=0.550 gap=0.400
[2026-05-12 03:58:45] #0939/03743 | true=walking | pred=walking | ✓ | ent=0.625 conf=0.840 gap=0.740
[2026-05-12 03:58:59] #0940/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:00:05] #0943/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 04:00:19] #0944/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:00:41] #0945/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:00:55] #0946/03743 | true=walking | pred=walking | ✓ | ent=0.922 conf=0.700 gap=0.550
[2026-05-12 04:01:24] #0948/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:01:28] #0949/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 04:02:58] #0954/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:03:09] #0955/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:03:32] #0956/03743 | true=walking | pred=walking | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 04:03:36] #0957/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 04:04:03] #0958/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:04:18] #0959/03743 | true=walking | pred=walking | ✓ | ent=0.928 conf=0.710 gap=0.560
[2026-05-12 04:07:17] #0965/03743 | true=walking | pred=walking | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 04:07:20] #0966/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:07:24] #0967/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:07:37] #0968/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 04:07:56] #0969/03743 | true=walking | pred=walking | ✓ | ent=1.393 conf=0.400 gap=0.150
[2026-05-12 04:09:08] #0970/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:09:11] #0971/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 04:09:23] #0972/03743 | true=walking | pred=walking | ✓ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 04:10:25] #0974/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:11:27] #0976/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 04:12:20] #0977/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:12:43] #0978/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:12:52] #0979/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:13:00] #0980/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 04:13:59] #0981/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 04:14:02] #0982/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:15:13] #0984/03743 | true=walking | pred=walking | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 04:15:17] #0985/03743 | true=walking | pred=walking | ✓ | ent=1.275 conf=0.450 gap=0.200
[2026-05-12 04:15:31] #0986/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:16:00] #0987/03743 | true=walking | pred=walking | ✓ | ent=0.771 conf=0.700 gap=0.450
[2026-05-12 04:16:27] #0988/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:17:04] #0990/03743 | true=walking | pred=walking | ✓ | ent=0.909 conf=0.670 gap=0.450
[2026-05-12 04:17:47] #0991/03743 | true=walking | pred=walking | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 04:17:53] #0992/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:19:02] #0994/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 04:19:15] #0995/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:19:20] #0996/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 04:19:24] #0997/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:19:27] #0998/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 04:19:37] #0999/03743 | true=walking | pred=walking | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 04:19:42] #1000/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:19:57] #1001/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:20:09] #1002/03743 | true=walking | pred=walking | ✓ | ent=1.166 conf=0.550 gap=0.350
[2026-05-12 04:20:20] #1003/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:20:36] #1004/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 04:20:40] #1005/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 04:21:33] #1007/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:21:38] #1008/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 04:22:06] #1010/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:22:10] #1011/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 04:22:50] #1013/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 04:23:04] #1014/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 04:24:55] #1016/03743 | true=walking | pred=walking | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 04:25:35] #1018/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.750 gap=0.630
[2026-05-12 04:26:04] #1019/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 04:26:37] #1020/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 04:26:41] #1021/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:26:54] #1022/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:27:05] #1023/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:27:20] #1024/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:27:23] #1025/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:27:38] #1026/03743 | true=walking | pred=walking | ✓ | ent=1.067 conf=0.450 gap=0.150
[2026-05-12 04:27:50] #1027/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:28:09] #1028/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.450 gap=0.150
[2026-05-12 04:28:43] #1030/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:29:26] #1031/03743 | true=walking | pred=walking | ✓ | ent=0.761 conf=0.790 gap=0.670
[2026-05-12 04:29:29] #1032/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:29:40] #1033/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 04:30:16] #1035/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 04:31:07] #1036/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:32:16] #1038/03743 | true=walking | pred=walking | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 04:32:28] #1039/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:32:54] #1040/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 04:33:38] #1043/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 04:34:35] #1046/03743 | true=walking | pred=walking | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-12 04:36:46] #1052/03743 | true=walking | pred=walking | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 04:37:03] #1053/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 04:37:35] #1054/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:37:44] #1055/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:38:17] #1056/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:38:26] #1057/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:38:40] #1058/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:38:58] #1059/03743 | true=walking | pred=walking | ✓ | ent=0.702 conf=0.680 gap=0.380
[2026-05-12 04:39:00] #1060/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:39:50] #1063/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 04:39:53] #1064/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 04:39:56] #1065/03743 | true=walking | pred=walking | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 04:40:01] #1066/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 04:41:36] #1068/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:41:50] #1069/03743 | true=walking | pred=walking | ✓ | ent=1.147 conf=0.500 gap=0.150
[2026-05-12 04:41:52] #1070/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:41:55] #1071/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 04:42:06] #1072/03743 | true=walking | pred=walking | ✓ | ent=0.733 conf=0.780 gap=0.680
[2026-05-12 04:43:21] #1074/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 04:44:25] #1075/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:44:28] #1076/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 04:46:51] #1081/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 04:46:55] #1082/03743 | true=walking | pred=walking | ✓ | ent=1.352 conf=0.400 gap=0.050
[2026-05-12 04:47:27] #1085/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:47:49] #1087/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:49:25] #1089/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 04:49:40] #1090/03743 | true=walking | pred=walking | ✓ | ent=1.268 conf=0.500 gap=0.200
