[2026-05-11 11:03:27] #0001/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 03:30:44] #1826/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-12 03:31:46] #1827/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.117 | conf=0.650 | gap=0.530
[2026-05-12 03:36:10] #1832/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 03:36:26] #1833/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.405 | conf=0.900 | gap=0.830
[2026-05-12 03:36:41] #1834/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:36:58] #1835/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:37:16] #1836/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.552 | conf=0.870 | gap=0.810
[2026-05-12 03:37:47] #1837/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-12 03:39:45] #1840/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 03:40:02] #1841/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 03:41:49] #1843/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 03:42:03] #1844/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:42:38] #1845/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 03:44:09] #1848/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-12 03:44:28] #1849/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 03:47:17] #1852/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 03:47:50] #1853/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-12 03:48:35] #1854/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 03:49:42] #1856/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:53:20] #1861/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 03:53:33] #1862/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:55:09] #1865/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:58:24] #1868/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 04:01:15] #1871/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 04:05:08] #1877/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.168 | conf=0.720 | gap=0.640
[2026-05-12 04:05:55] #1879/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.764 | conf=0.800 | gap=0.720
[2026-05-12 04:08:48] #1883/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.171 | conf=0.700 | gap=0.600
[2026-05-12 04:10:25] #1884/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 04:11:14] #1885/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.497 | conf=0.867 | gap=0.765
[2026-05-12 04:12:09] #1886/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:15:12] #1889/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:17:26] #1893/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.560 | conf=0.870 | gap=0.820
[2026-05-12 04:18:12] #1894/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.408 | conf=0.859 | gap=0.717
[2026-05-12 04:18:57] #1895/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.790 | conf=0.765 | gap=0.647
[2026-05-12 04:19:12] #1896/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:19:44] #1897/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 04:25:02] #1903/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-12 04:29:06] #1908/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 04:29:21] #1909/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-12 04:30:14] #1910/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 04:30:38] #1911/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 04:31:28] #1913/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:32:17] #1914/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.165 | conf=0.611 | gap=0.444
[2026-05-12 04:34:29] #1917/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:34:45] #1918/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.593 | conf=0.850 | gap=0.770
[2026-05-12 04:35:00] #1919/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.126 | conf=0.980 | gap=0.975
[2026-05-12 04:35:16] #1920/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:36:27] #1922/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-12 04:36:41] #1923/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:36:54] #1924/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 04:40:59] #1930/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 04:41:13] #1931/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 04:42:18] #1933/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:43:19] #1934/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-12 04:46:05] #1938/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:48:27] #1941/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:48:40] #1942/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.240 | conf=0.700 | gap=0.650
[2026-05-12 04:49:08] #1943/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 04:49:18] #1944/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:51:24] #1948/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 04:51:36] #1949/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 04:52:13] #1950/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:53:03] #1952/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 04:54:05] #1954/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 04:54:22] #1955/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:55:41] #1958/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:56:46] #1960/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 04:57:31] #1962/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:58:50] #1964/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-12 05:00:09] #1966/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:00:43] #1967/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.560 | conf=0.870 | gap=0.820
[2026-05-12 05:01:44] #1968/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-12 05:01:57] #1969/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:02:13] #1970/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 05:02:52] #1971/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 05:04:06] #1973/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 05:04:40] #1974/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 05:06:45] #1978/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 05:08:58] #1980/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 05:10:54] #1983/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:12:15] #1986/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 05:12:41] #1987/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:13:53] #1989/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 05:14:56] #1991/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:15:09] #1992/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.129 | conf=0.714 | gap=0.612
[2026-05-12 05:16:14] #1994/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.549 | conf=0.880 | gap=0.840
[2026-05-12 05:18:33] #1998/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:20:01] #2000/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-12 05:21:43] #2002/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:21:57] #2003/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 05:22:28] #2004/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:23:08] #2005/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 05:27:15] #2010/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 05:29:36] #2012/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.125 | conf=0.700 | gap=0.580
[2026-05-12 05:31:14] #2014/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 05:31:26] #2015/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:33:14] #2018/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.298 | conf=0.650 | gap=0.500
[2026-05-12 05:35:01] #2021/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 05:35:35] #2022/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 05:36:21] #2024/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 05:39:09] #2028/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:40:44] #2030/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:41:48] #2031/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.420 | conf=0.900 | gap=0.840
[2026-05-12 05:43:15] #2033/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 05:44:21] #2035/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.980 | conf=0.758 | gap=0.674
[2026-05-12 05:46:36] #2037/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:46:52] #2038/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 05:48:07] #2040/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 05:51:18] #2044/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 05:51:46] #2045/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 05:53:12] #2047/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 05:54:45] #2049/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-12 05:54:59] #2050/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 05:55:36] #2052/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:56:50] #2054/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.040 | conf=0.611 | gap=0.389
[2026-05-12 05:57:38] #2056/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.368 | conf=0.918 | gap=0.878
[2026-05-12 05:58:33] #2057/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 05:59:12] #2058/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:02:02] #2062/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-12 06:02:46] #2064/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:02:57] #2065/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 06:08:35] #2069/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 06:09:10] #2070/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 06:10:25] #2072/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 06:10:56] #2073/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.735 | conf=0.750 | gap=0.550
[2026-05-12 06:12:42] #2075/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 06:12:51] #2076/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:13:06] #2077/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 06:13:34] #2078/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:14:14] #2079/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 06:16:24] #2083/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 06:16:40] #2084/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:18:20] #2087/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.429 | conf=0.650 | gap=0.570
[2026-05-12 06:19:11] #2088/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 06:22:20] #2092/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:28:45] #2101/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 06:29:21] #2102/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.906 | conf=0.700 | gap=0.500
[2026-05-12 06:29:52] #2103/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:31:19] #2105/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 06:31:30] #2106/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:31:46] #2107/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 06:32:51] #2109/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 06:33:06] #2110/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:35:09] #2113/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:36:55] #2116/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-12 06:37:04] #2117/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-12 06:38:44] #2120/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:44:30] #2127/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 06:45:32] #2128/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 06:47:08] #2131/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 06:47:57] #2133/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 06:50:24] #2137/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:53:06] #2141/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-12 06:53:18] #2142/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 06:55:56] #2147/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-12 06:56:29] #2148/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:59:50] #2151/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:00:35] #2153/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:00:50] #2154/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 07:03:04] #2157/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-12 07:03:29] #2158/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-12 07:05:30] #2161/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 07:07:19] #2163/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:07:30] #2164/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:07:45] #2165/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 07:08:00] #2166/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 07:10:27] #2169/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:15:54] #2176/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:17:35] #2179/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:19:08] #2181/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.010 | conf=0.632 | gap=0.421
[2026-05-12 07:19:38] #2182/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 07:21:56] #2185/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 07:24:03] #2188/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 07:24:34] #2189/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:26:29] #2193/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.485 | conf=0.880 | gap=0.800
[2026-05-12 07:28:20] #2196/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.668 | conf=0.611 | gap=0.222
[2026-05-12 07:29:40] #2199/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 07:29:52] #2200/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 07:30:29] #2201/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 07:30:42] #2202/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:30:57] #2203/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 07:32:04] #2204/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 07:34:28] #2208/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 07:35:13] #2210/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.376 | conf=0.920 | gap=0.880
[2026-05-12 07:36:38] #2212/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
