[2026-05-11 11:02:26] Class 1 (Sit) 软标签生成开始
[2026-05-11 11:02:26]   QUICK=False LIMIT=50
[2026-05-11 11:02:26]   温度=0.8 (from api_config)
[2026-05-11 11:02:26]   本类: 6011窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:26]   实际生成: 6011 窗口
[2026-05-11 11:02:44] #0001/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:41:04] #1339/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 19:41:40] #1340/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:41:40]   [1340/6011] acc=824/1340=61.5% filtered=234/1340
[2026-05-11 19:41:51] #1341/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:42:05] #1342/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:42:20] #1343/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 19:42:50] #1344/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:43:03] #1345/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-11 19:43:14] #1346/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:43:39] #1347/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:44:10] #1348/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.873 | conf=0.720 | gap=0.570
[2026-05-11 19:44:38] #1349/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 19:45:01] #1350/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 19:45:28] #1351/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 19:45:46] #1352/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 19:45:57] #1353/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:46:25] #1354/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 19:46:47] #1355/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.488 | conf=0.880 | gap=0.820
[2026-05-11 19:47:18] #1356/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:47:28] #1357/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:47:52] #1358/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:48:22] #1359/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:48:46] #1360/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:48:46]   [1360/6011] acc=836/1360=61.5% filtered=254/1360
[2026-05-11 19:48:57] #1361/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:49:22] #1362/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 19:49:46] #1363/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:50:15] #1364/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.482 | conf=0.880 | gap=0.810
[2026-05-11 19:50:44] #1365/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 19:50:59] #1366/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 19:51:11] #1367/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:51:39] #1368/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 19:51:51] #1369/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:52:05] #1370/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:52:18] #1371/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:52:53] #1372/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 19:53:03] #1373/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:53:34] #1374/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:53:50] #1375/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 19:54:04] #1376/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:54:29] #1377/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 19:55:00] #1378/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-11 19:55:29] #1379/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-11 19:55:43] #1380/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.476 | conf=0.876 | gap=0.794
[2026-05-11 19:55:43]   [1380/6011] acc=849/1380=61.5% filtered=274/1380
[2026-05-11 19:56:08] #1381/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:56:34] #1382/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:56:45] #1383/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:57:07] #1384/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-11 19:57:37] #1385/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 19:58:05] #1386/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.951 | conf=0.632 | gap=0.368
[2026-05-11 19:58:31] #1387/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:59:01] #1388/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:59:26] #1389/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:59:38] #1390/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.371 | conf=0.918 | gap=0.888
[2026-05-11 20:00:08] #1391/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 20:00:27] #1392/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.213 | conf=0.959 | gap=0.939
[2026-05-11 20:01:03] #1393/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 20:01:20] #1394/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.967 | conf=0.600 | gap=0.300
[2026-05-11 20:01:48] #1395/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:02:00] #1396/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:02:37] #1397/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 20:03:08] #1398/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 20:03:21] #1399/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:03:39] #1400/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 20:03:39]   [1400/6011] acc=860/1400=61.4% filtered=294/1400
[2026-05-11 20:03:53] #1401/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:04:08] #1402/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:04:28] #1403/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:04:42] #1404/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:04:56] #1405/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 20:05:09] #1406/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 20:05:39] #1407/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 20:06:05] #1408/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:06:36] #1409/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.329 | conf=0.918 | gap=0.857
[2026-05-11 20:07:07] #1410/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 20:07:18] #1411/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:07:30] #1412/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 20:07:59] #1413/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 20:08:25] #1414/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.922 | conf=0.700 | gap=0.550
[2026-05-11 20:08:55] #1415/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-11 20:09:27] #1416/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 20:09:58] #1417/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 20:10:14] #1418/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:10:31] #1419/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 20:10:40] #1420/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 20:10:40]   [1420/6011] acc=875/1420=61.6% filtered=314/1420
[2026-05-11 20:11:14] #1421/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:11:28] #1422/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 20:11:52] #1423/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 20:12:06] #1424/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 20:12:18] #1425/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 20:12:44] #1426/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:13:25] #1427/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.898 | conf=0.600 | gap=0.300
[2026-05-11 20:13:51] #1428/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 20:14:02] #1429/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:14:33] #1430/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 20:14:47] #1431/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:15:03] #1432/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:15:38] #1433/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 20:16:16] #1434/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-11 20:16:41] #1435/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:17:06] #1436/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:17:20] #1437/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 20:17:36] #1438/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:17:47] #1439/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:18:01] #1440/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 20:18:01]   [1440/6011] acc=889/1440=61.7% filtered=334/1440
[2026-05-11 20:18:13] #1441/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:18:44] #1442/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 20:19:17] #1443/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 20:19:38] #1444/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:19:52] #1445/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:20:22] #1446/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:20:52] #1447/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:21:05] #1448/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 20:21:20] #1449/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:21:34] #1450/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.857 | conf=0.526 | gap=0.105
[2026-05-11 20:21:48] #1451/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 20:22:10] #1452/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:22:25] #1453/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:22:36] #1454/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 20:23:05] #1455/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 20:23:15] #1456/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:23:43] #1457/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:23:56] #1458/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:24:26] #1459/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 20:24:49] #1460/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:24:49]   [1460/6011] acc=905/1460=62.0% filtered=354/1460
[2026-05-11 20:25:02] #1461/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:25:15] #1462/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:25:41] #1463/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 20:26:13] #1464/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 20:26:24] #1465/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 20:26:57] #1466/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 20:27:12] #1467/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 20:27:24] #1468/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:27:47] #1469/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:28:00] #1470/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.606 | conf=0.840 | gap=0.760
[2026-05-11 20:28:26] #1471/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-11 20:28:38] #1472/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:29:18] #1473/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 20:29:40] #1474/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:29:55] #1475/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:30:24] #1476/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:30:37] #1477/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 20:30:50] #1478/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:31:03] #1479/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.066 | conf=0.990 | gap=0.985
[2026-05-11 20:31:43] #1480/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-11 20:31:43]   [1480/6011] acc=919/1480=62.1% filtered=374/1480
[2026-05-11 20:32:03] #1481/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:32:31] #1482/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 20:32:55] #1483/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:33:07] #1484/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:33:35] #1485/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:33:49] #1486/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 20:34:08] #1487/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:34:39] #1488/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 20:34:54] #1489/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:35:06] #1490/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 20:35:33] #1491/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:35:48] #1492/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:36:17] #1493/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:36:29] #1494/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:36:58] #1495/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 20:37:10] #1496/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-11 20:37:39] #1497/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:38:06] #1498/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-11 20:38:34] #1499/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:39:10] #1500/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 20:39:10]   [1500/6011] acc=928/1500=61.9% filtered=394/1500
[2026-05-11 20:39:44] #1501/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.365 | conf=0.900 | gap=0.810
[2026-05-11 20:39:57] #1502/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:40:26] #1503/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:40:46] #1504/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:40:59] #1505/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:41:16] #1506/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:41:32] #1507/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 20:41:46] #1508/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:42:18] #1509/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 20:42:31] #1510/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 20:43:05] #1511/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 20:43:20] #1512/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 20:43:44] #1513/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:44:18] #1514/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 20:44:32] #1515/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.426 | conf=0.898 | gap=0.847
[2026-05-11 20:44:45] #1516/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 20:44:57] #1517/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 20:45:23] #1518/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:45:58] #1519/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 20:46:15] #1520/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:46:15]   [1520/6011] acc=943/1520=62.0% filtered=414/1520
[2026-05-11 20:46:44] #1521/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:46:59] #1522/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 20:47:14] #1523/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.253 | conf=0.949 | gap=0.929
[2026-05-11 20:47:34] #1524/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:48:04] #1525/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 20:48:23] #1526/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 20:49:06] #1527/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:49:38] #1528/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 20:49:52] #1529/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 20:50:05] #1530/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:50:35] #1531/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
