[2026-05-11 11:02:44] #0001/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:41:07] #1063/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-11 17:41:23] #1064/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:41:37] #1065/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:41:51] #1066/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:42:07] #1067/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:42:51] #1069/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:42:59] #1070/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:43:09] #1071/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:44:07] #1073/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:44:19] #1074/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:45:32] #1077/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:45:47] #1078/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 17:46:28] #1080/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:46:39] #1081/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.528 | conf=0.825 | gap=0.670
[2026-05-11 17:46:49] #1082/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 17:47:03] #1083/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:47:43] #1085/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.332 | conf=0.929 | gap=0.899
[2026-05-11 17:48:10] #1086/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:48:23] #1087/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:48:39] #1088/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 17:48:55] #1089/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.187 | conf=0.450 | gap=0.100
[2026-05-11 17:49:08] #1090/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.435 | conf=0.898 | gap=0.847
[2026-05-11 17:49:48] #1092/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:50:37] #1094/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 17:51:30] #1096/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:52:10] #1098/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 17:52:21] #1099/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.466 | conf=0.880 | gap=0.800
[2026-05-11 17:52:33] #1100/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 17:53:12] #1102/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 17:53:26] #1103/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 17:55:31] #1108/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:20:54] #1108/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:21:41] #1110/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:22:23] #1112/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 18:22:36] #1113/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 18:22:47] #1114/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:23:30] #1116/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-11 18:24:27] #1118/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:24:58] #1120/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:25:09] #1121/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:25:25] #1122/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 18:25:56] #1123/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.711 | conf=0.800 | gap=0.720
[2026-05-11 18:26:11] #1124/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.464 | conf=0.889 | gap=0.838
[2026-05-11 18:26:23] #1125/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:26:36] #1126/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.099 | conf=0.980 | gap=0.960
[2026-05-11 18:27:25] #1128/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:28:05] #1130/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.063 | conf=0.600 | gap=0.400
[2026-05-11 18:28:19] #1131/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:28:55] #1133/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 18:29:33] #1135/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 18:31:11] #1139/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:32:36] #1143/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 18:32:50] #1144/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:33:18] #1145/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-11 18:33:32] #1146/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:33:44] #1147/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 18:33:57] #1148/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-11 18:35:49] #1152/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 18:36:19] #1153/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 18:36:42] #1154/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:37:13] #1155/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 18:37:28] #1156/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:37:41] #1157/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:37:52] #1158/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:38:59] #1161/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:39:14] #1162/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:39:30] #1163/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:39:40] #1164/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:39:50] #1165/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-11 18:40:20] #1166/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:42:00] #1170/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 18:42:12] #1171/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.238 | conf=0.948 | gap=0.918
[2026-05-11 18:42:38] #1172/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-11 18:43:14] #1174/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:44:23] #1177/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 18:44:35] #1178/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:44:47] #1179/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 18:45:50] #1182/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 18:46:42] #1184/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:46:54] #1185/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.200 | conf=0.959 | gap=0.938
[2026-05-11 18:47:31] #1187/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 18:48:10] #1189/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:48:34] #1190/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.021 | conf=0.650 | gap=0.500
[2026-05-11 18:48:45] #1191/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:49:42] #1193/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:50:27] #1195/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:50:43] #1196/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 18:53:21] #1202/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.482 | conf=0.876 | gap=0.794
[2026-05-11 18:53:41] #1203/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:53:54] #1204/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.690 | conf=0.800 | gap=0.680
[2026-05-11 18:54:24] #1205/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:54:39] #1206/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 18:55:19] #1208/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:55:31] #1209/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 18:55:44] #1210/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 18:56:23] #1212/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 18:56:54] #1214/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:57:50] #1217/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 18:58:02] #1218/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 18:58:38] #1220/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:59:07] #1221/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:59:26] #1222/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 19:00:27] #1225/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:01:39] #1228/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:02:08] #1229/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 19:03:12] #1232/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 19:03:24] #1233/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-11 19:03:40] #1234/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 19:04:14] #1236/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 19:04:25] #1237/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:04:38] #1238/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 19:05:10] #1239/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 19:05:23] #1240/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 19:06:01] #1242/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.881 | conf=0.500 | gap=0.050
[2026-05-11 19:06:30] #1243/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:07:48] #1246/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 19:08:15] #1247/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.113 | conf=0.980 | gap=0.970
[2026-05-11 19:09:32] #1250/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.292 | conf=0.939 | gap=0.908
[2026-05-11 19:09:47] #1251/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 19:09:59] #1252/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:11:22] #1255/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.824 | conf=0.600 | gap=0.250
[2026-05-11 19:12:26] #1258/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.662 | conf=0.820 | gap=0.740
[2026-05-11 19:13:08] #1260/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 19:13:20] #1261/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 19:13:44] #1262/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 19:13:55] #1263/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:14:21] #1264/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 19:15:17] #1266/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 19:15:34] #1267/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.315 | conf=0.924 | gap=0.870
[2026-05-11 19:15:59] #1268/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 19:16:12] #1269/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:16:40] #1270/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:16:55] #1271/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:17:10] #1272/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-11 19:17:20] #1273/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:18:02] #1275/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:19:03] #1278/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:19:51] #1280/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.421 | conf=0.880 | gap=0.780
[2026-05-11 19:20:50] #1282/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.056 | conf=0.632 | gap=0.474
[2026-05-11 19:21:05] #1283/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:22:00] #1285/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:22:38] #1287/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 19:24:29] #1291/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 19:24:38] #1292/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:25:05] #1293/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 19:25:18] #1294/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:26:18] #1297/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 19:26:37] #1298/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:26:53] #1299/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:28:05] #1302/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.520 | conf=0.859 | gap=0.758
[2026-05-11 19:28:21] #1303/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:29:08] #1305/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-11 19:29:58] #1307/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.302 | conf=0.928 | gap=0.876
[2026-05-11 19:30:09] #1308/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:30:38] #1309/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 19:30:58] #1310/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 19:31:08] #1311/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:31:22] #1312/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:31:51] #1313/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:32:02] #1314/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:32:25] #1315/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:33:01] #1317/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:33:13] #1318/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:33:26] #1319/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 19:33:41] #1320/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:33:51] #1321/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:34:16] #1322/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.656 | conf=0.820 | gap=0.740
[2026-05-11 19:34:33] #1323/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 19:35:03] #1324/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:35:18] #1325/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 19:35:30] #1326/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:35:52] #1327/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:36:27] #1328/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.884 | conf=0.714 | gap=0.561
[2026-05-11 19:36:41] #1329/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:37:58] #1332/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:40:08] #1337/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:41:51] #1341/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:42:05] #1342/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:42:20] #1343/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 19:43:03] #1345/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-11 19:43:14] #1346/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:43:39] #1347/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:45:28] #1351/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 19:45:46] #1352/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 19:45:57] #1353/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:47:18] #1356/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:47:28] #1357/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:48:22] #1359/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:48:57] #1361/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:49:46] #1363/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:50:59] #1366/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 19:51:11] #1367/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:51:39] #1368/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 19:51:51] #1369/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:52:05] #1370/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:52:18] #1371/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:53:03] #1373/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:53:34] #1374/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:53:50] #1375/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 19:54:04] #1376/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:55:43] #1380/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.476 | conf=0.876 | gap=0.794
