[2026-05-12 10:28:09] PAMAP2 class 4 (jogging) start T=0.8
[2026-05-12 10:28:09]   602 windows
[2026-05-12 10:28:34] #0001/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:23:34] #0202/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 11:24:35] #0203/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 11:24:57] #0204/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:25:08] #0205/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:25:39] #0206/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 11:25:54] #0207/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:26:17] #0208/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 11:26:29] #0209/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 11:26:39] #0210/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 11:26:51] #0211/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:27:02] #0212/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 11:27:23] #0213/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 11:27:31] #0214/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 11:27:45] #0215/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:27:57] #0216/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:28:08] #0217/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 11:28:34] #0218/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 11:28:43] #0219/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:28:56] #0220/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 11:28:56]   [220/602] acc=181/220=82% filt=220
[2026-05-12 11:29:07] #0221/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:29:22] #0222/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:29:35] #0223/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:29:46] #0224/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 11:29:55] #0225/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 11:30:04] #0226/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:30:17] #0227/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:30:46] #0228/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 11:30:59] #0229/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 11:31:10] #0230/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 11:31:20] #0231/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 11:32:00] #0232/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 11:32:13] #0233/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:32:23] #0234/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:32:31] #0235/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:32:42] #0236/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 11:32:50] #0237/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:33:02] #0238/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 11:33:09] #0239/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:33:31] #0240/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 11:33:31]   [240/602] acc=199/240=83% filt=240
[2026-05-12 11:34:07] #0241/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 11:34:29] #0242/00602 | true=jogging(4) | pred=sitting(1) | ✗ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 11:34:43] #0243/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 11:34:55] #0244/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:35:18] #0245/00602 | true=jogging(4) | pred=lying(0) | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 11:35:29] #0246/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 11:36:17] #0247/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 11:36:29] #0248/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 11:36:40] #0249/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.734 conf=0.800 gap=0.700
[2026-05-12 11:37:08] #0250/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 11:37:20] #0251/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 11:37:30] #0252/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 11:37:41] #0253/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:37:53] #0254/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 11:38:25] #0255/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 11:38:39] #0256/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.442 conf=0.880 gap=0.780
[2026-05-12 11:38:50] #0257/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 11:39:18] #0258/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 11:39:31] #0259/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:39:41] #0260/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:39:41]   [260/602] acc=215/260=83% filt=260
[2026-05-12 11:40:24] #0261/00602 | true=jogging(4) | pred=lying(0) | ✗ | ent=0.973 conf=0.620 gap=0.340
[2026-05-12 11:40:34] #0262/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 11:40:46] #0263/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 11:40:55] #0264/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:40:59] #0265/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:41:26] #0266/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 11:41:34] #0267/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:41:44] #0268/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:42:04] #0269/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 11:42:15] #0270/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:42:25] #0271/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 11:42:52] #0272/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.781 conf=0.780 gap=0.660
[2026-05-12 11:43:03] #0273/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:43:41] #0274/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 11:43:51] #0275/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 11:44:03] #0276/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:44:15] #0277/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.530 conf=0.860 gap=0.760
[2026-05-12 11:44:29] #0278/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 11:44:50] #0279/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 11:45:20] #0280/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 11:45:20]   [280/602] acc=231/280=82% filt=280
[2026-05-12 11:45:32] #0281/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 11:45:42] #0282/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:45:52] #0283/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 11:46:08] #0284/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 11:46:18] #0285/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 11:46:31] #0286/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:46:39] #0287/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 11:46:48] #0288/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:47:00] #0289/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:47:37] #0290/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 11:48:07] #0291/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:48:33] #0292/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 11:48:46] #0293/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.642 conf=0.800 gap=0.640
[2026-05-12 11:48:55] #0294/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 11:49:04] #0295/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 11:49:14] #0296/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 11:49:24] #0297/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 11:49:37] #0298/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:49:50] #0299/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:50:01] #0300/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:50:01]   [300/602] acc=250/300=83% filt=300
[2026-05-12 11:50:29] #0301/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:50:39] #0302/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:50:51] #0303/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 11:51:00] #0304/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:51:09] #0305/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 11:51:24] #0306/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:51:38] #0307/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 11:51:50] #0308/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 11:52:19] #0309/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:52:32] #0310/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:53:33] #0311/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 11:54:40] #0312/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 11:55:02] #0313/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 11:55:32] #0314/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 11:55:36] #0315/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 11:56:00] #0316/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:56:26] #0317/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.606 conf=0.830 gap=0.710
[2026-05-12 11:56:45] #0318/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:56:57] #0319/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 11:57:08] #0320/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:57:08]   [320/602] acc=266/320=83% filt=320
[2026-05-12 11:57:36] #0321/00602 | true=jogging(4) | pred=sitting(1) | ✗ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 11:57:45] #0322/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.718 conf=0.800 gap=0.680
[2026-05-12 11:58:08] #0323/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 11:58:33] #0324/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:58:46] #0325/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.309 conf=0.920 gap=0.850
[2026-05-12 11:59:01] #0326/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 11:59:10] #0327/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 11:59:39] #0328/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 11:59:49] #0329/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:00:00] #0330/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:00:11] #0331/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:00:37] #0332/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.718 conf=0.800 gap=0.680
[2026-05-12 12:00:53] #0333/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:01:03] #0334/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:01:17] #0335/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:01:35] #0336/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 12:01:48] #0337/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:02:18] #0338/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:02:32] #0339/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:02:44] #0340/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:02:44]   [340/602] acc=284/340=84% filt=340
[2026-05-12 12:02:54] #0341/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:03:05] #0342/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:03:16] #0343/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:03:26] #0344/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:03:56] #0345/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 12:04:01] #0346/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:04:13] #0347/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:04:22] #0348/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:04:33] #0349/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:05:00] #0350/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 12:05:11] #0351/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-12 12:05:23] #0352/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 12:06:01] #0353/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:06:09] #0354/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:06:18] #0355/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.786 conf=0.750 gap=0.570
[2026-05-12 12:06:31] #0356/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=1.201 conf=0.600 gap=0.450
[2026-05-12 12:06:50] #0357/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:07:03] #0358/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.585 conf=0.820 gap=0.670
[2026-05-12 12:07:17] #0359/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:07:27] #0360/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:07:27]   [360/602] acc=302/360=84% filt=360
[2026-05-12 12:07:37] #0361/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:07:48] #0362/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:08:03] #0363/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:08:17] #0364/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:08:28] #0365/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 12:08:54] #0366/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:09:05] #0367/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 12:09:28] #0368/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:09:39] #0369/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:09:49] #0370/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:09:59] #0371/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.642 conf=0.800 gap=0.640
[2026-05-12 12:10:10] #0372/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 12:10:29] #0373/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:10:38] #0374/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:10:50] #0375/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:11:10] #0376/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:11:25] #0377/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:11:34] #0378/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:11:46] #0379/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 12:12:13] #0380/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 12:12:13]   [380/602] acc=320/380=84% filt=380
[2026-05-12 12:12:40] #0381/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:13:42] #0382/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.613 conf=0.850 gap=0.800
[2026-05-12 12:13:52] #0383/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:14:03] #0384/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 12:14:13] #0385/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:14:39] #0386/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:15:01] #0387/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 12:15:12] #0388/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:15:25] #0389/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:15:53] #0390/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:16:45] #0391/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 12:16:53] #0392/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:17:21] #0393/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:17:32] #0394/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.626 conf=0.810 gap=0.660
[2026-05-12 12:17:43] #0395/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:18:01] #0396/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:18:15] #0397/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:18:24] #0398/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:18:34] #0399/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 12:19:00] #0400/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 12:19:00]   [400/602] acc=337/400=84% filt=400
[2026-05-12 12:19:26] #0401/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:19:37] #0402/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:20:03] #0403/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
