[2026-05-12 22:30:43] #0001/13069 | true=walk | pred=walk | ✓ | ent=1.499 conf=0.450 gap=0.200
[2026-05-12 14:11:35] #3596/13069 | true=walk | pred=walk | ✓ | ent=1.012 conf=0.750 gap=0.700
[2026-05-13 08:30:46] #3598/13069 | true=walk | pred=walk | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 08:30:49] #3599/13069 | true=walk | pred=walk | ✓ | ent=1.373 conf=0.550 gap=0.400
[2026-05-12 14:12:04] #3600/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 14:12:20] #3601/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:12:43] #3602/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 08:31:46] #3604/13069 | true=walk | pred=walk | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 14:13:24] #3605/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 08:32:04] #3606/13069 | true=walk | pred=walk | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:13:39] #3607/13069 | true=walk | pred=walk | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 14:13:49] #3608/13069 | true=walk | pred=walk | ✓ | ent=1.419 conf=0.450 gap=0.200
[2026-05-13 08:32:35] #3610/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 08:32:45] #3611/13069 | true=walk | pred=walk | ✓ | ent=0.907 conf=0.750 gap=0.650
[2026-05-13 08:33:09] #3613/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 08:33:21] #3614/13069 | true=walk | pred=walk | ✓ | ent=1.211 conf=0.650 gap=0.500
[2026-05-13 08:33:31] #3615/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 14:14:56] #3616/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 08:34:01] #3619/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 14:15:43] #3620/13069 | true=walk | pred=walk | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:15:46] #3621/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-13 08:34:31] #3622/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 08:35:10] #3625/13069 | true=walk | pred=walk | ✓ | ent=1.376 conf=0.300 gap=0.050
[2026-05-13 08:35:15] #3626/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 14:16:52] #3627/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 14:16:56] #3628/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 08:35:42] #3629/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 08:35:44] #3630/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-12 14:18:00] #3633/13069 | true=walk | pred=walk | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-13 08:36:52] #3636/13069 | true=walk | pred=walk | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-13 08:36:54] #3637/13069 | true=walk | pred=walk | ✓ | ent=0.653 conf=0.850 gap=0.800
[2026-05-13 08:37:01] #3639/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 08:37:04] #3640/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 14:20:19] #3642/13069 | true=walk | pred=walk | ✓ | ent=1.458 conf=0.550 gap=0.420
[2026-05-12 14:20:55] #3644/13069 | true=walk | pred=walk | ✓ | ent=1.433 conf=0.550 gap=0.350
[2026-05-12 14:20:59] #3645/13069 | true=walk | pred=walk | ✓ | ent=1.305 conf=0.450 gap=0.150
[2026-05-13 08:38:05] #3646/13069 | true=walk | pred=walk | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-12 14:22:43] #3650/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 08:38:51] #3651/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:23:15] #3652/13069 | true=walk | pred=walk | ✓ | ent=0.776 conf=0.820 gap=0.760
[2026-05-13 08:39:08] #3653/13069 | true=walk | pred=walk | ✓ | ent=0.334 conf=0.920 gap=0.880
[2026-05-13 08:39:35] #3658/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 08:39:43] #3659/13069 | true=walk | pred=walk | ✓ | ent=0.379 conf=0.920 gap=0.890
[2026-05-13 08:40:16] #3663/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-12 14:25:31] #3665/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 14:25:41] #3666/13069 | true=walk | pred=walk | ✓ | ent=1.372 conf=0.600 gap=0.500
[2026-05-13 08:41:02] #3667/13069 | true=walk | pred=walk | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 14:25:54] #3668/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-12 14:27:16] #3674/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 14:27:45] #3675/13069 | true=walk | pred=walk | ✓ | ent=0.768 conf=0.750 gap=0.550
[2026-05-13 08:42:49] #3679/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 14:29:08] #3682/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 08:43:31] #3683/13069 | true=walk | pred=walk | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 14:29:45] #3686/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 08:44:01] #3687/13069 | true=walk | pred=walk | ✓ | ent=1.559 conf=0.350 gap=0.050
[2026-05-13 08:44:14] #3689/13069 | true=walk | pred=walk | ✓ | ent=0.795 conf=0.820 gap=0.770
[2026-05-13 08:44:21] #3690/13069 | true=walk | pred=walk | ✓ | ent=0.985 conf=0.750 gap=0.670
[2026-05-13 08:44:32] #3691/13069 | true=walk | pred=walk | ✓ | ent=0.539 conf=0.880 gap=0.830
[2026-05-12 14:30:34] #3692/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.810
[2026-05-12 14:31:20] #3695/13069 | true=walk | pred=walk | ✓ | ent=1.760 conf=0.350 gap=0.150
[2026-05-12 14:31:27] #3696/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 14:32:15] #3700/13069 | true=walk | pred=walk | ✓ | ent=1.021 conf=0.720 gap=0.620
[2026-05-12 14:32:52] #3703/13069 | true=walk | pred=walk | ✓ | ent=1.063 conf=0.700 gap=0.600
[2026-05-12 14:33:04] #3704/13069 | true=walk | pred=walk | ✓ | ent=1.550 conf=0.450 gap=0.200
[2026-05-13 08:46:56] #3706/13069 | true=walk | pred=walk | ✓ | ent=0.600 conf=0.850 gap=0.790
[2026-05-12 14:34:12] #3709/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 08:47:53] #3710/13069 | true=walk | pred=walk | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 08:48:03] #3711/13069 | true=walk | pred=walk | ✓ | ent=0.424 conf=0.920 gap=0.900
[2026-05-12 14:35:16] #3712/13069 | true=walk | pred=walk | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:35:28] #3713/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 14:35:39] #3714/13069 | true=walk | pred=walk | ✓ | ent=0.972 conf=0.700 gap=0.550
[2026-05-12 14:35:44] #3715/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 14:35:47] #3716/13069 | true=walk | pred=walk | ✓ | ent=1.381 conf=0.550 gap=0.400
[2026-05-13 08:49:23] #3717/13069 | true=walk | pred=walk | ✓ | ent=0.233 conf=0.950 gap=0.925
[2026-05-12 14:36:02] #3719/13069 | true=walk | pred=walk | ✓ | ent=0.943 conf=0.750 gap=0.650
[2026-05-12 14:36:40] #3722/13069 | true=walk | pred=walk | ✓ | ent=0.886 conf=0.750 gap=0.650
[2026-05-12 14:36:58] #3724/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 08:51:09] #3725/13069 | true=walk | pred=walk | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 14:37:27] #3727/13069 | true=walk | pred=walk | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-13 08:51:36] #3728/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 14:37:41] #3729/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 08:52:04] #3730/13069 | true=walk | pred=walk | ✓ | ent=1.153 conf=0.650 gap=0.500
[2026-05-13 08:52:07] #3731/13069 | true=walk | pred=walk | ✓ | ent=1.211 conf=0.650 gap=0.500
[2026-05-13 08:52:10] #3732/13069 | true=walk | pred=walk | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 08:52:15] #3733/13069 | true=walk | pred=walk | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 08:52:24] #3734/13069 | true=walk | pred=walk | ✓ | ent=0.309 conf=0.945 gap=0.925
[2026-05-12 14:38:42] #3735/13069 | true=walk | pred=walk | ✓ | ent=0.063 conf=0.990 gap=0.985
[2026-05-13 08:52:44] #3736/13069 | true=walk | pred=walk | ✓ | ent=1.118 conf=0.650 gap=0.450
[2026-05-13 08:52:48] #3737/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 08:52:50] #3738/13069 | true=walk | pred=walk | ✓ | ent=0.934 conf=0.750 gap=0.680
[2026-05-13 08:52:53] #3739/13069 | true=walk | pred=walk | ✓ | ent=0.647 conf=0.850 gap=0.800
[2026-05-12 14:39:46] #3741/13069 | true=walk | pred=walk | ✓ | ent=1.238 conf=0.500 gap=0.200
[2026-05-13 08:53:19] #3742/13069 | true=walk | pred=walk | ✓ | ent=1.453 conf=0.450 gap=0.150
[2026-05-13 08:53:23] #3743/13069 | true=walk | pred=walk | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-13 08:53:35] #3744/13069 | true=walk | pred=walk | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 14:40:24] #3745/13069 | true=walk | pred=walk | ✓ | ent=0.694 conf=0.850 gap=0.810
[2026-05-12 14:40:37] #3747/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 14:40:48] #3748/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 08:54:24] #3749/13069 | true=walk | pred=walk | ✓ | ent=1.775 conf=0.350 gap=0.170
[2026-05-13 08:54:32] #3750/13069 | true=walk | pred=walk | ✓ | ent=0.840 conf=0.800 gap=0.720
[2026-05-13 08:55:19] #3754/13069 | true=walk | pred=walk | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-13 08:55:27] #3755/13069 | true=walk | pred=walk | ✓ | ent=0.926 conf=0.720 gap=0.540
[2026-05-12 14:42:31] #3756/13069 | true=walk | pred=walk | ✓ | ent=0.775 conf=0.820 gap=0.770
[2026-05-13 08:55:56] #3759/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-12 14:43:40] #3762/13069 | true=walk | pred=walk | ✓ | ent=1.575 conf=0.350 gap=0.050
[2026-05-13 08:56:26] #3763/13069 | true=walk | pred=walk | ✓ | ent=0.867 conf=0.700 gap=0.520
[2026-05-13 08:56:29] #3764/13069 | true=walk | pred=walk | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-13 08:56:47] #3765/13069 | true=walk | pred=walk | ✓ | ent=1.279 conf=0.620 gap=0.490
[2026-05-13 08:57:05] #3766/13069 | true=walk | pred=walk | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 14:44:57] #3769/13069 | true=walk | pred=walk | ✓ | ent=0.984 conf=0.620 gap=0.320
[2026-05-13 08:57:55] #3771/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 08:58:13] #3775/13069 | true=walk | pred=walk | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-13 08:58:23] #3776/13069 | true=walk | pred=walk | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:16] #3777/13069 | true=walk | pred=walk | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-13 08:58:46] #3778/13069 | true=walk | pred=walk | ✓ | ent=1.616 conf=0.450 gap=0.270
[2026-05-13 08:58:48] #3779/13069 | true=walk | pred=walk | ✓ | ent=0.656 conf=0.850 gap=0.800
[2026-05-12 14:46:53] #3780/13069 | true=walk | pred=walk | ✓ | ent=1.648 conf=0.350 gap=0.150
[2026-05-12 14:47:16] #3782/13069 | true=walk | pred=walk | ✓ | ent=0.962 conf=0.750 gap=0.650
[2026-05-13 08:59:32] #3783/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 14:47:36] #3784/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-12 14:47:43] #3785/13069 | true=walk | pred=walk | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-13 08:59:52] #3786/13069 | true=walk | pred=walk | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 08:59:55] #3787/13069 | true=walk | pred=walk | ✓ | ent=0.959 conf=0.750 gap=0.670
[2026-05-13 09:00:42] #3791/13069 | true=walk | pred=walk | ✓ | ent=0.965 conf=0.750 gap=0.670
[2026-05-13 09:00:51] #3792/13069 | true=walk | pred=walk | ✓ | ent=1.010 conf=0.750 gap=0.670
[2026-05-12 14:50:58] #3795/13069 | true=walk | pred=walk | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 14:51:08] #3796/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 14:51:16] #3797/13069 | true=walk | pred=walk | ✓ | ent=0.378 conf=0.933 gap=0.923
[2026-05-13 09:01:53] #3798/13069 | true=walk | pred=walk | ✓ | ent=0.813 conf=0.700 gap=0.520
[2026-05-12 14:51:26] #3799/13069 | true=walk | pred=walk | ✓ | ent=1.202 conf=0.650 gap=0.530
[2026-05-12 14:51:30] #3800/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 09:02:19] #3801/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 14:52:15] #3803/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 14:52:22] #3804/13069 | true=walk | pred=walk | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:53:08] #3807/13069 | true=walk | pred=walk | ✓ | ent=1.018 conf=0.650 gap=0.400
[2026-05-13 09:05:02] #3812/13069 | true=walk | pred=walk | ✓ | ent=0.600 conf=0.850 gap=0.790
[2026-05-13 09:05:04] #3813/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 09:05:23] #3814/13069 | true=walk | pred=walk | ✓ | ent=1.186 conf=0.650 gap=0.500
[2026-05-13 09:05:33] #3815/13069 | true=walk | pred=walk | ✓ | ent=0.267 conf=0.940 gap=0.890
[2026-05-12 14:55:22] #3817/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 14:56:03] #3821/13069 | true=walk | pred=walk | ✓ | ent=0.674 conf=0.850 gap=0.800
[2026-05-12 14:56:06] #3822/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 09:07:14] #3823/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:57:05] #3826/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:57:10] #3827/13069 | true=walk | pred=walk | ✓ | ent=0.748 conf=0.780 gap=0.660
[2026-05-13 09:07:48] #3828/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 09:08:08] #3830/13069 | true=walk | pred=walk | ✓ | ent=0.236 conf=0.950 gap=0.910
[2026-05-13 09:08:11] #3831/13069 | true=walk | pred=walk | ✓ | ent=0.704 conf=0.850 gap=0.810
[2026-05-13 09:08:16] #3833/13069 | true=walk | pred=walk | ✓ | ent=0.556 conf=0.850 gap=0.780
[2026-05-13 09:08:20] #3834/13069 | true=walk | pred=walk | ✓ | ent=0.286 conf=0.950 gap=0.930
[2026-05-12 14:58:26] #3835/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 09:08:46] #3836/13069 | true=walk | pred=walk | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 09:08:52] #3837/13069 | true=walk | pred=walk | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-13 09:09:15] #3839/13069 | true=walk | pred=walk | ✓ | ent=1.243 conf=0.650 gap=0.550
[2026-05-13 09:09:19] #3840/13069 | true=walk | pred=walk | ✓ | ent=0.926 conf=0.750 gap=0.670
[2026-05-12 15:00:27] #3843/13069 | true=walk | pred=walk | ✓ | ent=0.653 conf=0.850 gap=0.800
[2026-05-13 09:10:10] #3844/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 09:10:51] #3848/13069 | true=walk | pred=walk | ✓ | ent=0.654 conf=0.850 gap=0.800
[2026-05-12 15:01:55] #3851/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 15:02:11] #3852/13069 | true=walk | pred=walk | ✓ | ent=1.211 conf=0.650 gap=0.500
[2026-05-13 09:11:35] #3854/13069 | true=walk | pred=walk | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 15:02:40] #3855/13069 | true=walk | pred=walk | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 09:11:59] #3856/13069 | true=walk | pred=walk | ✓ | ent=0.975 conf=0.680 gap=0.460
[2026-05-13 09:12:09] #3857/13069 | true=walk | pred=walk | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 15:02:54] #3858/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 09:12:36] #3860/13069 | true=walk | pred=walk | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-13 09:12:47] #3862/13069 | true=walk | pred=walk | ✓ | ent=0.511 conf=0.880 gap=0.820
[2026-05-12 15:04:02] #3863/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 15:04:06] #3864/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 09:13:14] #3865/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 09:13:27] #3868/13069 | true=walk | pred=walk | ✓ | ent=0.638 conf=0.850 gap=0.800
[2026-05-13 09:13:36] #3869/13069 | true=walk | pred=walk | ✓ | ent=1.118 conf=0.650 gap=0.450
[2026-05-12 15:05:10] #3870/13069 | true=walk | pred=walk | ✓ | ent=0.825 conf=0.800 gap=0.750
[2026-05-13 09:13:59] #3872/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 15:05:44] #3873/13069 | true=walk | pred=walk | ✓ | ent=0.959 conf=0.750 gap=0.670
[2026-05-12 15:05:48] #3874/13069 | true=walk | pred=walk | ✓ | ent=0.718 conf=0.842 gap=0.792
[2026-05-12 15:05:51] #3875/13069 | true=walk | pred=walk | ✓ | ent=0.948 conf=0.750 gap=0.650
[2026-05-13 09:14:36] #3876/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 15:06:06] #3877/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 09:15:04] #3878/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 15:06:26] #3880/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 09:15:26] #3881/13069 | true=walk | pred=walk | ✓ | ent=0.233 conf=0.950 gap=0.925
[2026-05-12 15:07:19] #3885/13069 | true=walk | pred=walk | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 09:16:14] #3886/13069 | true=walk | pred=walk | ✓ | ent=0.563 conf=0.880 gap=0.840
[2026-05-12 15:07:56] #3888/13069 | true=walk | pred=walk | ✓ | ent=0.802 conf=0.620 gap=0.270
[2026-05-12 15:08:19] #3889/13069 | true=walk | pred=walk | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-13 09:16:43] #3890/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 09:16:45] #3891/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 09:16:50] #3892/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 15:09:01] #3894/13069 | true=walk | pred=walk | ✓ | ent=0.989 conf=0.750 gap=0.680
[2026-05-13 09:17:14] #3895/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 09:17:45] #3898/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.800 gap=0.650
[2026-05-13 09:17:55] #3899/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 15:10:28] #3900/13069 | true=walk | pred=walk | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 15:10:49] #3901/13069 | true=walk | pred=walk | ✓ | ent=1.386 conf=0.450 gap=0.150
[2026-05-12 15:10:59] #3902/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:11:33] #3904/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 15:12:11] #3906/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 15:12:19] #3907/13069 | true=walk | pred=walk | ✓ | ent=0.660 conf=0.850 gap=0.800
[2026-05-13 09:19:32] #3908/13069 | true=walk | pred=walk | ✓ | ent=0.530 conf=0.880 gap=0.840
[2026-05-12 15:12:25] #3909/13069 | true=walk | pred=walk | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-13 09:20:31] #3912/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 09:20:36] #3913/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 09:21:14] #3917/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 15:14:07] #3918/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 09:21:49] #3920/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 15:14:33] #3921/13069 | true=walk | pred=walk | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-12 15:14:36] #3922/13069 | true=walk | pred=walk | ✓ | ent=1.012 conf=0.750 gap=0.700
[2026-05-13 09:22:11] #3923/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 15:14:50] #3924/13069 | true=walk | pred=walk | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 15:14:57] #3925/13069 | true=walk | pred=walk | ✓ | ent=1.111 conf=0.650 gap=0.470
[2026-05-13 09:23:14] #3928/13069 | true=walk | pred=walk | ✓ | ent=0.966 conf=0.750 gap=0.670
[2026-05-12 15:15:53] #3929/13069 | true=walk | pred=walk | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-13 09:23:47] #3930/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.920
[2026-05-12 15:16:49] #3934/13069 | true=walk | pred=walk | ✓ | ent=0.647 conf=0.850 gap=0.800
[2026-05-12 15:16:57] #3935/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 09:24:38] #3936/13069 | true=walk | pred=walk | ✓ | ent=0.471 conf=0.900 gap=0.850
[2026-05-13 09:25:10] #3939/13069 | true=walk | pred=walk | ✓ | ent=0.962 conf=0.750 gap=0.650
[2026-05-13 09:25:13] #3940/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 09:25:35] #3941/13069 | true=walk | pred=walk | ✓ | ent=1.273 conf=0.650 gap=0.570
[2026-05-12 15:18:48] #3945/13069 | true=walk | pred=walk | ✓ | ent=0.734 conf=0.820 gap=0.760
[2026-05-13 09:26:32] #3946/13069 | true=walk | pred=walk | ✓ | ent=0.827 conf=0.700 gap=0.450
[2026-05-13 09:26:39] #3947/13069 | true=walk | pred=walk | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-12 15:19:12] #3948/13069 | true=walk | pred=walk | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 15:19:28] #3949/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 09:27:19] #3950/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 09:27:33] #3952/13069 | true=walk | pred=walk | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 09:27:46] #3954/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 09:28:03] #3955/13069 | true=walk | pred=walk | ✓ | ent=0.816 conf=0.743 gap=0.545
[2026-05-12 15:20:37] #3956/13069 | true=walk | pred=walk | ✓ | ent=1.135 conf=0.700 gap=0.620
[2026-05-13 09:28:31] #3958/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 15:21:41] #3961/13069 | true=walk | pred=walk | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-13 09:29:21] #3962/13069 | true=walk | pred=walk | ✓ | ent=0.962 conf=0.750 gap=0.650
[2026-05-12 15:22:00] #3963/13069 | true=walk | pred=walk | ✓ | ent=1.202 conf=0.650 gap=0.530
[2026-05-12 15:22:03] #3964/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 09:30:05] #3966/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 15:23:15] #3969/13069 | true=walk | pred=walk | ✓ | ent=1.254 conf=0.650 gap=0.550
