[2026-05-11 21:51:19] HARTH class 1 (run) T=0.8
[2026-05-11 21:51:19]   3185 windows
[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 04:45:21] #1974/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:45:31] #1975/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:45:34] #1976/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:45:44] #1977/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:46:04] #1978/03185 | true=run | pred=walk | ✗ | ent=0.881 conf=0.750 gap=0.600
[2026-05-12 04:46:09] #1979/03185 | true=run | pred=run | ✓ | ent=0.742 conf=0.792 gap=0.644
[2026-05-12 04:46:18] #1980/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 04:46:18]   [1980/3185] acc=87% filt=1965
[2026-05-12 04:46:22] #1981/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 04:46:34] #1982/03185 | true=run | pred=run | ✓ | ent=0.426 conf=0.915 gap=0.876
[2026-05-12 04:46:38] #1983/03185 | true=run | pred=run | ✓ | ent=0.451 conf=0.833 gap=0.667
[2026-05-12 04:46:41] #1984/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:46:45] #1985/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:46:53] #1986/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:47:00] #1987/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:47:04] #1988/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:47:16] #1989/03185 | true=run | pred=walk | ✗ | ent=1.118 conf=0.650 gap=0.450
[2026-05-12 04:47:39] #1990/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-12 04:47:48] #1991/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 04:48:15] #1992/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 04:48:25] #1993/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 04:48:39] #1994/03185 | true=run | pred=walk | ✗ | ent=0.775 conf=0.750 gap=0.550
[2026-05-12 04:48:42] #1995/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:48:57] #1996/03185 | true=run | pred=walk | ✗ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 04:49:19] #1997/03185 | true=run | pred=walk | ✗ | ent=0.881 conf=0.750 gap=0.600
[2026-05-12 04:49:54] #1998/03185 | true=run | pred=walk | ✗ | ent=0.405 conf=0.920 gap=0.890
[2026-05-12 04:50:14] #1999/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:50:22] #2000/03185 | true=run | pred=run | ✓ | ent=0.500 conf=0.900 gap=0.860
[2026-05-12 04:50:22]   [2000/3185] acc=87% filt=1985
[2026-05-12 04:50:25] #2001/03185 | true=run | pred=run | ✓ | ent=0.779 conf=0.730 gap=0.510
[2026-05-12 04:50:29] #2002/03185 | true=run | pred=run | ✓ | ent=1.073 conf=0.700 gap=0.550
[2026-05-12 04:50:38] #2003/03185 | true=run | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:50:43] #2004/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:50:46] #2005/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 04:50:48] #2006/03185 | true=run | pred=run | ✓ | ent=0.436 conf=0.842 gap=0.684
[2026-05-12 04:50:52] #2007/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 04:50:57] #2008/03185 | true=run | pred=run | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 04:51:10] #2009/03185 | true=run | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 04:51:18] #2010/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 04:51:21] #2011/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:51:24] #2012/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 04:51:34] #2013/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 04:51:54] #2014/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:51:58] #2015/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:52:07] #2016/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:52:15] #2017/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 04:52:28] #2018/03185 | true=run | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:52:39] #2019/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:53:04] #2020/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:53:04]   [2020/3185] acc=87% filt=2005
[2026-05-12 04:54:28] #2021/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:54:41] #2022/03185 | true=run | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 04:54:45] #2023/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:54:48] #2024/03185 | true=run | pred=run | ✓ | ent=0.451 conf=0.833 gap=0.667
[2026-05-12 04:54:52] #2025/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:55:03] #2026/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:55:22] #2027/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:55:26] #2028/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 04:55:32] #2029/03185 | true=run | pred=run | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 04:55:43] #2030/03185 | true=run | pred=run | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-12 04:56:04] #2031/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 04:56:08] #2032/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 04:56:32] #2033/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 04:56:36] #2034/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:56:39] #2035/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 04:56:42] #2036/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:56:59] #2037/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.820 gap=0.700
[2026-05-12 04:57:09] #2038/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:57:13] #2039/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 04:57:15] #2040/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 04:57:15]   [2040/3185] acc=87% filt=2025
[2026-05-12 04:57:22] #2041/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:57:25] #2042/03185 | true=run | pred=run | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 04:57:34] #2043/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:57:36] #2044/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:57:46] #2045/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 04:57:56] #2046/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 04:58:05] #2047/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:58:13] #2048/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 04:58:22] #2049/03185 | true=run | pred=run | ✓ | ent=0.240 conf=0.950 gap=0.910
[2026-05-12 04:58:46] #2050/03185 | true=run | pred=walk | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 04:58:56] #2051/03185 | true=run | pred=run | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-12 04:59:33] #2052/03185 | true=run | pred=walk | ✗ | ent=0.775 conf=0.750 gap=0.550
[2026-05-12 04:59:44] #2053/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:59:51] #2054/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:00:13] #2055/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:00:32] #2056/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:00:35] #2057/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:00:41] #2058/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:00:51] #2059/03185 | true=run | pred=run | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:01:11] #2060/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 05:01:11]   [2060/3185] acc=87% filt=2045
[2026-05-12 05:01:16] #2061/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:01:25] #2062/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 05:01:28] #2063/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:01:52] #2064/03185 | true=run | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 05:02:17] #2065/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 05:02:20] #2066/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:02:22] #2067/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 05:02:43] #2068/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:02:47] #2069/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 05:02:52] #2070/03185 | true=run | pred=run | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:02:56] #2071/03185 | true=run | pred=run | ✓ | ent=0.734 conf=0.800 gap=0.700
[2026-05-12 05:03:00] #2072/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:03:20] #2073/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 05:03:25] #2074/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:03:54] #2075/03185 | true=run | pred=walk | ✗ | ent=0.995 conf=0.720 gap=0.570
[2026-05-12 05:04:16] #2076/03185 | true=run | pred=walk | ✗ | ent=0.685 conf=0.820 gap=0.720
[2026-05-12 05:04:19] #2077/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:04:30] #2078/03185 | true=run | pred=walk | ✗ | ent=0.779 conf=0.808 gap=0.707
[2026-05-12 05:04:58] #2079/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 05:05:07] #2080/03185 | true=run | pred=run | ✓ | ent=0.217 conf=0.958 gap=0.937
[2026-05-12 05:05:07]   [2080/3185] acc=87% filt=2065
[2026-05-12 05:05:22] #2081/03185 | true=run | pred=walk | ✗ | ent=0.734 conf=0.820 gap=0.720
[2026-05-12 05:05:27] #2082/03185 | true=run | pred=run | ✓ | ent=0.436 conf=0.842 gap=0.684
[2026-05-12 05:05:30] #2083/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:05:41] #2084/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:05:44] #2085/03185 | true=run | pred=run | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 05:05:57] #2086/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 05:06:06] #2087/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:06:11] #2088/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:06:14] #2089/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 05:06:19] #2090/03185 | true=run | pred=run | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-12 05:06:23] #2091/03185 | true=run | pred=run | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 05:06:41] #2092/03185 | true=run | pred=walk | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:07:04] #2093/03185 | true=run | pred=run | ✓ | ent=0.451 conf=0.833 gap=0.667
[2026-05-12 05:07:40] #2094/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 05:07:47] #2095/03185 | true=run | pred=run | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 05:07:52] #2096/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 05:08:02] #2097/03185 | true=run | pred=run | ✓ | ent=0.502 conf=0.900 gap=0.870
[2026-05-12 05:08:25] #2098/03185 | true=run | pred=stairs_down | ✗ | ent=1.406 conf=0.550 gap=0.350
[2026-05-12 05:08:29] #2099/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 05:08:33] #2100/03185 | true=run | pred=run | ✓ | ent=0.804 conf=0.800 gap=0.700
[2026-05-12 05:08:33]   [2100/3185] acc=87% filt=2085
[2026-05-12 05:08:56] #2101/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 05:09:17] #2102/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 05:09:25] #2103/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 05:09:28] #2104/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:09:50] #2105/03185 | true=run | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:09:54] #2106/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 05:10:16] #2107/03185 | true=run | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 05:10:20] #2108/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:10:23] #2109/03185 | true=run | pred=run | ✓ | ent=1.138 conf=0.700 gap=0.600
[2026-05-12 05:10:27] #2110/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:10:31] #2111/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:10:35] #2112/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 05:11:37] #2113/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 05:11:46] #2114/03185 | true=run | pred=run | ✓ | ent=0.748 conf=0.800 gap=0.700
[2026-05-12 05:12:12] #2115/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 05:12:41] #2116/03185 | true=run | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.920
[2026-05-12 05:12:44] #2117/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:12:52] #2118/03185 | true=run | pred=run | ✓ | ent=0.171 conf=0.959 gap=0.918
[2026-05-12 05:12:59] #2119/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 05:13:30] #2120/03185 | true=run | pred=walk | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 05:13:30]   [2120/3185] acc=87% filt=2105
[2026-05-12 05:13:41] #2121/03185 | true=run | pred=walk | ✗ | ent=0.417 conf=0.920 gap=0.900
[2026-05-12 05:13:44] #2122/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 05:13:55] #2123/03185 | true=run | pred=run | ✓ | ent=0.591 conf=0.880 gap=0.850
[2026-05-12 05:14:00] #2124/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 05:14:03] #2125/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 05:14:07] #2126/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 05:14:27] #2127/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:14:47] #2128/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:14:56] #2129/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 05:15:14] #2130/03185 | true=run | pred=walk | ✗ | ent=1.047 conf=0.620 gap=0.340
[2026-05-12 05:15:22] #2131/03185 | true=run | pred=walk | ✗ | ent=0.871 conf=0.650 gap=0.350
[2026-05-12 05:15:25] #2132/03185 | true=run | pred=run | ✓ | ent=1.073 conf=0.700 gap=0.550
[2026-05-12 05:15:51] #2133/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:16:03] #2134/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 05:16:07] #2135/03185 | true=run | pred=run | ✓ | ent=0.411 conf=0.904 gap=0.851
[2026-05-12 05:16:15] #2136/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:16:43] #2137/03185 | true=run | pred=walk | ✗ | ent=0.888 conf=0.750 gap=0.600
[2026-05-12 05:16:55] #2138/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 05:17:20] #2139/03185 | true=run | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 05:17:29] #2140/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 05:17:29]   [2140/3185] acc=86% filt=2125
[2026-05-12 05:18:27] #2141/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:18:37] #2142/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 05:18:48] #2143/03185 | true=run | pred=run | ✓ | ent=0.826 conf=0.737 gap=0.579
[2026-05-12 05:18:52] #2144/03185 | true=run | pred=run | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:18:55] #2145/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 05:19:14] #2146/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:19:25] #2147/03185 | true=run | pred=walk | ✗ | ent=0.900 conf=0.750 gap=0.600
[2026-05-12 05:19:35] #2148/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:19:45] #2149/03185 | true=run | pred=run | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 05:19:55] #2150/03185 | true=run | pred=run | ✓ | ent=0.956 conf=0.750 gap=0.630
[2026-05-12 05:19:59] #2151/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:20:20] #2152/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 05:21:14] #2153/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:21:18] #2154/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 05:21:21] #2155/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:21:25] #2156/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 05:21:37] #2157/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 05:21:41] #2158/03185 | true=run | pred=run | ✓ | ent=1.280 conf=0.600 gap=0.400
[2026-05-12 05:22:33] #2159/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 05:22:36] #2160/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:22:36]   [2160/3185] acc=86% filt=2145
[2026-05-12 05:22:49] #2161/03185 | true=run | pred=stand | ✗ | ent=0.948 conf=0.540 gap=0.140
[2026-05-12 05:22:59] #2162/03185 | true=run | pred=run | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 05:23:03] #2163/03185 | true=run | pred=run | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-12 05:23:23] #2164/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:23:31] #2165/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 05:23:41] #2166/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:24:08] #2167/03185 | true=run | pred=run | ✓ | ent=0.331 conf=0.940 gap=0.920
[2026-05-12 05:24:15] #2168/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 05:24:19] #2169/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:24:42] #2170/03185 | true=run | pred=walk | ✗ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 05:24:45] #2171/03185 | true=run | pred=run | ✓ | ent=0.700 conf=0.800 gap=0.650
[2026-05-12 05:24:54] #2172/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 05:25:15] #2173/03185 | true=run | pred=run | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 05:25:38] #2174/03185 | true=run | pred=walk | ✗ | ent=0.595 conf=0.850 gap=0.750
[2026-05-12 05:25:49] #2175/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:26:10] #2176/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 05:26:21] #2177/03185 | true=run | pred=run | ✓ | ent=1.365 conf=0.450 gap=0.100
[2026-05-12 05:26:25] #2178/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:26:28] #2179/03185 | true=run | pred=run | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 05:26:52] #2180/03185 | true=run | pred=walk | ✗ | ent=0.898 conf=0.550 gap=0.150
[2026-05-12 05:26:52]   [2180/3185] acc=86% filt=2164
[2026-05-12 05:27:21] #2181/03185 | true=run | pred=walk | ✗ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 05:27:25] #2182/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:27:29] #2183/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 05:27:35] #2184/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:27:39] #2185/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 05:27:45] #2186/03185 | true=run | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 05:27:50] #2187/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:28:17] #2188/03185 | true=run | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 05:28:21] #2189/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:28:34] #2190/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:28:44] #2191/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 05:28:48] #2192/03185 | true=run | pred=run | ✓ | ent=0.862 conf=0.750 gap=0.600
[2026-05-12 05:28:59] #2193/03185 | true=run | pred=run | ✓ | ent=0.239 conf=0.950 gap=0.910
[2026-05-12 05:29:21] #2194/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 05:29:34] #2195/03185 | true=run | pred=walk | ✗ | ent=0.888 conf=0.750 gap=0.600
[2026-05-12 05:29:37] #2196/03185 | true=run | pred=run | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:29:59] #2197/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 05:30:21] #2198/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 05:30:25] #2199/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:30:37] #2200/03185 | true=run | pred=run | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-12 05:30:37]   [2200/3185] acc=86% filt=2184
[2026-05-12 05:30:45] #2201/03185 | true=run | pred=run | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 05:30:50] #2202/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 05:31:17] #2203/03185 | true=run | pred=walk | ✗ | ent=0.829 conf=0.780 gap=0.660
[2026-05-12 05:31:20] #2204/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:31:29] #2205/03185 | true=run | pred=walk | ✗ | ent=0.606 conf=0.850 gap=0.750
[2026-05-12 05:31:33] #2206/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:31:52] #2207/03185 | true=run | pred=walk | ✗ | ent=0.789 conf=0.820 gap=0.770
[2026-05-12 05:32:01] #2208/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
