[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 16:57:18] #0810/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 16:57:55] #0811/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:58:08] #0812/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 16:58:27] #0813/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.991 | conf=0.780 | gap=0.730
[2026-05-11 16:58:55] #0814/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:59:18] #0815/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.202 | conf=0.958 | gap=0.937
[2026-05-11 16:59:55] #0816/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:00:13] #0817/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:00:58] #0818/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 17:01:46] #0819/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:02:04] #0820/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:02:21] #0821/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 17:02:36] #0822/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.305 | conf=0.667 | gap=0.611
[2026-05-11 17:03:10] #0823/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:03:31] #0824/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 17:04:30] #0825/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-11 17:04:47] #0826/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:05:29] #0827/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 17:06:00] #0828/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:09:53] #0829/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:18:03] #0826/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.536 | conf=0.876 | gap=0.825
[2026-05-11 17:18:35] #0827/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:18:48] #0828/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:19:17] #0829/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:19:38] #0830/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 17:20:33] #0832/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:20:48] #0833/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:21:22] #0834/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:21:52] #0835/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:22:23] #0836/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:23:05] #0837/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 17:23:41] #0838/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 17:24:11] #0839/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:24:23] #0840/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:25:02] #0841/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:25:28] #0842/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 17:25:59] #0843/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:26:31] #0844/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 17:27:15] #0845/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 17:27:32] #0846/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:28:20] #0847/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:28:49] #0848/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:29:04] #0849/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:30:09] #0851/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:30:40] #0852/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:31:07] #0853/06015 | true=Talk-stand(3) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:31:38] #0854/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 17:31:55] #0855/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.315 | conf=0.924 | gap=0.870
[2026-05-11 17:32:26] #0856/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 17:33:05] #0857/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 17:33:36] #0858/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:34:36] #0860/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.486 | conf=0.660 | gap=0.566
[2026-05-11 17:35:04] #0861/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:35:23] #0862/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.372 | conf=0.924 | gap=0.902
[2026-05-11 17:35:37] #0863/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:36:00] #0864/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:36:31] #0865/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:36:45] #0866/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:36:58] #0867/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.235 | conf=0.957 | gap=0.947
[2026-05-11 17:37:15] #0868/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 17:38:00] #0869/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 17:38:15] #0870/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.157 | conf=0.750 | gap=0.700
[2026-05-11 17:38:51] #0871/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:39:52] #0872/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 17:40:08] #0873/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 17:40:39] #0874/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:41:14] #0875/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.960 | conf=0.720 | gap=0.570
[2026-05-11 17:41:43] #0876/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 17:42:13] #0877/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 17:42:49] #0878/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:43:24] #0879/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:44:33] #0881/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:44:55] #0882/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:45:39] #0883/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:46:17] #0884/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:46:44] #0885/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:47:17] #0886/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 17:47:47] #0887/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.855 | conf=0.722 | gap=0.556
[2026-05-11 17:48:40] #0889/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:49:12] #0890/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 17:49:28] #0891/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.435 | conf=0.686 | gap=0.637
[2026-05-11 17:49:56] #0892/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 17:51:18] #0894/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:51:46] #0895/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 17:52:02] #0896/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.650 | gap=0.600
[2026-05-11 17:52:39] #0897/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:53:07] #0898/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 17:54:08] #0900/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 17:54:40] #0901/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 17:54:56] #0902/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:55:26] #0903/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 17:58:35] #0904/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:20:17] #0901/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:20:43] #0902/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.374 | conf=0.876 | gap=0.753
[2026-05-11 18:21:16] #0903/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 18:22:36] #0905/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 18:23:16] #0907/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:23:44] #0908/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 18:24:15] #0909/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 18:24:31] #0910/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:25:04] #0911/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-11 18:25:36] #0912/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-11 18:25:51] #0913/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 18:26:08] #0914/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 18:26:22] #0915/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.741 | conf=0.850 | gap=0.820
[2026-05-11 18:26:58] #0916/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-11 18:27:12] #0917/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 18:27:48] #0918/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.573 | conf=0.882 | gap=0.863
[2026-05-11 18:28:05] #0919/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:28:18] #0920/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 18:28:46] #0921/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:29:18] #0922/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 18:29:52] #0923/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:30:32] #0925/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:31:01] #0926/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:19] #0927/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:31:36] #0928/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:32:05] #0929/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 18:32:20] #0930/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:32:33] #0931/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 18:33:01] #0932/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.109 | conf=0.977 | gap=0.954
[2026-05-11 18:33:39] #0933/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-11 18:33:55] #0934/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.337 | conf=0.632 | gap=0.526
[2026-05-11 18:34:24] #0935/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:34:49] #0936/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 18:35:16] #0937/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.451 | conf=0.833 | gap=0.667
[2026-05-11 18:36:32] #0939/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 18:37:04] #0940/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 18:37:37] #0941/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 18:38:05] #0942/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:38:33] #0943/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 18:38:48] #0944/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.250 | conf=0.688 | gap=0.625
[2026-05-11 18:39:50] #0945/06015 | true=Talk-stand(3) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:40:17] #0946/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:40:27] #0947/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:40:54] #0948/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:41:13] #0949/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.297 | conf=0.720 | gap=0.680
[2026-05-11 18:41:42] #0950/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:42:36] #0951/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 18:43:03] #0952/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.307 | conf=0.926 | gap=0.874
[2026-05-11 18:43:37] #0953/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 18:44:03] #0954/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:44:31] #0955/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:44:43] #0956/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.216 | conf=0.700 | gap=0.650
[2026-05-11 18:44:59] #0957/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.234 | conf=0.938 | gap=0.875
[2026-05-11 18:45:31] #0958/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 18:45:46] #0959/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:46:30] #0960/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.221 | conf=0.700 | gap=0.620
[2026-05-11 18:46:58] #0961/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:47:30] #0962/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 18:47:44] #0963/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.310 | conf=0.720 | gap=0.670
[2026-05-11 18:47:57] #0964/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:48:23] #0966/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.412 | conf=0.914 | gap=0.892
[2026-05-11 18:48:52] #0967/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:49:05] #0968/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:49:30] #0969/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.543 | conf=0.880 | gap=0.830
[2026-05-11 18:49:59] #0970/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:50:33] #0971/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:50:49] #0972/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.165 | conf=0.750 | gap=0.700
[2026-05-11 18:51:21] #0973/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 18:52:02] #0974/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.898 | conf=0.750 | gap=0.670
[2026-05-11 18:52:27] #0975/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 18:52:56] #0976/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.552 | conf=0.820 | gap=0.670
[2026-05-11 18:53:27] #0977/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:54:26] #0979/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 18:55:49] #0982/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.613 | conf=0.850 | gap=0.780
[2026-05-11 18:56:03] #0983/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:56:34] #0984/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:57:00] #0985/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 18:57:17] #0986/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:57:51] #0987/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 18:58:20] #0988/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 18:58:29] #0989/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:58:54] #0990/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.376 | conf=0.920 | gap=0.880
[2026-05-11 18:59:22] #0991/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:59:40] #0992/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 18:59:54] #0993/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:00:10] #0994/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.348 | conf=0.611 | gap=0.500
[2026-05-11 19:00:43] #0995/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:01:09] #0996/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.074 | conf=0.720 | gap=0.650
[2026-05-11 19:01:40] #0997/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.658 | conf=0.632 | gap=0.263
[2026-05-11 19:01:54] #0998/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:02:24] #1000/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 19:02:54] #1001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 19:03:33] #1002/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:03:49] #1003/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.713 | conf=0.850 | gap=0.820
[2026-05-11 19:04:20] #1004/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.439 | conf=0.598 | gap=0.489
