[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 13:34:49] #0359/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:35:36] #0361/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.872 | conf=0.765 | gap=0.706
[2026-05-11 13:36:27] #0363/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.374 | conf=0.644 | gap=0.495
[2026-05-11 13:37:06] #0365/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 13:37:19] #0366/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:37:29] #0367/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.923 | conf=0.804 | gap=0.775
[2026-05-11 13:38:09] #0369/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.292 | conf=0.667 | gap=0.611
[2026-05-11 13:38:21] #0370/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:38:47] #0371/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 13:41:14] #0376/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:41:31] #0377/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 13:41:46] #0378/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:42:00] #0379/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.514 | conf=0.650 | gap=0.600
[2026-05-11 13:43:46] #0383/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.016 | conf=0.684 | gap=0.526
[2026-05-11 13:45:17] #0386/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.152 | conf=0.750 | gap=0.710
[2026-05-11 13:46:22] #0389/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:47:01] #0391/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.435 | conf=0.600 | gap=0.500
[2026-05-11 13:47:27] #0392/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 13:47:40] #0393/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:47:54] #0394/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:48:11] #0395/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:48:52] #0397/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 13:49:04] #0398/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.677 | conf=0.550 | gap=0.500
[2026-05-11 13:49:16] #0399/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:50:02] #0401/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 13:50:19] #0402/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.110 | conf=0.780 | gap=0.760
[2026-05-11 13:51:17] #0404/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:51:32] #0405/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.263 | conf=0.720 | gap=0.670
[2026-05-11 13:51:46] #0406/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:51:59] #0407/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:52:15] #0408/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 13:53:25] #0411/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:55:09] #0414/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:57:07] #0418/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.316 | conf=0.700 | gap=0.650
[2026-05-11 13:57:36] #0419/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 13:58:06] #0420/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:58:18] #0421/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.002 | conf=0.450 | gap=0.350
[2026-05-11 13:58:58] #0423/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:59:14] #0424/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.462 | conf=0.611 | gap=0.556
[2026-05-11 13:59:54] #0426/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:01:44] #0429/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:02:01] #0430/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 14:02:15] #0431/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.324 | conf=0.920 | gap=0.860
[2026-05-11 14:02:25] #0432/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:03:04] #0434/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:03:56] #0436/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.674 | conf=0.816 | gap=0.735
[2026-05-11 14:04:11] #0437/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.982 | conf=0.792 | gap=0.743
[2026-05-11 14:06:01] #0441/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 14:06:50] #0443/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 14:07:28] #0445/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:07:48] #0446/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:08:30] #0448/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.168 | conf=0.758 | gap=0.727
[2026-05-11 14:09:18] #0450/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:09:28] #0451/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:10:11] #0453/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:10:37] #0454/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.530 | conf=0.778 | gap=0.556
[2026-05-11 14:12:28] #0457/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 14:13:39] #0459/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.341 | conf=0.720 | gap=0.690
[2026-05-11 14:14:43] #0461/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:15:50] #0463/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:16:09] #0464/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.189 | conf=0.720 | gap=0.670
[2026-05-11 14:16:54] #0466/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:17:35] #0468/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:17:53] #0469/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.753 | conf=0.520 | gap=0.340
[2026-05-11 14:18:30] #0471/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.444 | conf=0.686 | gap=0.657
[2026-05-11 14:19:50] #0474/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.817 | conf=0.550 | gap=0.470
[2026-05-11 14:20:37] #0476/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.213 | conf=0.750 | gap=0.720
[2026-05-11 14:21:49] #0479/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:23:30] #0482/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.732 | conf=0.820 | gap=0.740
[2026-05-11 14:24:51] #0485/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:27:25] #0490/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:28:46] #0493/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:30:35] #0497/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:31:25] #0499/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 14:33:11] #0503/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:33:27] #0504/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:34:07] #0506/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.348 | conf=0.611 | gap=0.500
[2026-05-11 14:35:25] #0508/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 14:36:15] #0510/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 14:36:28] #0511/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.039 | conf=0.784 | gap=0.765
[2026-05-11 14:37:18] #0513/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 14:37:35] #0514/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.465 | conf=0.895 | gap=0.842
[2026-05-11 14:38:37] #0516/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 14:43:49] #0525/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:44:03] #0526/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:44:19] #0527/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.944 | conf=0.400 | gap=0.250
[2026-05-11 14:44:41] #0528/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:44:59] #0529/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 14:45:54] #0531/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:46:49] #0533/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:47:08] #0534/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:47:22] #0535/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:48:40] #0538/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 14:48:57] #0539/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.716 | conf=0.600 | gap=0.550
[2026-05-11 14:53:09] #0547/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.559 | conf=0.526 | gap=0.368
[2026-05-11 14:53:51] #0549/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.753 | conf=0.737 | gap=0.579
[2026-05-11 14:54:39] #0551/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:54:53] #0552/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.207 | conf=0.684 | gap=0.579
[2026-05-11 14:58:05] #0557/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:58:20] #0558/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.302 | conf=0.700 | gap=0.650
[2026-05-11 14:58:38] #0559/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.274 | conf=0.720 | gap=0.670
[2026-05-11 14:59:23] #0561/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.889 | conf=0.828 | gap=0.808
[2026-05-11 14:59:37] #0562/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 15:00:22] #0564/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.412 | conf=0.914 | gap=0.892
[2026-05-11 15:02:03] #0567/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:02:54] #0569/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.727 | gap=0.697
[2026-05-11 15:03:50] #0571/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 15:04:35] #0573/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:50] #0574/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.623 | conf=0.850 | gap=0.790
[2026-05-11 15:05:16] #0575/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 15:05:47] #0576/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.668 | conf=0.611 | gap=0.222
[2026-05-11 15:06:04] #0577/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:06:19] #0578/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.731 | conf=0.550 | gap=0.470
[2026-05-11 15:06:48] #0579/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-11 15:07:31] #0581/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:07:47] #0582/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:08:00] #0583/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:08:14] #0584/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 15:09:01] #0586/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:09:42] #0588/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.988 | conf=0.780 | gap=0.730
[2026-05-11 15:11:17] #0591/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.352 | conf=0.714 | gap=0.694
[2026-05-11 15:12:39] #0594/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:14:24] #0598/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:16:18] #0602/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:16:32] #0603/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 15:18:19] #0606/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 15:19:07] #0608/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:19:20] #0609/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:38] #0611/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.482 | conf=0.650 | gap=0.600
[2026-05-11 15:20:58] #0612/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:21:48] #0614/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:22:31] #0615/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.650 | gap=0.600
[2026-05-11 15:23:17] #0617/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.803 | conf=0.350 | gap=0.150
[2026-05-11 15:23:56] #0618/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 15:24:10] #0619/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:25:02] #0621/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 15:26:54] #0624/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.950 | conf=0.733 | gap=0.667
[2026-05-11 15:27:41] #0626/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 15:29:15] #0629/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:31:16] #0633/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:31:34] #0634/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.650 | gap=0.600
[2026-05-11 15:31:52] #0635/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 15:34:32] #0640/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:35:48] #0642/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 15:37:21] #0645/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.668 | conf=0.611 | gap=0.222
[2026-05-11 15:38:48] #0647/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:39:22] #0648/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.786 | conf=0.750 | gap=0.570
[2026-05-11 15:40:10] #0650/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:41:46] #0653/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:42:28] #0655/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.179 | conf=0.750 | gap=0.700
[2026-05-11 15:43:00] #0656/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.308 | conf=0.632 | gap=0.474
[2026-05-11 15:43:24] #0657/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.160 | conf=0.625 | gap=0.500
[2026-05-11 15:44:18] #0659/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:47:35] #0665/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:48:43] #0667/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 15:50:08] #0670/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.887 | conf=0.750 | gap=0.650
[2026-05-11 15:50:52] #0672/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 15:51:05] #0673/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 15:51:21] #0674/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 15:51:36] #0675/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.426 | conf=0.450 | gap=0.250
[2026-05-11 15:52:21] #0677/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.282 | conf=0.727 | gap=0.697
[2026-05-11 15:54:48] #0682/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:55:04] #0683/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.779 | conf=0.837 | gap=0.806
[2026-05-11 15:55:24] #0684/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.282 | conf=0.647 | gap=0.588
[2026-05-11 15:57:32] #0688/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 15:58:06] #0689/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:59:44] #0692/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:00:56] #0694/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:02:33] #0697/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:03:17] #0698/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 16:04:02] #0700/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.426 | conf=0.450 | gap=0.250
[2026-05-11 16:04:15] #0701/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:04:36] #0702/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:04:53] #0703/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:06:10] #0705/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-11 16:09:11] #0710/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:10:18] #0712/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:10:49] #0713/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 16:11:16] #0714/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 16:11:31] #0715/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:11:45] #0716/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:13:24] #0719/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.293 | conf=0.914 | gap=0.828
[2026-05-11 16:14:09] #0721/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.425 | conf=0.611 | gap=0.556
[2026-05-11 16:14:52] #0723/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:15:12] #0724/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.072 | conf=0.780 | gap=0.750
