[2026-05-11 11:02:46] Class 3 (Talk-stand) 软标签生成开始
[2026-05-11 11:02:46]   QUICK=False LIMIT=50
[2026-05-11 11:02:46]   温度=0.8 (from api_config)
[2026-05-11 11:02:46]   本类: 6015窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:46]   实际生成: 6015 窗口
[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 12:21:47] #0179/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:21:59] #0180/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:21:59]   [180/6015] acc=94/180=52.2% filtered=167/180
[2026-05-11 12:22:28] #0181/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 12:22:44] #0182/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.538 | conf=0.550 | gap=0.450
[2026-05-11 12:22:57] #0183/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 12:23:13] #0184/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.860 | conf=0.368 | gap=0.211
[2026-05-11 12:23:28] #0185/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.581 | conf=0.863 | gap=0.811
[2026-05-11 12:23:53] #0186/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:25:04] #0187/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-11 12:25:33] #0188/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:25:46] #0189/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 12:26:12] #0190/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.010 | conf=0.780 | gap=0.730
[2026-05-11 12:26:26] #0191/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.902 | conf=0.450 | gap=0.350
[2026-05-11 12:26:39] #0192/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.672 | conf=0.450 | gap=0.200
[2026-05-11 12:27:10] #0193/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.287 | conf=0.604 | gap=0.375
[2026-05-11 12:27:37] #0194/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 12:27:51] #0195/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.282 | conf=0.647 | gap=0.588
[2026-05-11 12:28:18] #0196/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:28:39] #0197/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.474 | conf=0.818 | gap=0.636
[2026-05-11 12:28:51] #0198/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 12:29:05] #0199/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:29:56] #0200/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 12:29:56]   [200/6015] acc=109/200=54.5% filtered=183/200
[2026-05-11 12:30:28] #0201/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.779 | conf=0.300 | gap=0.050
[2026-05-11 12:30:41] #0202/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 12:31:08] #0203/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:31:19] #0204/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:31:44] #0205/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.312 | conf=0.939 | gap=0.918
[2026-05-11 12:32:07] #0206/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 12:32:20] #0207/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 12:32:54] #0208/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.614 | conf=0.300 | gap=0.050
[2026-05-11 12:33:15] #0209/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:33:27] #0210/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:33:57] #0211/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:35:15] #0212/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.290 | conf=0.500 | gap=0.300
[2026-05-11 12:35:32] #0213/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.556 | conf=0.579 | gap=0.526
[2026-05-11 12:35:46] #0214/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.382 | conf=0.872 | gap=0.745
[2026-05-11 12:36:20] #0215/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-11 12:36:32] #0216/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 12:37:02] #0217/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:37:24] #0218/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.330 | conf=0.700 | gap=0.650
[2026-05-11 12:37:42] #0219/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 12:38:11] #0220/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 12:38:11]   [220/6015] acc=117/220=53.2% filtered=199/220
[2026-05-11 12:38:39] #0221/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 12:39:08] #0222/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:39:21] #0223/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.260 | conf=0.684 | gap=0.632
[2026-05-11 12:39:52] #0224/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 12:40:05] #0225/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.497 | conf=0.620 | gap=0.540
[2026-05-11 12:40:33] #0226/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:40:58] #0227/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:41:11] #0228/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 12:41:44] #0229/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 12:41:57] #0230/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 12:42:20] #0231/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:42:35] #0232/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.229 | conf=0.700 | gap=0.620
[2026-05-11 12:42:51] #0233/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.766 | conf=0.842 | gap=0.822
[2026-05-11 12:43:03] #0234/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:43:16] #0235/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:43:33] #0236/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 12:43:59] #0237/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:44:10] #0238/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:44:26] #0239/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:44:41] #0240/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-11 12:44:41]   [240/6015] acc=130/240=54.2% filtered=218/240
[2026-05-11 12:45:15] #0241/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.067 | conf=0.350 | gap=0.200
[2026-05-11 12:45:49] #0242/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:46:03] #0243/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.281 | conf=0.727 | gap=0.677
[2026-05-11 12:46:18] #0244/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:46:54] #0245/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:47:05] #0246/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:47:34] #0247/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.739 | conf=0.800 | gap=0.720
[2026-05-11 12:48:00] #0248/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:48:33] #0249/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:48:48] #0250/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.334 | conf=0.700 | gap=0.650
[2026-05-11 12:49:16] #0251/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 12:49:47] #0252/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 12:50:16] #0253/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.761 | conf=0.778 | gap=0.667
[2026-05-11 12:50:46] #0254/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.132 | conf=0.700 | gap=0.600
[2026-05-11 12:51:30] #0255/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:52:02] #0256/06015 | true=Talk-stand(3) | pred=Stair-down(16) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 12:52:38] #0257/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 12:52:53] #0258/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 12:53:21] #0259/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-11 12:53:34] #0260/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 12:53:34]   [260/6015] acc=141/260=54.2% filtered=237/260
[2026-05-11 12:54:01] #0261/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:54:31] #0262/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 12:54:58] #0263/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:55:34] #0264/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:55:48] #0265/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.202 | conf=0.720 | gap=0.670
[2026-05-11 12:56:14] #0266/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:56:51] #0267/06015 | true=Talk-stand(3) | pred=Walk-backwards(12) | ✗ | ent=1.102 | conf=0.600 | gap=0.350
[2026-05-11 12:57:03] #0268/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.244 | conf=0.720 | gap=0.670
[2026-05-11 12:57:47] #0269/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 12:58:11] #0270/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:58:37] #0271/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 12:59:24] #0272/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 13:00:07] #0273/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.756 | conf=0.350 | gap=0.150
[2026-05-11 13:00:56] #0274/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 13:01:09] #0275/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:01:34] #0276/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:01:49] #0277/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:02:02] #0278/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:02:27] #0279/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.412 | conf=0.920 | gap=0.890
[2026-05-11 13:02:53] #0280/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-11 13:02:53]   [280/6015] acc=147/280=52.5% filtered=256/280
[2026-05-11 13:03:08] #0281/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.473 | conf=0.650 | gap=0.600
[2026-05-11 13:03:35] #0282/06015 | true=Talk-stand(3) | pred=Stand(0) | ✗ | ent=0.873 | conf=0.720 | gap=0.570
[2026-05-11 13:04:05] #0283/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.291 | conf=0.720 | gap=0.670
[2026-05-11 13:04:17] #0284/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:04:28] #0285/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:44] #0286/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.314 | conf=0.667 | gap=0.613
[2026-05-11 13:05:17] #0287/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:05:31] #0288/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:06:00] #0289/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:06:27] #0290/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:06:40] #0291/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:07:06] #0292/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:07:18] #0293/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 13:07:47] #0294/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.283 | conf=0.700 | gap=0.650
[2026-05-11 13:08:25] #0295/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:08:58] #0296/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:09:33] #0297/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 13:09:58] #0298/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:10:16] #0299/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:10:52] #0300/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 13:10:52]   [300/6015] acc=155/300=51.7% filtered=276/300
[2026-05-11 13:11:10] #0301/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:11:33] #0302/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:12:05] #0303/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:12:40] #0304/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:13:11] #0305/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:13:42] #0306/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:14:07] #0307/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 13:14:55] #0308/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 13:15:26] #0309/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.639 | conf=0.600 | gap=0.520
[2026-05-11 13:15:54] #0310/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=1.670 | conf=0.400 | gap=0.250
[2026-05-11 13:16:30] #0311/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=2.311 | conf=0.300 | gap=0.150
[2026-05-11 13:16:57] #0312/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:17:10] #0313/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.230 | conf=0.700 | gap=0.650
[2026-05-11 13:17:35] #0314/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:17:49] #0315/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.216 | conf=0.720 | gap=0.670
[2026-05-11 13:18:04] #0316/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.059 | conf=0.420 | gap=0.320
[2026-05-11 13:18:33] #0317/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 13:18:57] #0318/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.536 | conf=0.876 | gap=0.825
[2026-05-11 13:19:11] #0319/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.362 | conf=0.650 | gap=0.600
[2026-05-11 13:19:32] #0320/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.740 | conf=0.750 | gap=0.550
[2026-05-11 13:19:32]   [320/6015] acc=162/320=50.6% filtered=292/320
[2026-05-11 13:19:49] #0321/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 13:20:01] #0322/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.194 | conf=0.720 | gap=0.670
[2026-05-11 13:20:44] #0323/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:21:16] #0324/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:21:41] #0325/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:22:07] #0326/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 13:22:17] #0327/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:22:44] #0328/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 13:22:54] #0329/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.156 | conf=0.969 | gap=0.949
[2026-05-11 13:23:06] #0330/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.435 | conf=0.600 | gap=0.500
[2026-05-11 13:23:21] #0331/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.150 | conf=0.722 | gap=0.667
[2026-05-11 13:23:31] #0332/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:06] #0333/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.586 | conf=0.820 | gap=0.700
[2026-05-11 13:24:21] #0334/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.608 | conf=0.600 | gap=0.500
[2026-05-11 13:24:35] #0335/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:59] #0336/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 13:25:24] #0337/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 13:25:34] #0338/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.623 | conf=0.850 | gap=0.790
[2026-05-11 13:25:48] #0339/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:26:02] #0340/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:26:02]   [340/6015] acc=176/340=51.8% filtered=311/340
[2026-05-11 13:26:19] #0341/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 13:26:49] #0342/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:27:03] #0343/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:27:17] #0344/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-11 13:27:29] #0345/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.209 | conf=0.699 | gap=0.645
[2026-05-11 13:28:54] #0346/06015 | true=Talk-stand(3) | pred=Table-tennis(17) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 13:29:10] #0347/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.216 | conf=0.700 | gap=0.650
[2026-05-11 13:29:25] #0348/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:29:54] #0349/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=1.558 | conf=0.637 | gap=0.559
[2026-05-11 13:30:04] #0350/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:30:33] #0351/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.753 | conf=0.450 | gap=0.300
[2026-05-11 13:31:18] #0352/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:31:55] #0353/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:32:12] #0354/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 13:32:45] #0355/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:33:17] #0356/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:33:47] #0357/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 13:34:24] #0358/06015 | true=Talk-stand(3) | pred=Walk-backwards(12) | ✗ | ent=1.466 | conf=0.450 | gap=0.200
