[2026-05-11 11:58:35] #0001/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 14:21:51] #0351/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 14:22:52] #0353/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:23:06] #0354/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:23:18] #0355/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:24:46] #0358/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.227 | conf=0.940 | gap=0.880
[2026-05-11 14:26:35] #0361/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:28:14] #0365/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:28:54] #0367/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:07] #0368/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-11 14:29:19] #0369/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:36] #0370/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:31:21] #0373/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 14:32:14] #0375/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:32:29] #0376/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:33:44] #0379/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 14:36:03] #0383/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:36:18] #0384/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:39:15] #0389/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 14:39:28] #0390/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 14:39:44] #0391/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 14:40:21] #0392/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:40:32] #0393/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:41:13] #0395/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:41:28] #0396/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:42:13] #0398/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:44:05] #0402/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 14:44:21] #0403/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:45:57] #0407/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 14:48:21] #0411/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:50:17] #0415/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:52:48] #0420/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:53:56] #0422/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:54:13] #0423/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:55:04] #0425/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:55:58] #0427/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:56:11] #0428/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:57:05] #0430/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:58:03] #0432/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:58:49] #0434/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.887 | conf=0.750 | gap=0.650
[2026-05-11 15:00:44] #0437/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:01:00] #0438/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:01:19] #0439/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:01:30] #0440/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:01:50] #0441/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:02:05] #0442/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.963 | conf=0.750 | gap=0.650
[2026-05-11 15:03:02] #0444/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:03:49] #0446/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:01] #0447/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:13] #0448/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:06:14] #0452/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 15:06:28] #0453/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:08:13] #0457/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:08:54] #0459/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.010 | conf=0.450 | gap=0.050
[2026-05-11 15:09:06] #0460/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.651 | conf=0.850 | gap=0.780
[2026-05-11 15:09:18] #0461/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:10:01] #0462/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 15:11:02] #0464/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:14:36] #0469/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 15:16:23] #0471/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.088 | conf=0.700 | gap=0.600
[2026-05-11 15:16:47] #0472/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:17:01] #0473/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:17:31] #0474/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:44] #0476/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:55] #0480/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:21:08] #0481/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:21:58] #0483/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.279 | conf=0.952 | gap=0.944
[2026-05-11 15:23:25] #0485/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.776 | conf=0.800 | gap=0.700
[2026-05-11 15:24:51] #0487/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:25:05] #0488/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:25:21] #0489/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:28:18] #0493/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:28:34] #0494/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:28:48] #0495/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:29:43] #0497/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 15:30:03] #0498/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:30:19] #0499/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:31:52] #0502/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:32:35] #0504/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:33:12] #0505/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:34:55] #0509/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:35:50] #0511/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:36:08] #0512/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:37:00] #0513/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:40:14] #0517/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:43:03] #0522/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 15:43:48] #0523/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:44:25] #0524/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 15:44:40] #0525/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:48:09] #0530/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:48:25] #0531/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.822 | conf=0.800 | gap=0.720
[2026-05-11 15:48:55] #0532/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 15:49:25] #0533/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:49:59] #0534/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:51:00] #0536/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:51:15] #0537/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:52:47] #0540/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.859 | conf=0.750 | gap=0.620
[2026-05-11 15:53:50] #0542/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:54:01] #0543/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 15:56:30] #0548/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:57:11] #0549/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:57:26] #0550/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.898 | conf=0.800 | gap=0.750
[2026-05-11 15:57:43] #0551/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:59:00] #0553/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:00:34] #0556/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:01:40] #0558/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:01:56] #0559/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.767 | conf=0.820 | gap=0.750
[2026-05-11 16:03:23] #0561/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:04:06] #0563/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:05:04] #0565/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:06:02] #0567/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 16:06:59] #0569/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:08:58] #0571/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.085 | conf=0.650 | gap=0.450
[2026-05-11 16:09:37] #0572/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:10:08] #0573/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.495 | conf=0.900 | gap=0.870
[2026-05-11 16:11:22] #0576/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:11:56] #0577/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 16:12:11] #0578/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:13:10] #0580/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.660 | conf=0.850 | gap=0.800
[2026-05-11 16:14:17] #0582/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:15:25] #0585/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 16:15:39] #0586/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:16:10] #0587/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:16:25] #0588/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:16:42] #0589/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:16:51] #0590/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:18:06] #0593/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:19:47] #0595/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:20:45] #0597/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:21:14] #0598/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.142 | conf=0.650 | gap=0.500
[2026-05-11 16:23:13] #0601/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:24:46] #0604/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.802 | conf=0.810 | gap=0.740
[2026-05-11 16:26:04] #0607/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 16:27:21] #0609/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-11 16:28:06] #0611/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:28:24] #0612/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:29:43] #0614/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:29:59] #0615/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.879 | conf=0.800 | gap=0.750
[2026-05-11 16:30:14] #0616/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:04] #0618/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:21] #0619/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 16:31:39] #0620/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:53] #0621/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 16:32:55] #0622/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 16:39:23] #0633/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 16:39:42] #0634/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 16:40:32] #0636/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:41:17] #0638/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:41:52] #0639/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.858 | conf=0.650 | gap=0.350
[2026-05-11 16:42:07] #0640/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:42:23] #0641/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:43:27] #0643/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:45:22] #0647/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:45:34] #0648/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:46:50] #0650/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:47:47] #0652/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:47:59] #0653/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:48:17] #0654/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:48:37] #0655/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:50:24] #0658/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 16:50:40] #0659/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 16:52:55] #0663/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:53:17] #0664/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:53:45] #0665/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 16:55:07] #0668/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:55:24] #0669/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:55:35] #0670/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:55:50] #0671/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:56:40] #0673/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:56:58] #0674/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.467 | conf=0.900 | gap=0.860
[2026-05-11 16:57:21] #0675/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 16:58:58] #0678/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:00:51] #0682/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 17:01:03] #0683/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:01:24] #0684/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:03:17] #0688/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:04:22] #0690/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:06:00] #0692/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.827 | conf=0.800 | gap=0.730
[2026-05-11 17:09:55] #0693/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:20:53] #0692/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:21:09] #0693/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:21:39] #0694/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:22:58] #0696/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:23:11] #0697/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:24:25] #0699/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.093 | conf=0.700 | gap=0.600
[2026-05-11 17:24:39] #0700/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
