[2026-05-11 11:58:35] #0001/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 13:22:42] #0205/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:23:15] #0206/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.168 | conf=0.960 | gap=0.920
[2026-05-11 13:23:28] #0207/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:23:44] #0208/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.845 | conf=0.800 | gap=0.720
[2026-05-11 13:24:06] #0209/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:39] #0210/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:24:50] #0211/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:25:00] #0212/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:36] #0213/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:46] #0214/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:26:25] #0215/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:26:44] #0216/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:27:12] #0217/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 13:27:38] #0218/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 13:28:16] #0219/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 13:28:26] #0220/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:28:47] #0221/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:29:03] #0222/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.959 | conf=0.750 | gap=0.650
[2026-05-11 13:29:29] #0223/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 13:30:06] #0224/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 13:30:27] #0225/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 13:30:41] #0226/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 13:31:10] #0227/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:31:26] #0228/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:31:39] #0229/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:32:04] #0230/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:32:30] #0231/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 13:33:01] #0232/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:34:04] #0234/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.970 | conf=0.750 | gap=0.670
[2026-05-11 13:34:25] #0235/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:34:40] #0236/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:35:33] #0238/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:36:17] #0239/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 13:36:47] #0240/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:37:11] #0241/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:37:24] #0242/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:37:50] #0243/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:38:00] #0244/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:38:15] #0245/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:38:27] #0246/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 13:38:40] #0247/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.817 | conf=0.800 | gap=0.750
[2026-05-11 13:39:22] #0248/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.390 | conf=0.920 | gap=0.880
[2026-05-11 13:40:11] #0249/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.926 | conf=0.760 | gap=0.680
[2026-05-11 13:40:22] #0250/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:32] #0251/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:58] #0252/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:41:28] #0253/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.857 | conf=0.720 | gap=0.570
[2026-05-11 13:41:47] #0254/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 13:41:57] #0255/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:42:30] #0256/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:42:57] #0257/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:43:17] #0258/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:44:17] #0260/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-11 13:44:48] #0261/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 13:45:02] #0262/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:45:14] #0263/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:46:14] #0265/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.642 | conf=0.850 | gap=0.800
[2026-05-11 13:47:29] #0266/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:47:56] #0267/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:48:10] #0268/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:48:22] #0269/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:48:35] #0270/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 13:48:49] #0271/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:49:02] #0272/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-11 13:49:17] #0273/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:49:47] #0274/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:50:08] #0275/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:50:41] #0276/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:51:04] #0277/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:51:12] #0278/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:51:39] #0279/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 13:52:07] #0280/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:52:39] #0281/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:53:20] #0282/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:53:30] #0283/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:53:57] #0284/01454 | true=Table-tennis(17) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:54:35] #0285/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:54:59] #0286/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:55:09] #0287/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:55:33] #0288/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:56:43] #0290/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:57:11] #0291/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:57:22] #0292/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:57:34] #0293/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:58:23] #0295/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.761 | conf=0.800 | gap=0.700
[2026-05-11 13:58:33] #0296/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:58:58] #0297/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:59:27] #0298/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:59:46] #0299/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 14:00:18] #0300/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 14:00:49] #0301/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-11 14:00:58] #0302/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:01:13] #0303/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:01:41] #0304/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:02:08] #0305/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:02:22] #0306/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:02:35] #0307/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:03:00] #0308/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:03:31] #0309/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:03:46] #0310/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:04:00] #0311/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:04:32] #0312/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:04:49] #0313/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:05:24] #0314/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 14:05:58] #0315/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:06:29] #0316/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:06:40] #0317/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:06:59] #0318/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:07:29] #0319/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:07:53] #0320/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:08:22] #0321/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:08:36] #0322/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:09:06] #0323/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=1.102 | conf=0.600 | gap=0.350
[2026-05-11 14:09:49] #0324/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 14:10:59] #0326/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:11:26] #0327/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:11:40] #0328/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:11:48] #0329/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:12:05] #0330/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:12:33] #0331/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 14:13:16] #0333/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:13:50] #0334/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 14:14:03] #0335/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 14:14:18] #0336/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 14:14:41] #0337/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:15:55] #0339/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 14:16:28] #0340/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 14:17:06] #0341/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:17:19] #0342/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:17:50] #0343/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:18:32] #0344/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 14:19:06] #0345/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:19:34] #0346/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:20:10] #0347/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:20:56] #0348/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:21:07] #0349/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:21:36] #0350/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 14:21:51] #0351/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 14:22:52] #0353/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:23:06] #0354/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:23:18] #0355/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:23:47] #0356/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:24:11] #0357/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:24:46] #0358/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.227 | conf=0.940 | gap=0.880
[2026-05-11 14:25:12] #0359/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:25:43] #0360/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.967 | conf=0.600 | gap=0.300
[2026-05-11 14:26:35] #0361/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:27:02] #0362/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.429 | conf=0.900 | gap=0.850
[2026-05-11 14:27:28] #0363/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.251 | conf=0.650 | gap=0.550
[2026-05-11 14:27:58] #0364/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:28:14] #0365/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:28:35] #0366/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:28:54] #0367/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:07] #0368/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-11 14:29:19] #0369/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:36] #0370/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:30:09] #0371/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 14:30:45] #0372/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:31:21] #0373/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 14:32:14] #0375/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:32:29] #0376/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:33:04] #0377/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.847 | conf=0.750 | gap=0.600
[2026-05-11 14:33:29] #0378/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:33:44] #0379/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 14:35:15] #0381/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.616 | conf=0.850 | gap=0.770
[2026-05-11 14:35:49] #0382/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-11 14:36:03] #0383/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:36:18] #0384/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:36:49] #0385/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 14:37:26] #0386/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 14:38:32] #0387/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:38:59] #0388/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:39:15] #0389/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 14:39:28] #0390/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 14:39:44] #0391/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 14:40:21] #0392/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:40:32] #0393/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:40:58] #0394/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 14:41:13] #0395/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:41:28] #0396/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:41:55] #0397/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 14:42:13] #0398/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:42:57] #0399/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 14:43:26] #0400/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:43:48] #0401/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:44:05] #0402/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 14:44:21] #0403/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
