[2026-05-11 11:58:10] Class 16 (Stair-down) 软标签生成开始
[2026-05-11 11:58:10]   QUICK=False LIMIT=50
[2026-05-11 11:58:10]   温度=0.8 (from api_config)
[2026-05-11 11:58:10]   本类: 2635窗口 (仅加载本类, 内存友好)
[2026-05-11 11:58:10]   实际生成: 2635 窗口
[2026-05-11 11:58:23] #0001/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 14:44:09] #0403/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 14:44:42] #0404/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:45:02] #0405/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:45:34] #0406/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:46:03] #0407/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:46:41] #0408/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 14:47:04] #0409/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:47:37] #0410/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:48:15] #0411/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-11 14:48:30] #0412/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:48:49] #0413/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:49:06] #0414/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:49:16] #0415/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.803 | conf=0.800 | gap=0.730
[2026-05-11 14:49:31] #0416/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-11 14:50:06] #0417/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 14:50:55] #0418/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:51:44] #0419/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:52:20] #0420/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:52:20]   [420/2635] acc=252/420=60.0% filtered=413/420
[2026-05-11 14:52:46] #0421/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:53:00] #0422/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.875 | conf=0.750 | gap=0.630
[2026-05-11 14:53:11] #0423/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:53:41] #0424/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:54:36] #0425/02635 | true=Stair-down(16) | pred=Talk-stand(3) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 14:55:28] #0426/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 14:55:44] #0427/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 14:56:26] #0428/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:56:55] #0429/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:57:26] #0430/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:58:03] #0431/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:58:17] #0432/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:58:44] #0433/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:59:33] #0434/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 15:00:16] #0435/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:00:51] #0436/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 15:01:31] #0437/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 15:01:44] #0438/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:02:19] #0439/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 15:03:02] #0440/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:03:02]   [440/2635] acc=267/440=60.7% filtered=433/440
[2026-05-11 15:03:18] #0441/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 15:03:45] #0442/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:04:17] #0443/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:49] #0444/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.448 | conf=0.880 | gap=0.810
[2026-05-11 15:05:13] #0445/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:05:54] #0446/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 15:06:09] #0447/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:06:43] #0448/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.813 | conf=0.700 | gap=0.450
[2026-05-11 15:07:12] #0449/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:07:29] #0450/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 15:08:16] #0451/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 15:08:44] #0452/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 15:08:58] #0453/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:09:29] #0454/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 15:10:10] #0455/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:10:24] #0456/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 15:10:44] #0457/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:11:20] #0458/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.107 | conf=0.700 | gap=0.610
[2026-05-11 15:11:45] #0459/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:11:58] #0460/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:11:58]   [460/2635] acc=279/460=60.7% filtered=453/460
[2026-05-11 15:12:51] #0461/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 15:13:20] #0462/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:13:46] #0463/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.418 | conf=0.400 | gap=0.100
[2026-05-11 15:14:14] #0464/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.404 | conf=0.550 | gap=0.430
[2026-05-11 15:14:28] #0465/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:14:42] #0466/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.330 | conf=0.600 | gap=0.470
[2026-05-11 15:14:58] #0467/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:15:23] #0468/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.589 | conf=0.850 | gap=0.750
[2026-05-11 15:15:56] #0469/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.906 | conf=0.780 | gap=0.720
[2026-05-11 15:16:28] #0470/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:17:01] #0471/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:17:14] #0472/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 15:17:28] #0473/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:07] #0474/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:20] #0475/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:49] #0476/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:19:22] #0477/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:19:37] #0478/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:17] #0479/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 15:20:42] #0480/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 15:20:42]   [480/2635] acc=293/480=61.0% filtered=472/480
[2026-05-11 15:21:38] #0481/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 15:22:11] #0482/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:22:49] #0483/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 15:23:19] #0484/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:23:38] #0485/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:23:55] #0486/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.653 | conf=0.860 | gap=0.830
[2026-05-11 15:24:25] #0487/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.556 | conf=0.850 | gap=0.780
[2026-05-11 15:24:40] #0488/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 15:25:08] #0489/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:25:23] #0490/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:26:01] #0491/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:26:35] #0492/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:27:10] #0493/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 15:27:41] #0494/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:27:58] #0495/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:28:18] #0496/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 15:28:47] #0497/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:29:02] #0498/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:29:19] #0499/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:29:36] #0500/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:29:36]   [500/2635] acc=303/500=60.6% filtered=492/500
[2026-05-11 15:29:50] #0501/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.004 | conf=0.750 | gap=0.700
[2026-05-11 15:30:22] #0502/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:30:57] #0503/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 15:31:32] #0504/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:31:50] #0505/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.543 | conf=0.880 | gap=0.830
[2026-05-11 15:32:15] #0506/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 15:32:35] #0507/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:33:06] #0508/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:33:40] #0509/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.251 | conf=0.958 | gap=0.951
[2026-05-11 15:33:57] #0510/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:34:31] #0511/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 15:35:17] #0512/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:35:55] #0513/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:36:08] #0514/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:36:26] #0515/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:36:58] #0516/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:37:15] #0517/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:37:56] #0518/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 15:38:14] #0519/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 15:39:27] #0520/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 15:39:27]   [520/2635] acc=316/520=60.8% filtered=511/520
[2026-05-11 15:39:55] #0521/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:40:30] #0522/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 15:41:02] #0523/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 15:41:37] #0524/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.516 | conf=0.880 | gap=0.820
[2026-05-11 15:42:22] #0525/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:42:47] #0526/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:43:20] #0527/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.495 | conf=0.900 | gap=0.870
[2026-05-11 15:44:06] #0528/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:44:38] #0529/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:45:21] #0530/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:45:47] #0531/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:46:03] #0532/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:46:38] #0533/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 15:47:08] #0534/02635 | true=Stair-down(16) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:47:22] #0535/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 15:47:40] #0536/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:48:02] #0537/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:48:58] #0538/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:49:23] #0539/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 15:49:50] #0540/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 15:49:50]   [540/2635] acc=325/540=60.2% filtered=531/540
[2026-05-11 15:50:24] #0541/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:51:00] #0542/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.755 | conf=0.780 | gap=0.680
[2026-05-11 15:51:20] #0543/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:51:58] #0544/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.051 | conf=0.700 | gap=0.550
[2026-05-11 15:52:36] #0545/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:53:29] #0546/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:53:48] #0547/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:54:03] #0548/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:54:36] #0549/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=1.557 | conf=0.400 | gap=0.100
[2026-05-11 15:54:59] #0550/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.910 | conf=0.750 | gap=0.650
[2026-05-11 15:55:19] #0551/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 15:55:53] #0552/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 15:56:27] #0553/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:56:53] #0554/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:57:07] #0555/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:57:34] #0556/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.932 | conf=0.750 | gap=0.670
[2026-05-11 15:57:50] #0557/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:58:32] #0558/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-11 15:59:06] #0559/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:59:21] #0560/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:59:21]   [560/2635] acc=334/560=59.6% filtered=550/560
[2026-05-11 16:00:19] #0561/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.472 | conf=0.900 | gap=0.860
[2026-05-11 16:00:51] #0562/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.422 | conf=0.920 | gap=0.905
[2026-05-11 16:01:05] #0563/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:01:41] #0564/02635 | true=Stair-down(16) | pred=Pick(7) | ✗ | ent=2.301 | conf=0.294 | gap=0.049
[2026-05-11 16:01:58] #0565/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 16:02:16] #0566/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:02:50] #0567/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-11 16:03:22] #0568/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 16:05:52] #0569/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:06:18] #0570/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 16:07:18] #0571/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 16:07:31] #0572/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 16:07:41] #0573/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:08:11] #0574/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:08:34] #0575/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:08:45] #0576/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:09:05] #0577/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:09:21] #0578/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:09:55] #0579/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.376 | conf=0.920 | gap=0.880
[2026-05-11 16:10:14] #0580/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:10:14]   [580/2635] acc=347/580=59.8% filtered=569/580
[2026-05-11 16:10:59] #0581/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.802 | conf=0.810 | gap=0.740
[2026-05-11 16:12:11] #0582/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:12:43] #0583/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:13:18] #0584/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:13:57] #0585/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 16:14:32] #0586/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
