[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:33:38] #0424/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:33:48] #0425/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:34:01] #0426/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:34:40] #0427/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:34:57] #0428/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 14:35:15] #0429/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:35:49] #0430/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 14:36:27] #0431/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-11 14:36:58] #0432/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 14:38:17] #0435/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 14:40:36] #0439/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 14:41:31] #0441/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.608 | conf=0.450 | gap=0.300
[2026-05-11 14:43:21] #0445/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:45:09] #0448/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.087 | conf=0.700 | gap=0.620
[2026-05-11 14:45:37] #0449/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:48:24] #0454/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:48:41] #0455/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:50:02] #0458/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 14:50:32] #0459/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:50:49] #0460/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 14:51:06] #0461/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.656 | conf=0.820 | gap=0.740
[2026-05-11 14:53:41] #0465/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:54:52] #0467/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:56:04] #0469/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 14:56:20] #0470/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 14:56:34] #0471/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 14:57:48] #0473/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:01:02] #0478/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:01:51] #0480/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:02:35] #0481/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 15:06:20] #0487/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:07:25] #0489/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.642 | conf=0.850 | gap=0.800
[2026-05-11 15:10:14] #0493/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 15:11:53] #0496/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:13:33] #0499/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:13:46] #0500/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:14:02] #0501/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 15:15:22] #0503/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:16:22] #0505/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 15:19:46] #0511/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.431 | conf=0.350 | gap=0.050
[2026-05-11 15:20:04] #0512/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.215 | conf=0.580 | gap=0.400
[2026-05-11 15:20:54] #0514/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:21:29] #0515/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.728 | conf=0.820 | gap=0.750
[2026-05-11 15:22:44] #0517/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:24:06] #0520/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.554 | conf=0.400 | gap=0.150
[2026-05-11 15:24:47] #0521/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 15:26:39] #0524/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 15:29:14] #0529/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:34:39] #0537/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.432 | conf=0.500 | gap=0.320
[2026-05-11 15:35:16] #0538/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 15:40:50] #0545/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:41:22] #0546/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:41:35] #0547/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.720 | gap=0.640
[2026-05-11 15:42:32] #0549/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 15:44:27] #0553/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:44:46] #0554/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.707 | conf=0.820 | gap=0.760
[2026-05-11 15:45:23] #0555/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:47:31] #0559/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:47:47] #0560/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:49:25] #0562/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 15:53:00] #0568/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 15:53:16] #0569/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-11 15:56:31] #0574/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:59:16] #0579/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:02:34] #0584/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:02:53] #0585/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.743 | conf=0.820 | gap=0.760
[2026-05-11 16:03:51] #0587/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:04:58] #0589/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 16:05:20] #0590/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:05:50] #0591/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 16:07:04] #0593/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:07:55] #0595/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 16:08:15] #0596/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 16:11:33] #0601/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 16:11:52] #0602/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.667 | conf=0.820 | gap=0.750
[2026-05-11 16:12:06] #0603/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 16:13:00] #0604/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 16:13:13] #0605/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:13:31] #0606/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-11 16:14:49] #0608/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 16:15:42] #0609/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:16:54] #0611/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:17:33] #0612/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:17:45] #0613/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:19:23] #0616/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.963 | conf=0.700 | gap=0.500
[2026-05-11 16:20:21] #0618/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:22:06] #0621/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 16:24:19] #0625/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 16:24:33] #0626/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:24:49] #0627/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:25:25] #0628/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:28:15] #0633/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:29:32] #0635/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 16:30:58] #0638/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:31:42] #0639/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:31:59] #0640/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 16:33:57] #0642/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 16:34:27] #0643/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:36:07] #0645/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 16:36:46] #0646/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.717 | conf=0.800 | gap=0.720
[2026-05-11 16:37:51] #0648/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:38:07] #0649/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:38:23] #0650/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 16:38:42] #0651/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.598 | conf=0.850 | gap=0.780
[2026-05-11 16:39:07] #0652/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 16:40:51] #0655/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.146 | conf=0.650 | gap=0.530
[2026-05-11 16:41:22] #0656/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 16:41:39] #0657/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.904 | conf=0.750 | gap=0.670
[2026-05-11 16:44:05] #0661/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.776 | conf=0.800 | gap=0.700
[2026-05-11 16:44:37] #0662/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:44:58] #0663/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 16:45:33] #0664/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:46:17] #0665/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:47:09] #0667/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.571 | conf=0.850 | gap=0.780
[2026-05-11 16:47:44] #0668/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:48:21] #0669/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:53:07] #0677/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 16:55:21] #0679/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:56:56] #0682/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:57:53] #0684/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.805 | conf=0.800 | gap=0.740
[2026-05-11 16:59:33] #0687/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 17:03:32] #0693/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.776 | conf=0.800 | gap=0.700
[2026-05-11 17:04:04] #0694/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:04:19] #0695/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:22:19] #0701/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.504 | conf=0.880 | gap=0.830
[2026-05-11 17:23:25] #0703/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-11 17:25:05] #0706/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:26:04] #0707/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:26:34] #0708/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.747 | conf=0.800 | gap=0.730
[2026-05-11 17:27:18] #0709/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.654 | conf=0.850 | gap=0.800
[2026-05-11 17:28:16] #0711/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.258 | conf=0.550 | gap=0.300
[2026-05-11 17:29:17] #0713/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:30:03] #0715/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 17:30:35] #0716/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:31:30] #0717/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.108 | conf=0.680 | gap=0.560
[2026-05-11 17:32:52] #0720/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:33:28] #0721/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 17:35:37] #0725/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.827 | conf=0.700 | gap=0.450
[2026-05-11 17:36:49] #0727/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 17:39:51] #0731/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:41:54] #0734/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:42:08] #0735/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 17:42:37] #0736/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 17:43:57] #0738/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 17:44:12] #0739/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:44:28] #0740/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 17:47:16] #0745/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.736 | conf=0.820 | gap=0.770
[2026-05-11 17:48:15] #0747/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:50:57] #0752/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:51:12] #0753/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:51:27] #0754/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 17:51:56] #0755/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:53:04] #0757/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 17:55:07] #0761/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:58:45] #0763/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.383 | conf=0.300 | gap=0.000
