[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:50:41] #0673/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:51:21] #0674/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 16:52:08] #0675/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:52:39] #0676/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:53:07] #0677/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 16:53:47] #0678/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:55:21] #0679/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:55:52] #0680/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-11 16:56:56] #0682/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:57:28] #0683/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:57:53] #0684/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.805 | conf=0.800 | gap=0.740
[2026-05-11 16:58:28] #0685/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:59:05] #0686/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 16:59:33] #0687/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 17:00:09] #0688/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 17:00:44] #0689/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:01:26] #0690/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 17:02:25] #0691/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 17:03:01] #0692/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:03:32] #0693/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.776 | conf=0.800 | gap=0.700
[2026-05-11 17:04:04] #0694/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:04:19] #0695/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:04:49] #0696/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:05:20] #0697/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:09:39] #0698/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:19:59] #0696/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:20:27] #0697/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:20:57] #0698/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.533 | conf=0.880 | gap=0.850
[2026-05-11 17:21:27] #0699/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 17:22:03] #0700/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.240 | conf=0.650 | gap=0.550
[2026-05-11 17:22:19] #0701/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.504 | conf=0.880 | gap=0.830
[2026-05-11 17:22:56] #0702/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:23:25] #0703/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-11 17:24:21] #0704/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 17:24:50] #0705/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.716 | conf=0.830 | gap=0.780
[2026-05-11 17:25:05] #0706/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:26:04] #0707/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:26:34] #0708/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.747 | conf=0.800 | gap=0.730
[2026-05-11 17:27:18] #0709/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.654 | conf=0.850 | gap=0.800
[2026-05-11 17:27:57] #0710/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 17:28:16] #0711/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.258 | conf=0.550 | gap=0.300
[2026-05-11 17:28:55] #0712/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:29:17] #0713/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:29:44] #0714/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 17:30:03] #0715/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 17:30:35] #0716/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:31:30] #0717/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.108 | conf=0.680 | gap=0.560
[2026-05-11 17:32:03] #0718/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 17:32:41] #0719/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-11 17:32:52] #0720/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:33:28] #0721/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 17:34:14] #0722/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:34:47] #0723/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:35:16] #0724/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.761 | conf=0.800 | gap=0.700
[2026-05-11 17:35:37] #0725/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.827 | conf=0.700 | gap=0.450
[2026-05-11 17:36:14] #0726/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 17:36:49] #0727/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 17:37:32] #0728/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.434 | conf=0.900 | gap=0.860
[2026-05-11 17:38:19] #0729/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:39:22] #0730/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 17:39:51] #0731/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:40:27] #0732/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.623 | conf=0.850 | gap=0.770
[2026-05-11 17:41:30] #0733/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:41:54] #0734/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:42:08] #0735/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 17:42:37] #0736/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 17:43:08] #0737/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:43:57] #0738/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 17:44:12] #0739/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:44:28] #0740/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 17:45:12] #0741/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 17:45:49] #0742/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:46:25] #0743/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.664 | conf=0.850 | gap=0.820
[2026-05-11 17:47:01] #0744/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 17:47:16] #0745/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.736 | conf=0.820 | gap=0.770
[2026-05-11 17:47:51] #0746/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:48:15] #0747/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:48:47] #0748/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:49:30] #0749/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 17:50:00] #0750/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:50:35] #0751/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:50:57] #0752/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:51:12] #0753/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:51:27] #0754/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 17:51:56] #0755/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:53:04] #0757/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 17:53:37] #0758/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.843 | conf=0.684 | gap=0.526
[2026-05-11 17:54:17] #0759/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:54:47] #0760/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:55:07] #0761/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:55:58] #0762/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 18:21:52] #0761/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 18:23:39] #0764/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:24:01] #0765/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:24:31] #0766/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:24:48] #0767/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 18:25:17] #0768/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:25:38] #0769/02716 | true=Walk(11) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:26:09] #0770/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:26:22] #0771/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:26:55] #0772/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.912 | conf=0.720 | gap=0.540
[2026-05-11 18:27:24] #0773/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:28:07] #0774/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-11 18:28:34] #0775/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 18:29:06] #0776/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:29:43] #0777/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 18:29:58] #0778/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.308 | conf=0.550 | gap=0.300
[2026-05-11 18:30:12] #0779/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-11 18:30:54] #0780/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 18:31:10] #0781/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.595 | conf=0.820 | gap=0.720
[2026-05-11 18:31:34] #0782/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:32:24] #0783/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:32:39] #0784/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:33:14] #0785/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:33:41] #0786/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 18:33:54] #0787/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 18:34:11] #0788/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 18:35:51] #0790/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.003 | conf=0.700 | gap=0.550
[2026-05-11 18:36:15] #0791/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:36:51] #0792/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 18:37:24] #0793/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 18:37:43] #0794/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.091 | conf=0.650 | gap=0.500
[2026-05-11 18:38:14] #0795/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:38:47] #0796/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:40:00] #0797/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 18:40:30] #0798/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:40:54] #0799/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:41:14] #0800/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 18:41:34] #0801/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.666 | conf=0.800 | gap=0.650
[2026-05-11 18:42:14] #0802/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 18:42:44] #0803/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 18:43:16] #0804/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 18:43:46] #0805/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.714 | conf=0.820 | gap=0.740
[2026-05-11 18:44:17] #0806/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:44:45] #0807/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 18:45:25] #0808/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:46:10] #0809/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 18:47:00] #0810/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 18:47:17] #0811/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.073 | conf=0.620 | gap=0.440
[2026-05-11 18:47:44] #0812/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:47:59] #0813/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.951 | conf=0.720 | gap=0.600
[2026-05-11 18:48:30] #0814/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:48:53] #0815/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 18:49:27] #0816/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:49:59] #0817/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:50:29] #0818/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 18:50:45] #0819/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.656 | conf=0.820 | gap=0.740
[2026-05-11 18:51:14] #0820/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:51:45] #0821/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 18:52:13] #0822/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.057 | conf=0.730 | gap=0.680
[2026-05-11 18:52:44] #0823/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.516 | conf=0.880 | gap=0.820
[2026-05-11 18:53:12] #0824/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.837 | conf=0.800 | gap=0.740
[2026-05-11 18:53:24] #0825/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 18:53:50] #0826/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 18:54:00] #0827/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:54:47] #0828/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:55:15] #0829/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 18:55:50] #0830/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:56:26] #0831/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.871 | conf=0.780 | gap=0.730
[2026-05-11 18:56:52] #0832/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:57:30] #0833/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.074 | conf=0.650 | gap=0.500
[2026-05-11 18:58:30] #0834/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:59:09] #0835/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:59:21] #0836/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 18:59:51] #0837/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 19:00:13] #0838/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 19:01:26] #0841/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 19:02:10] #0842/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:02:56] #0844/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 19:03:25] #0845/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 19:03:53] #0846/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 19:04:26] #0847/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:05:15] #0849/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.680 | conf=0.850 | gap=0.810
[2026-05-11 19:05:32] #0850/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 19:06:27] #0851/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:07:00] #0852/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.735 | conf=0.820 | gap=0.760
[2026-05-11 19:07:18] #0853/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.736 | conf=0.820 | gap=0.770
[2026-05-11 19:07:55] #0854/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:08:24] #0855/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:08:54] #0856/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:09:09] #0857/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 19:09:42] #0858/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-11 19:10:30] #0859/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.251 | conf=0.650 | gap=0.550
[2026-05-11 19:11:18] #0860/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:12:00] #0861/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.997 | conf=0.550 | gap=0.300
[2026-05-11 19:12:19] #0862/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.117 | conf=0.650 | gap=0.530
[2026-05-11 19:13:07] #0864/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.997 | conf=0.550 | gap=0.300
[2026-05-11 19:13:19] #0865/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 19:13:53] #0866/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.837 | conf=0.800 | gap=0.740
[2026-05-11 19:14:22] #0867/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:14:37] #0868/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 19:14:51] #0869/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.175 | conf=0.600 | gap=0.450
[2026-05-11 19:15:25] #0870/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:16:12] #0871/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 19:16:40] #0872/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 19:17:04] #0873/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-11 19:17:32] #0874/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:18:12] #0875/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:18:59] #0876/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.948 | conf=0.700 | gap=0.550
